premise,conclusion,weight
" In 2014, 470 women overcame historic land ownership constraints to establish Koperasi Kopi Wanita Gayo - Indonesia’s first all-women coffee cooperative.", " Fair trade may help in reducing the recurrent gender gap between men and women in agriculture, by restoring some balance to the historic lack of access of women to productive agricultural resources and assets (p. 8).", 1.0
" According to the International Labour Organization (ILO), there are still 168 million child workers around the world, with more than half of them working in what’s officially classified as hazardous labour.", " In the least developed countries, around one-in-four children (aged 5 to 17) are engaged in labour that is considered detrimental to their health and development.", 1.0
" Research shows that women are often underrepresented in decision-making in relation to the use of fair trade premiums, which may often result in projects being designed that are more beneficial to men than to women (p. 10).", " Fair trade premiums - an extra amount of money paid on top of the selling price that farmers and workers invest in projects of their choice - may be utilised as a source of seed funding for gender equality initiatives and programs.", -1.0
" In Kenya, the Growing Women in Coffee initiative incentivised smallholder male coffee farmers to empower women by transferring at least 50 coffee bushes to their daughters and wives, thereby allowing for asset ownership, without land (p. 9).", " Fair trade may help in reducing the recurrent gender gap between men and women in agriculture, by restoring some balance to the historic lack of access of women to productive agricultural resources and assets (p. 8).", 1.0
" Female contribution in fair trade production may not sufficiently recognise, nor reward, the more labour-intensive tasks (e.g. weeding, harvesting and post-harvest processing) undertaken by women compared to men, who take goods to the market and therefore have more power over the earnings and the distribution of other benefits (p. 10). So fair trade may not help in reducing the the gender gap.", " Fair trade may help in reducing the recurrent gender gap between men and women in agriculture, by restoring some balance to the historic lack of access of women to productive agricultural resources and assets (p. 8).", -1.0
" Free and fair trade, even if not perfect, can be considered as the most ethical form of trade as it improves the lives of the most vulnerable the fastest.", " Countries which allow free trade tend to grow faster and provide higher standards of living for their citizens in comparison to those who pursue protectionist policies.", 1.0
" The poorest one-fifth of American households pay around $95 per year in tariffs, whereas richer households pay a smaller percentage of their income.", " Protectionist policies are often regressive and hence harm the global poor.", 1.0
" Studies show that 86% of millennials are looking for responsibly sourced products.", " Since consumer preference has shifted to products that are obtained through equitable means, exploitative monopolies are at risk of losing market share.", 1.0
" There are 18 countries in the world where women need the permission of their husbands to work.", " Women in developing countries have to face several barriers to work which fair trade has not been able to help them overcome.", 1.0
" Protectionist policies reduce foreign competition within a country, which leads to local industries having no incentives for innovation. This harms local industries in the long run.", " Protectionist policies are often regressive and hence harm the global poor.", 1.0
" Asian countries export mostly manufactured goods. These industries dont receive the protections and supports afforded by the fair trade system.", " Because fair trade is only available for agricultural products, a large amount of exports from Africa and Asia dont receive any of the benefits that come with fair trade.", 1.0
" In Ghana, cultural and social norms make it difficult for women to own property, and in many cases exclude women from truly benefiting from fair trade certified operations.", " Fair trade co-operatives usually require their members to own the land that they farm on. In many countries, women face barriers toward land ownership, and end up losing out on fair trade certifications.", 1.0
" Research into the impacts of fair trade has not found any evidence of fair trade improving women’s access to land (p. 10).", " Fair trade co-operatives usually require their members to own the land that they farm on. In many countries, women face barriers toward land ownership, and end up losing out on fair trade certifications.", 1.0
" According to the World Bank, developing countries received about $441 billion in remittances in 2015, a number three times larger than the size of official development assistance.", " Emigration of skilled workers result in remittances being sent back to the sender country, which can lead to positive growth of the economy, and hence positively effect living standards.", 1.0
" In Nicaragua, the Fair trade certified PRODECOOP coffee cooperative invests in driving gender equality by dedicating an amount of fair trade premium towards implementing their gender equality programs.", " Fair trade premiums - an extra amount of money paid on top of the selling price that farmers and workers invest in projects of their choice - may be utilised as a source of seed funding for gender equality initiatives and programs.", 1.0
" Remittances do not counteract the opportunity cost of emigration.", " Emigration of skilled workers result in remittances being sent back to the sender country, which can lead to positive growth of the economy, and hence positively effect living standards.", -1.0
" In a study on the impacts of the introduction of drum-seeding technology on a Bangladeshi farm, farmers profits were shown to increase. (p. 77)", " Mechanisation and industrialisation could mean fewer farmers are required to do back breaking work and could give people an opportunity to break out of the poverty cycle.", 1.0
" Kapur and McHale state that emigrants contribute to continuing economic and social stagnation back home, and reinforce conventional inequality between developed and developing countries.", " Globalization encourages the emigration of highly skilled workers in search of more stable economies, which worsens the economies they leave behind, and hence worsens inequality.", 1.0
" By diversifying their economy and industrialising, developing countries can gain more power in the global system.", " World-systems theory analyses the global division of labour. It suggests that when periphery countries, or developing countries, rely on low-skill, labour-intensive production and extraction of raw materials this allows more powerful countries to focus on higher-skill and expensive production, which entrenches their power.", 1.0
" Even if fair trade is not currently working for female labourers, it at least sets out the empowerment of women as one of its goals. This means it is more likely to adapt to overcome these problems than regular global trade, which does not usually consider the empowerment of women as important.", " In developing countries, fair trade is not yet working to empower female laborers.", -1.0
" Fair trades brand is based on an anti-modernist, rural, and idyllic image, which would be undermined if their farms and workers became modern and industrialised.", " Modern farming techniques are sidelined and even actively discouraged by fair trade organisations.", 1.0
" Food losses and waste amount to roughly US $990 billion around the globe. If consumers focus on eliminating or redistributing this waste, then it is likely that the pollution created by food waste can be reduced.", " The focus of fair trade on buying new products may distract consumers. They may focus on what they buy as opposed to how much they buy. This contributes to the amount of waste which needs to be reduced to help the planet.", 1.0
" In host countries, a large pool of unskilled immigrant workers who are ready to accept low paying jobs worsen the occupational structure of that country, and hence worsen inequality.", " Globalization encourages the emigration of highly skilled workers in search of more stable economies, which worsens the economies they leave behind, and hence worsens inequality.", 1.0
" Fairtrade coffee farms are not allowed to employ any full-time workers. This means that for harvest, seasonal workers must be employed on short-term contracts. This fails to create any long-term job stability.", " Fair trade certifiers do not monitor and enforce the payment of minimum wages to temporary workers that are employed to harvest the farm produce.", 1.0
" Despite the UK and the US now being ardent advocates of free trade, both countries developed through policies of protectionism.", " Protectionist policies - which are often proposed as an alternative development strategy for countries - can result in worse outcomes for the vulnerable than free and fair trade.", -1.0
" Since consumer preference has shifted to products that are obtained through equitable means, exploitative monopolies are at risk of losing market share.", " Fair trade challenges monopolies around the world.", 1.0
" Fair trade may help in reducing the recurrent gender gap between men and women in agriculture, by restoring some balance to the historic lack of access of women to productive agricultural resources and assets (p. 8).", " Fair trade has helped, and may further help, reduce male-dominance in different sectors across developing countries, by empowering women to overcome historical barriers to work.", 1.0
" A report by the NRDC illustrated that annually, food waste ends up wasting nearly a quarter of our water supply in the form of uneaten food, or over $172 billion in wasted water. (p. 4)", " The focus of fair trade on buying new products may distract consumers. They may focus on what they buy as opposed to how much they buy. This contributes to the amount of waste which needs to be reduced to help the planet.", 1.0
" Studies have shown that an extremely small amount of the fair trade premium, less than is owed to them, actually goes to coffee farmers.", " Fair trade coffee producers often end up poorer than they should.", 1.0
" Comparative advantage analysis ignores the fact that some specialisations are more advantageous, so even if global trade is more balanced some countries benefit less from the division of labour that occurs. (p. 23)", " Developing countries have a comparative advantage when producing agricultural goods because of lower wage costs. Some economists argue that global trade works best when countries produce goods according to their comparative advantage.", -1.0
" A study showed that a very large proportion of individuals on fair trade farms have been working on farms since they were 10 years-old.", " Child labor is a big problem within the developing world and fair trade practices can help eliminate this problem over time.", 1.0
" Analysis suggests that a limited but positive skilled emigration rate can be beneficial for development.", " Globalization encourages the emigration of highly skilled workers in search of more stable economies, which worsens the economies they leave behind, and hence worsens inequality.", -1.0
" Fair trade certifications often require women to commit to working a certain number of hours, which they cannot skip or decrease. This ignores the fact that women in developing countries often face the triple burden of working while also running households and looking after children.", " In developing countries, fair trade is not yet working to empower female laborers.", 1.0
" Though developing economies may have comparative advantages in agriculture, several less developing economies have yet to exploit said advantage.", " Developing countries have a comparative advantage when producing agricultural goods because of lower wage costs. Some economists argue that global trade works best when countries produce goods according to their comparative advantage.", -1.0
" In the least developed countries, around one-in-four children (aged 5 to 17) are engaged in labour that is considered detrimental to their health and development.", " Child labor is a big problem within the developing world and fair trade practices can help eliminate this problem over time.", 1.0
" Kishes initiative has helped empower women to take up leadership roles, produce high quality coffee, and become increasingly involved in community development.", " Kishé Woman-Grown Coffee is grown exclusively by small-scale women farmers in Guatemala.", 1.0
" In the Peruvian coffee production sector visited by Fair Trade, farmers were paying casual labourers less than the minimum wage in 4 out of the 5 certified farms.", " Fair trade certifiers do not monitor and enforce the payment of minimum wages to temporary workers that are employed to harvest the farm produce.", 1.0
" Emigration of skilled workers result in remittances being sent back to the sender country, which can lead to positive growth of the economy, and hence positively effect living standards.", " Globalization encourages the emigration of highly skilled workers in search of more stable economies, which worsens the economies they leave behind, and hence worsens inequality.", -1.0
" Fair trade premiums - an extra amount of money paid on top of the selling price that farmers and workers invest in projects of their choice - may be utilised as a source of seed funding for gender equality initiatives and programs.", " Fair trade has helped, and may further help, reduce male-dominance in different sectors across developing countries, by empowering women to overcome historical barriers to work.", 1.0
" Emmanuel Faber, chief executive of Danone, a French food company, says big multinationals like his are in danger of losing market share to smaller companies.", " Fair trade challenges monopolies around the world.", 1.0
" Because fair trade is only available for agricultural products, a large amount of exports from Africa and Asia dont receive any of the benefits that come with fair trade.", " As fair trade systems are only in place for the trading of agricultural products, exporters in other industries are not helped by the scheme.", 1.0
" A study in Ethiopia and Uganda showed that the wages of workers in fair trade dominated sites was much less than those in other locations.", " Fair trade certifiers do not monitor and enforce the payment of minimum wages to temporary workers that are employed to harvest the farm produce.", 1.0
" The gender strategy of fair trade initiatives may be geared towards helping women develop strong leadership skills as a way of empowering them in their sectors.", " Fair trade has helped, and may further help, reduce male-dominance in different sectors across developing countries, by empowering women to overcome historical barriers to work.", 1.0
" A study estimated that up to one-third of the overall increase in US wage inequality could be attributed to increased immigration during the 1980s.", " Globalization encourages the emigration of highly skilled workers in search of more stable economies, which worsens the economies they leave behind, and hence worsens inequality.", 1.0
" Fair trade co-operatives usually require their members to own the land that they farm on. In many countries, women face barriers toward land ownership, and end up losing out on fair trade certifications.", " In developing countries, fair trade is not yet working to empower female laborers.", 1.0
" In Chile, the fruit-picking sector for fair trade employs 75% of women, who work more than 60 hours a week in season, on temporary contracts, and a third of them do not earn even the minimum wage.", " In developing countries, fair trade is not yet working to empower female laborers.", 1.0
" One of the main reasons for the persistence of child labor in developing countries is that these laborers help bring additional income for poor families. Since fair trade increases the revenue of agricultural producers, it is likely to eliminate the need of this practice (p. 5).", " Child labor is a big problem within the developing world and fair trade practices can help eliminate this problem over time.", 1.0
" Mechanisation and industrialisation could mean fewer farmers are required to do back breaking work and could give people an opportunity to break out of the poverty cycle.", " Modern farming techniques are sidelined and even actively discouraged by fair trade organisations.", 1.0
" Brazil - which has grown to be the 9th largest economy in the world - did so through protectionist policies which supported national industries at the expense of fair trade.", " Protectionist policies - which are often proposed as an alternative development strategy for countries - can result in worse outcomes for the vulnerable than free and fair trade.", -1.0
" The Liberian Women’s Sewing Project (LWSP) allows women work in air-conditioned facilities during hot seasons, provided by their fair trade farm premiums, alongside the provision of medical insurance for these women and their families.", " Many fair trade farms use their premiums on Women’s Empowerment Programs in areas like family planning, health, education, and housing to assist females in need.", 1.0
" A study shows that workers in foreign-owned and subcontracting clothing and footwear factories in Vietnam rank in the top 20% of the countrys population by household expenditure.", " Multinational corporations present in developing countries either hire unskilled labour from developing countries at low wages, or only hire skilled workers.", 1.0
" A German study cited that discrimination on the basis of higher certification fees contributes to the impoverishment of poor farmers.", " Fair trades high certification fees disproportionately impact the poorest of the worlds coffee farmers, which is exploitative.", 1.0
" In 2007, the top four nations by fair trade certified products were Mexico, Colombia, Peru and South Africa, which are classed as middle income countries and had an average GDP per capita of $4,790.", " Fair trade standards are either met mostly by suppliers that have a higher income or middle income in developing countries, or by nations that have a higher average GDP per capita (p. 63-64).", 1.0
" Women in developing countries have to face several barriers to work which fair trade has not been able to help them overcome.", " In developing countries, fair trade is not yet working to empower female laborers.", 1.0
" Countries which allow free trade tend to grow faster and provide higher standards of living for their citizens in comparison to those who pursue protectionist policies.", " Protectionist policies - which are often proposed as an alternative development strategy for countries - can result in worse outcomes for the vulnerable than free and fair trade.", 1.0
" Protectionist policies are often regressive and hence harm the global poor.", " Protectionist policies - which are often proposed as an alternative development strategy for countries - can result in worse outcomes for the vulnerable than free and fair trade.", 1.0
" Critics of comparative advantage theory point out that it doesnt address how any advantages that may accrue interact with systemic poverty that may exist in a country. (p. 24)", " Developing countries have a comparative advantage when producing agricultural goods because of lower wage costs. Some economists argue that global trade works best when countries produce goods according to their comparative advantage.", -1.0
" In Ecuador, 18 fair trade employees who were single mothers, were granted a low-interest loan from Hoja Verde’s Housing Maintenance Program to buy and construct houses.", " Many fair trade farms use their premiums on Women’s Empowerment Programs in areas like family planning, health, education, and housing to assist females in need.", 1.0
" Fair trade may help set up rules and procedures, within organisations, that might help combat gender discrimination.", " Fair trade has helped, and may further help, reduce male-dominance in different sectors across developing countries, by empowering women to overcome historical barriers to work.", 1.0
" A study on Nicaraguan fair trade coffee farmers over a decade found that farmers producing fair trade coffee are below the poverty line. These farmers are poorer than those who are uncertified, conventional coffee producers.", " Fair trade coffee producers often end up poorer than they should.", 1.0
" Fair trade standards are either met mostly by suppliers that have a higher income or middle income in developing countries, or by nations that have a higher average GDP per capita (p. 63-64).", " Fair trade cooperatives are required to meet quality and political standards, which means their farmers must be relatively skillful, educated and well capitalized.", 1.0
" Fair Trade Certification of coconut farms that produce Naked Juice coconut water empowers women in the Philippines to step into leadership roles.", " Fair trade products and initiatives have helped empower female labourers around the world.", 1.0
" The Global Policy Forum indicates that globalization is causing global markets to become inherently unequal, making rising inequality in developing countries more rather than less likely.", " Globalisation has been blamed for rising global inequality.", 1.0
" An impact study conducted by Harvard found that even when Costa Rica was producing fair trade goods, it had no positive impact on coffee laborers or children’s education. Instead it had negative impacts on the education of unskilled coffee workers’ children. (p. 3)", " Fair trade producers invest some of the profits in their local communities in order to build schools and support educational purposes.", -1.0
" The sale of fair trade certified products through a monopsonist cooperative increases the chances of inefficiency and corruption.", " Fair trade encourages and creates monopsonies, where a single buyer controls the market for fair trade products (p. 20).", 1.0
" Fair trades high certification fees disproportionately impact the poorest of the worlds coffee farmers, which is exploitative.", " Fair trade does not assist the poorest of the poor, and in some cases, discriminates against them.", 1.0
" The production of fairly traded raisins in post-war Afghanistan has helped the conflict ridden community in becoming self-sufficient in terms of building schools and rebuilding infrastructure that was destroyed during the war period.", " Fair trade products and profits have helped rebuild conflict-ridden countries all over the world.", 1.0
" A research showed that rice farmers in India were able to increase their productivity by 30% after investments in tractors and land levellers.", " Stable and secure incomes increase investments, which increase the efficiency and productivity of producers. (p. 14)", 1.0
" In 2018, 26 people owned the same wealth as the 3.8 billion people who make up the poorest half of humanity.", " Fair trade has failed to produce a successful or meaningful reallocation of global capital.", 1.0
" Critics have said that Sainsburys scheme falls short of the Fairtrade schemes core principles, particularly in the area of “producer empowerment”.", " Sainsburys abandoned the Fairtrade label on its tea in preference for its own home brand fairly traded certification.", -1.0
" An article in the Stanford Social Innovation Review found that many of these funds are invested in coffee cooperatives’ buildings and salaries, not in schools.", " Fair trade producers invest some of the profits in their local communities in order to build schools and support educational purposes.", -1.0
" In Argentina and Chile, small producers are struggling with large corporations joining the fair trade system. These brands buy fair trade products, which is a win for farmers, but producers then end up competing for certified shelf space with multinationals.", " In recent years, fair trade has started to allow major multinational corporations to join its trade regime. This means that the competition between poor producers and large multinational corporations in international markets is still likely to continue being unfair.", 1.0
" Economic gains achieved by more efficient global markets are not equally shared;those with greater financial capital, human capital and entrepreneurial skills tend to benefit the most.", " Globalisation has been blamed for rising global inequality.", 1.0
" 80% of new wealth went to the richest 1% of the worlds population in 2018.", " Fair trade has failed to produce a successful or meaningful reallocation of global capital.", 1.0
" Simple environmental actions such as encouraging recycling and reusing materials have failed to prevent the amount of waste and litter in the world increasing.", " Compassionate capitalism movements are simply individuals trying to look good or ease their guilt at profiting from an exploitative system, and do not meaningfully help those who are exploited.", 1.0
" A study by the University of California estimated fair trade certifications to cost around $0.03 per pound, which in some years, is greater than the revenue earned by farmers.", " The cost of obtaining a fair trade certification can be as much as 1.7% of a farms sales, whereas farms in developing countries have profits as low as 1%.", 1.0
" The existence of monopsonies means that fair trade farmers do not have the right to choose the buyer who offers them the best price for their product, or switch when their cooperatives are going bankrupt.", " Fair trade encourages and creates monopsonies, where a single buyer controls the market for fair trade products (p. 20).", 1.0
" Fair trade premiums are retained by the cooperative and are collectively voted upon for use by farmers, which often include the upgrading or purchasing of equipment for farms.", " Fair trade allows for farmers to improve equipment on their farms so as to be able to compete with large corporations.", 1.0
" Everyday decisions such as deciding to use public transport or walk, to shop locally or to buy second hand clothes are all examples of ethical consumerism that people could implement in their lives.", " Though fair trade is not the only mode of ethical consumption, some people consider it to be.", 1.0
" A report from McKinsey Global Institute concluded that the global manufacturing sector is entering a dynamic new phase as innovations spark additional demand. This will increase substantial new opportunities for employees globally over the years.", " The manufacturing sector has more potential for the growth of jobs and employment opportunities, which means that more people will benefit from this trade scheme.", 1.0
" Fair trade premiums in Palestine have helped pay for olive groves that were destroyed by the Israeli army.", " Fair trade products and profits have helped rebuild conflict-ridden countries all over the world.", 1.0
" Countries ranked by the World Bank as upper middle-income contain 54% of producer organisations that have fair trade certification. In comparison low-income countries contain 21% of fair trade producers.", " The fair trade certification is more accessible to upper-middle class countries as compared to low-income countries, and hence only relatively rich farmers can reap its benefits.", 1.0
" Fair trade rules limit the size of eligible farms. This decreases economies of scale and opportunities for innovation.", " Fair trade rules prevent agricultural development.", 1.0
" In 2014, only 28% of fair trade coffee, 64% of fair trade bananas and 7% of fair trade tea were sold in fair trade markets. (p. 54)", " Fair trade cant guarantee that producers will be able to sell all of their stock, just that they will be able to sell it at the certified price. This means that income for producers is not guaranteed.", 1.0
" Globalization encourages the emigration of highly skilled workers in search of more stable economies, which worsens the economies they leave behind, and hence worsens inequality.", " Globalisation has been blamed for rising global inequality.", 1.0
" Despite 90% of cocoa being grown in developing countries, only 4% of chocolate is produced there. This means the West receives the most profit from their value-added conversion of the goods originally produced by fair trade farmers.", " It is Western countries who manufacture goods from the raw materials produced by fair trade workers, and in turn receive the profits from those products.", 1.0
" PRODECOOP - a fair trade coffee cooperative in Nicaragua - encourages an equal distribution of work and resources for men and women.", " In Nicaragua, the Fair trade certified PRODECOOP coffee cooperative invests in driving gender equality by dedicating an amount of fair trade premium towards implementing their gender equality programs.", 1.0
" PRODECOOP - a fair trade coffee cooperative in Nicaragua - encourages an equal distribution of work and resources for men and women.", " Fair trade products and initiatives have helped empower female labourers around the world.", 1.0
" Fair-trade exports from the poorest coffee-growing countries in Africa (Ethiopia, Kenya, and Tanzania), represent less than 10% of coffee marketed through fair trade.", " Fair trade does not assist the poorest of the poor, and in some cases, discriminates against them.", 1.0
" Fair trade coffee producers often end up poorer than they should.", " Fair trade does not assist the poorest of the poor, and in some cases, discriminates against them.", 1.0
" As fair trade systems are only in place for the trading of agricultural products, exporters in other industries are not helped by the scheme.", " Fair trade maintains developing countries in a disadvantageous economic specialisation. It would be more beneficial to them to export manufactured goods instead of agricultural products.", 1.0
" Protectionist policies - which are often proposed as an alternative development strategy for countries - can result in worse outcomes for the vulnerable than free and fair trade.", " Any system which could replace global capitalist trade is also likely suffer from ethical pitfalls.", 1.0
" Fair trade has helped, and may further help, reduce male-dominance in different sectors across developing countries, by empowering women to overcome historical barriers to work.", " Fair trade products and initiatives have helped empower female labourers around the world.", 1.0
" COOMPROCOM has bought modern on-farm coffee processing equipment using its fair trade premiums, which produces higher quality coffee that can be sold for higher prices.", " Fair trade allows for farmers to improve equipment on their farms so as to be able to compete with large corporations.", 1.0
" In Mexico, Divemex used its fair trade premiums to fund an academic scholarship programme to ensure that its workers and their children can continue their education.", " Fair trade producers invest some of the profits in their local communities in order to build schools and support educational purposes.", 1.0
" At a banana plantation in Cameroon, a fair trade buyer and allies in the labour movement came together to support the creation of a joint union platform.", " Fair trade can support workers in learning to realize their rights and negotiate the terms and conditions of their work through trade unions and collective bargaining.", 1.0
" Fair trade Standards require and assist farmers to switch to environmentally friendly agricultural practices, such as developing nutrient-rich soils, thus reducing the use of chemicals (p. 10).", " Fair trade certification requires producers to follow Fairtrade Standards which cover key areas of environmental protection.", 1.0
" The European Union (EU) imposes mandatory tariffs on goods that are imported to the EU from development countries. Countries that are long established trading partners of the union are unlikely to introduce fair trade reformations in their trading policies (p. 15).", " Countries that are already a part of an existing trade regime are unlikely to agree on reformations in tariffs, market access and liberalization that are required under fair trade policies to reach an equitable trading system.", 1.0
" Developing countries have a comparative advantage when producing agricultural goods because of lower wage costs. Some economists argue that global trade works best when countries produce goods according to their comparative advantage.", " Fair trade maintains developing countries in a disadvantageous economic specialisation. It would be more beneficial to them to export manufactured goods instead of agricultural products.", -1.0
" World-systems theory analyses the global division of labour. It suggests that when periphery countries, or developing countries, rely on low-skill, labour-intensive production and extraction of raw materials this allows more powerful countries to focus on higher-skill and expensive production, which entrenches their power.", " Fair trade maintains developing countries in a disadvantageous economic specialisation. It would be more beneficial to them to export manufactured goods instead of agricultural products.", 1.0
" A recent study in Costa Rica showed that the benefits received from fair trade often assist only the most skilled coffee growers, and tend to exclude the absolute poorest farmers.", " Fair trade does not assist the poorest of the poor, and in some cases, discriminates against them.", 1.0
" A recent study in Costa Rica showed that the benefits received from fair trade often assist only the most skilled coffee growers, and tend to exclude the absolute poorest farmers.", " Fair trade cooperatives are required to meet quality and political standards, which means their farmers must be relatively skillful, educated and well capitalized.", 1.0
" In central Nicaragua, COOMPROCOM began its reforestation projects in 2010. It now has 16 new areas of reforested land and 60% of its members are planting new coffee and shade trees in the region (p. 11).", " Fair trade cooperatives invest their fair trade premium in reforestation projects.", 1.0
" In developing countries, fair trade is not yet working to empower female laborers.", " Fair trade products and initiatives have helped empower female labourers around the world.", -1.0
" Since fair trade associations are intent on keeping the price of fair-trade coffee up, they limit the supply of coffee that can be labeled as certified.", " Fair trade encourages and creates monopsonies, where a single buyer controls the market for fair trade products (p. 20).", 1.0
" Fair trade challenges monopolies around the world.", " Fair trade benefits specific producers by giving them monopolies.", -1.0
" According to research by the OECD’s former chief economist, globalization is not to be blamed for the rise in global inequality since it has stalled over the past decade.", " Globalisation has been blamed for rising global inequality.", -1.0
" Kishé Woman-Grown Coffee is grown exclusively by small-scale women farmers in Guatemala.", " Fair trade may help in reducing the recurrent gender gap between men and women in agriculture, by restoring some balance to the historic lack of access of women to productive agricultural resources and assets (p. 8).", 1.0
" Kishé Woman-Grown Coffee is grown exclusively by small-scale women farmers in Guatemala.", " Fair trade products and initiatives have helped empower female labourers around the world.", 1.0
" The focus of fair trade on buying new products may distract consumers. They may focus on what they buy as opposed to how much they buy. This contributes to the amount of waste which needs to be reduced to help the planet.", " Reduction of waste is an important part of ethical consumption. The fair trade movement encourages consumerism, which distracts consumers from reducing the waste that they create.", 1.0
" Research has shown that developing economies that rely on agricultural production develop at a slower rate compared to those that rely on manufacturing. (p. 98)", " Fair trade maintains developing countries in a disadvantageous economic specialisation. It would be more beneficial to them to export manufactured goods instead of agricultural products.", 1.0
" The Women Organizing for Fair Trade in India, Nepal, Nicaragua, Mexico, Kenya, Uganda and Tanzania has provided for women’s empowerment in terms of fairness, wages and attributing dignity to their work (p. 80).", " In many developing countries, female fair trade producers have been able to organize in groups for greater access to markets, which have improved their economic and social situation.", 1.0
" In 2018, Sireet OEP in East Africa planted 150,000 trees in a year.", " Fair trade cooperatives invest their fair trade premium in reforestation projects.", 1.0
" Modern farming techniques are sidelined and even actively discouraged by fair trade organisations.", " Fair trade rules prevent agricultural development.", 1.0
