premise,conclusion,weight
" The contradiction exists assuming that religious people are incapable of critical thinking, which is contrary to what experience has shown. The fact that in the recent centuries there have been influential scientists that have a religion doesnt support the claim that religion makes people incapable of critical thinking.", " There seems to be a slight contradiction between critical thinking and religious belief;showing a religious symbol may demonstrate that the teacher is unprepared for true critical thinking.", -1.0
" Wearing a cross symbol attached to a chain or bracelet to denote Christianity is subtle and fits well with dress codes.", " Most religious symbols are unobtrusive and do not interfere with staff dress codes.", 1.0
" As some religions do not celebrate Halloween, teachers alter art activities or remove the activity or books if they do not reflect the beliefs of the students, even if it is one student. With this respect that is shown, teachers should have the same respect shown to their beliefs, jewelry, and garb.", " Teachers alter lessons and omit certain activities to better meet the needs of a diverse religious population.", 1.0
" The teacher can still believe anything they like.", " Such a policy violates the teachers freedom of religion.", -1.0
" Organized atheism does not really exist, as there is no leader and not much organization - there are mainly discussion groups without much of a structure.", " Organized atheism acts similar to religion, and is similar enough to a religious belief to be called one.", -1.0
" Expressing racism is not comparable to wearing religious symbols.", " Teachers may have racist beliefs. If we allow them to freely express these beliefs, it might have long-term negative impacts on the minds of their children.", -1.0
" A teachers personal affiliations - religious, political or otherwise - need not be disclosed to children.", " Children will know what the belief system of their teachers are - even if the teacher does not explicitly state it.", -1.0
" If you are not allowed to see any choices at all, you ensure there is nothing to choose from and further limiting a childs worldview.", " If we do not at all learn about different religions, there is nothing to choose from. So the freedom of choice is severely impacted.", -1.0
" If a persons definition of belief is something one accepts as true or real;a firmly held opinion or conviction then atheism certain is a belief.", " This depends on ones definition of belief. If their definition is a religious conviction then they are right - unorganized atheism is not a religious belief.", -1.0
" When you wear a symbol that is meaningful to you, you are setting a positive example to take pride in your perspective, even if it is a minority point of view.", " Students are confronted daily by symbols, both positive and negative. A cross or religious symbol would only serve as a positive symbol. The symbol will not change the influence, positive or negative, of what their parents have taught them.", 1.0
" Teachers should keep it unobtrusive and, if it comes up in the conversation, the teacher should say that there are many religions in the world and this symbol represents hers.", " Some traditional headgear and clothing are not merely symbols and are not really for displaying ones affiliation but rather for upholding ones traditional lifestyle. These should be permitted and welcomed for teachers to wear as an example to children of unity in diversity.", 1.0
" This comparison is invalid. Hobbies are not protected under U.S. law, but Religion is protected.The US constitution states that Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.... Therefore, the existence of such a law preventing teachers from practicing their religion in a school, especially if such practice is as minimal as wearing jewelry, is inherently unconstitutional.", " Just like a teacher cannot practice their hobbies during school hours, similarly, they should also not be allowed to practice religion at school - the teacher can do so at home.", -1.0
" Cultures need to change too in a society in which everyone has equal rights. Religions do often have a problem with this, and cultures have the same problem.", " Religion is also a form of culture and as such is an integral part of an individual. Denying reasonable expressions of religion is denying culture as well.", -1.0
" Allowing religious symbols to be worn includes the wearing of atheism symbols, e.g. the single stroke circled A or the Darwin fish (the one with legs). Children will encounter that option too, which is a good thing.", " Atheism is a religious belief that there is no God.", 1.0
" A person doesnt choose their beliefs. They either believe something or dont. They either believe those things for good reasons (using critical thinking skills hopefully taught in school, reason, logic, and evidence) or for not good reasons (feelings, wishes, desires, indoctrination by authority figures, etc.).", " The fact that a teacher might wear a cross, etc. does not prevent the child from choosing their beliefs.", -1.0
" Children in school are exposed to a wide range of viewpoints on topics like religion, culture, race, etc. and are taught tolerance and compassion. In comparison, at home, they are frequently only given a singular viewpoint. Seeing a religious symbol worn by a teacher is not a patently bad thing;it could be an opportunity for them to learn about a new viewpoint.", " Awareness of a range of beliefs does not impact freedom of choice of the individual.", 1.0
" Students are confronted daily by symbols, both positive and negative. A cross or religious symbol would only serve as a positive symbol. The symbol will not change the influence, positive or negative, of what their parents have taught them.", " There are many teachers at school, and students can see that there are alternatives.", 1.0
" Children should learn to be comfortable around people with differing belief systems.", " There are many teachers at school, and students can see that there are alternatives.", 1.0
" The burden would not be on the employer, but on the malleable children who the teachers are meant to serve. This objection does not face the problem.", " A person whos religion requires the person to wear certain religious garments, such as the oft-mentioned Sikh turban, cannot be employed somewhere that doesnt allow religious garments and hence is discriminatory.", -1.0
" In each case given, there are specific reasons for curtailing an individuals right to bear arms. Federal law prevents citizens from carrying firearms in schools and courtrooms for the purpose of public safety. Carrying firearms to football games, private gyms, coffee shops, and other places is fractured but ultimately comes down to trespassing on private property.", " Constitutional rights do not necessarily refer to every possible situation but to life in general. You may have the right to bear arms but still be required to leave them at home if you go to teach in a school or in a court room or at a football game.", -1.0
" The fact that a school might not have teachers with different religions shouldnt be a valid argument. Its like saying individuals of a given ethnicity are allowed only if there are individuals of others.", " If students have several teachers representing and showing off different beliefs, it might be acceptable to allow religious symbols at school - but particularly younger children tend to have only few teachers and have one headteacher who tend to have a big impact on them.", -1.0
" Many school jurisdictions around the world do offer classes that are inclusive of the bulk of human faith traditions. Permitting a teacher to adhere to a religion does not have to necessarily limit students access to information about other faith traditions or belief systems.", " Children can learn about all major religions even when teachers wear their own religious symbols.", 1.0
" Teachers may have racist beliefs. If we allow them to freely express these beliefs, it might have long-term negative impacts on the minds of their children.", " The principle of free expression should not apply to teachers, because what teachers say can have lasting effects on children.", 1.0
" Some traditional headgear and clothing are not merely symbols and are not really for displaying ones affiliation but rather for upholding ones traditional lifestyle. These should be permitted and welcomed for teachers to wear as an example to children of unity in diversity.", " There are many teachers at school, and students can see that there are alternatives.", 1.0
" There seems to be a slight contradiction between critical thinking and religious belief;showing a religious symbol may demonstrate that the teacher is unprepared for true critical thinking.", " The fact that a teacher is wearing religious or secular symbols does not detract from teaching critical or religious thinking.", -1.0
" There is special treatment for membership of political parties;religion might be even more important than politics and thus should be treated similarly.", " Religious symbols should be treated like any other symbols of preference, like a favorite band or sports club, or a hobby. If teachers are allowed to show their musical and sports preference and their hobby, they are also allowed to show their preferred faith.", -1.0
" Supporting is not the same as allowing.", " The provision of First Amendment protections does not mean that the government needs to support wearing religious symbols. Allowing Islam does not mean that the government has to support circumcision.", -1.0
" In the context of an educational environment, a teacher can not be impartial when teaching a subject if they openly take sides.", " There are many practises whose legality is entirely dependent on context.", 1.0
" There are examples where courts have stepped in, but a school cannot, and should not, ban teachers from wearing religious symbols. A majority of public schools are funded by governments, but the establishment clause pertains to laws, and no law has been passed mandating the wearing of religious symbols or acknowledging a religion.", " Permitting a teacher to wear a religious symbol does not violate the Establishment Clause because it might or might not encourage religious discourse. Respecting a persons right to share or not share why they are wearing a perceived religious symbol is more important than the symbol itself.", 1.0
" Banning something because someone perceives it as offensive is not supportable within a tolerant society.", " The wearing of any trinkets or religious symbols which may cause others to feel offended or even threatened should be banned.", -1.0
" Permitting a teacher to wear religious symbols is the same as having a poster of a football player in your classroom. Neither does the poster promote tackling, nor does the teacher who might or might not wear a religious symbol encourage religious discourse.", " Permitting a teacher to wear a religious symbol does not violate the Establishment Clause because it might or might not encourage religious discourse. Respecting a persons right to share or not share why they are wearing a perceived religious symbol is more important than the symbol itself.", 1.0
" Children are unlikely to understand the meaning of symbols unless explained to them. And since this is not taught in public schools, they would learn this elsewhere, such as their families or church. So merely showing a religious symbol would not influence childrens beliefs.", " The majority of kids will not notice or understand religious symbols and as such they will not be influenced by them.", 1.0
" Every school cannot be expected to hire someone who is an expert on each religion. It is enough to train educators to leave their religious biases and give each religion their due diligence in the classroom.", " Teachers who are not experts in the religions will end up not providing the students with a full aspect of these religions, potentially giving them incorrect and dangerously biased ideas.", -1.0
" If we do not at all learn about different religions, there is nothing to choose from. So the freedom of choice is severely impacted.", " Awareness of a range of beliefs does not impact freedom of choice of the individual.", -1.0
" What the religion teaches and what an individual practices can be different. To ban all religious expression in a school because a minority of religious expression opposes science is needlessly punitive.", " Many religions restrict the teachings which are not compatible with religious books, but are proven in science. Wearing a religious symbol shows that you have made a choice to teach according to the religion and not science. This is the real issue in the case of Turkish schools, Creation Museum and teachers not following evolution.", 1.0
" If one truly believes that there is a single way to the true purpose of life and to an eternal one, they implicitly are (and ought to be according to ones own belief set) encouraging others to pursue the path. Whether they are trying to influence is not the point, it is making sure they are not forcibly indoctrinating while keeping their own freedoms.", " Separation of church and state within public schools is broken every single morning during the Pledge of Allegiance, which contains the assertion under God. If students are encouraged, and sometimes forced to say the pledge, and taught the words before they truly understand what they mean, then it is hypocritical to say a teacher cannot wear a religious symbol.", -1.0
" According to Title VII of the Civil Rights Act of 1964, accommodations must be made for the religious needs of employees that do not cause undue burden for the employer. According to Title VII, this would be discrimination even if applied to all religions.", " A person whos religion requires the person to wear certain religious garments, such as the oft-mentioned Sikh turban, cannot be employed somewhere that doesnt allow religious garments and hence is discriminatory.", 1.0
" Children will know what the belief system of their teachers are - even if the teacher does not explicitly state it.", " There are many teachers at school, and students can see that there are alternatives.", 1.0
" This only applies to the United States. The proposition is not limited in such a way.", " Separation of church and state within public schools is broken every single morning during the Pledge of Allegiance, which contains the assertion under God. If students are encouraged, and sometimes forced to say the pledge, and taught the words before they truly understand what they mean, then it is hypocritical to say a teacher cannot wear a religious symbol.", -1.0
" This separation needs to be enforced and only a very small part of it is to restrict religious symbols in schools.", " Separation of church and state within public schools is broken every single morning during the Pledge of Allegiance, which contains the assertion under God. If students are encouraged, and sometimes forced to say the pledge, and taught the words before they truly understand what they mean, then it is hypocritical to say a teacher cannot wear a religious symbol.", -1.0
" By advertising the belief an opinion is already stated which indicates that expressions of allegiance can be viewed as oppressive and prejudicial to teaching. It might prove difficult to entrust the neutrality of a sports teacher to conduct a balanced discussion of a football team while wearing the shirt of a rival.", " Any expression of cultural habit or religious bias could prevent a child from feeling able to question those very entities for fear of upsetting a teacher.", 1.0
" This depends on ones definition of belief. If their definition is a religious conviction then they are right - unorganized atheism is not a religious belief.", " It is wrong that the lack of a religious belief is a belief. The lack of warmth is not warmth, the lack of money does not make you rich.", 1.0
" Teachers should be allowed to express their religious beliefs and celebrate them in their own way. If that means that they wear religious symbols in a school setting, they have the right to do so. As long as they are not enforcing their religion in the classroom, there is no real issue with it.", " Teachers wearing religious symbols on their person does not make their classroom setting religious.", 1.0
" Atheism is a religious belief that there is no God.", " There is no such thing as a person who does not belong to a religious faith.", 1.0
" Rejection of a position is not neutrality;it is a counter to the position. A neutral party would either desire to include both positions or would not care one way or the other.", " Creating neutral ground does not favor those who are already neutral, rather it sets a standard which is acceptable for everyone.", -1.0
" Carrying a weapon is not equivalent to wearing a symbol.", " Constitutional rights do not necessarily refer to every possible situation but to life in general. You may have the right to bear arms but still be required to leave them at home if you go to teach in a school or in a court room or at a football game.", -1.0
" Children start to use reason somewhere between 8 and 10 years old, allowing them to grasp more complex topics.", " Learning to reason is a process -- children learn more and more to reason and to build their own opinions. Adults tend to underestimate how well children can understand and reason.", 1.0
" The idea that a teacher cannot display even a passive symbol of support for anything that a parent disagrees with is ridiculous, given large and diverse classrooms.", " That is really up to their parents. What there shouldnt be is indoctrination contrary to what the parents want.", -1.0
" Justice is an absolute good, recognizable as good by everybody. Neutrality is of debatable merit.", " This is similar to saying that there is no justice - but that does not mean that we should not try to achieve it.", -1.0
" Organized atheism acts similar to religion, and is similar enough to a religious belief to be called one.", " It is wrong that the lack of a religious belief is a belief. The lack of warmth is not warmth, the lack of money does not make you rich.", -1.0
" Such a policy violates the teachers freedom of religion.", " As long as the manner in which teachers display their religious symbol is not tied to the education system, the teachers, as individuals, should have the same protection under the constitution which supports the freedom to practice their own religion.", 1.0
" A standard of teaching is set by the government or school heads. Teachers already know this standard - they’ll teach by those rules or face being fired.", " Many religions restrict the teachings which are not compatible with religious books, but are proven in science. Wearing a religious symbol shows that you have made a choice to teach according to the religion and not science. This is the real issue in the case of Turkish schools, Creation Museum and teachers not following evolution.", 1.0
" Allowing teachers wear religious symbols at school promotes harmony and tolerance.", " There are many teachers at school, and students can see that there are alternatives.", 1.0
" Teachers alter lessons and omit certain activities to better meet the needs of a diverse religious population.", " There are many teachers at school, and students can see that there are alternatives.", 1.0
" Teachers displaying symbols of religions (or belief systems) which are at odds with the students (and their family members) might not be desirable to the parents of those children.", " That is really up to their parents. What there shouldnt be is indoctrination contrary to what the parents want.", 1.0
" In addition it is likely that in many schools a strong majority of the teachers belong to the same faith.", " If students have several teachers representing and showing off different beliefs, it might be acceptable to allow religious symbols at school - but particularly younger children tend to have only few teachers and have one headteacher who tend to have a big impact on them.", 1.0
" Just like a teacher cannot practice their hobbies during school hours, similarly, they should also not be allowed to practice religion at school - the teacher can do so at home.", " As long as the manner in which teachers display their religious symbol is not tied to the education system, the teachers, as individuals, should have the same protection under the constitution which supports the freedom to practice their own religion.", -1.0
" Children who have not reached the age of approximately 8 still learn mostly by mimicking and role models.", " Learning to reason is a process -- children learn more and more to reason and to build their own opinions. Adults tend to underestimate how well children can understand and reason.", -1.0
" Forbidding the wearing of religious paraphernalia, such as crosses and kippahs would be establishing a religion of atheism, or more strongly anti-theism.", " The Constitution forbids the government from establishing religion.", 1.0
" It is not an undue burden for an employer to allow an employee to wear a cross necklace to work.", " A person whos religion requires the person to wear certain religious garments, such as the oft-mentioned Sikh turban, cannot be employed somewhere that doesnt allow religious garments and hence is discriminatory.", 1.0
" Most religious symbols are unobtrusive and do not interfere with staff dress codes.", " A religious symbol is just that, symbolic. The outward display of any symbol is not inherently promoting that which it symbolizes and therefore will not interfere in the neutrality of instruction in classrooms.", 1.0
" The US Supreme Court in Salazar v Buono held that the intent of the symbol is more important than the symbol itself. This might prompt questioning, but not institutionalization. (p. 3)", " Permitting a teacher to wear a religious symbol does not violate the Establishment Clause because it might or might not encourage religious discourse. Respecting a persons right to share or not share why they are wearing a perceived religious symbol is more important than the symbol itself.", 1.0
" Religion is also a form of culture and as such is an integral part of an individual. Denying reasonable expressions of religion is denying culture as well.", " Religious symbols should be treated like any other symbols of preference, like a favorite band or sports club, or a hobby. If teachers are allowed to show their musical and sports preference and their hobby, they are also allowed to show their preferred faith.", 1.0
" An individual teacher wearing a religious symbol is not a government establishment of religion.", " The Constitution forbids the government from establishing religion.", -1.0
" Some religions teach concepts like creationism that are explicitly opposed to the ideas of secular learning. Allowing schools to be inclusive of such ideas undermines secular education itself.", " Schools should be inclusive of all religions, not a religion-free zone.", -1.0
" Other countries constitutions have no bearing on the US constitution or its enforcement.", " This assumes a US-centric world-view. Other countries constitutions have very different stances on this matter and that should be taken into consideration.", -1.0
" If a child can be that easily influenced by a teacher just because the teacher wears a religious symbol, then the childs parents, faith leaders, and other outside-of-school mentors are not teaching him or her to be firmly grounded in his or her faith.", " Awareness of a range of beliefs does not impact freedom of choice of the individual.", 1.0
" The message of the symbol depends on its prominence in display, a trait that is unfortunately subjective. As long as the symbol is modest and tasteful, it should be acceptable.", " A religious symbol is just that, symbolic. The outward display of any symbol is not inherently promoting that which it symbolizes and therefore will not interfere in the neutrality of instruction in classrooms.", 1.0
" Religion in school already exists, so there is no need to censor teachers rights to wear religious symbols.", " Separation of church and state within public schools is broken every single morning during the Pledge of Allegiance, which contains the assertion under God. If students are encouraged, and sometimes forced to say the pledge, and taught the words before they truly understand what they mean, then it is hypocritical to say a teacher cannot wear a religious symbol.", 1.0
" There is a vast difference between religious and cultural behaviours, and wearing tokens of said religions.", " The provision of First Amendment protections does not mean that the government needs to support wearing religious symbols. Allowing Islam does not mean that the government has to support circumcision.", -1.0
" It is possible to indoctrinate a religious adherence to an idea, such as capitalism or socialism, which could cause that to become a students religion, all without using any established religious symbols.", " There is no such thing as a person who does not belong to a religious faith.", 1.0
" Forcing someone to say the pledge is illegal, and has been ruled as such since the 1940s by the US Supreme Court.", " Separation of church and state within public schools is broken every single morning during the Pledge of Allegiance, which contains the assertion under God. If students are encouraged, and sometimes forced to say the pledge, and taught the words before they truly understand what they mean, then it is hypocritical to say a teacher cannot wear a religious symbol.", -1.0
" A teacher with whom a child is especially close has more influence over them and can easily sway the childs opinion.", " There are many teachers at school, and students can see that there are alternatives.", -1.0
" The teacher does influence the decision of the child.", " The fact that a teacher might wear a cross, etc. does not prevent the child from choosing their beliefs.", -1.0
" Wearing religiously themed jewelry, or any standard jewelry for that matter, has no direct impact on the aim of the educational environment. The aim is established by the school/administrators/lawmakers, not their clothing.", " Pragmatism, and not religious beliefs should be the aim of an educational setting.", -1.0
" Reason is one thing and knowledge is another. The more knowledge one has, the better the reasoned choices one can make. Thus children might be able to make choices but not the best ones with the knowledge they have, thats why they dont get a drivers license until they are grown, and why other important decisions (such as health, education and religion) are made by their parents until they can make them on their own.", " Learning to reason is a process -- children learn more and more to reason and to build their own opinions. Adults tend to underestimate how well children can understand and reason.", -1.0
" Constitutional rights do not necessarily refer to every possible situation but to life in general. You may have the right to bear arms but still be required to leave them at home if you go to teach in a school or in a court room or at a football game.", " Teachers do not shed their constitutional rights at the school doors unless it causes serious disruption to education or falls under some of the unprotected speech categories such as obscenity, indecency, or libel. Limiting constitutional rights requires a very high threshold that is simply not met by the possible influence of students when wearing a religious symbol that is not indecent or obscene.", -1.0
" Separation of church and state within public schools is broken every single morning during the Pledge of Allegiance, which contains the assertion under God. If students are encouraged, and sometimes forced to say the pledge, and taught the words before they truly understand what they mean, then it is hypocritical to say a teacher cannot wear a religious symbol.", " There is no basis to say that children have this right.", 1.0
" Allowing the clear expression of diversity in public schools is the best way to encourage tolerance and respect in a pluralist society. Blanding out differences and limiting religious expressions to the private sphere is not the answer.", " Teachers showing religious belief increases childrens awareness and understanding of those religions.", 1.0
" It is wrong that the lack of a religious belief is a belief. The lack of warmth is not warmth, the lack of money does not make you rich.", " Preventing innocent and unobtrusive expression of faith by an individual is itself an act disfavoring one set of beliefs and privileging a different set of beliefs (the lack of belief).", -1.0
" A student, or students with a higher social standing could also adorn a religious symbol, which could passively impeach the desire of any given person to express their faith. Authority exists outside of planned hierarchies as well.", " Students come from various religious perspectives. If teachers wear religious symbols, students could feel pressured or intimidated into suppressing their own expression of their faith because the authority figure appears to support a different religious view.", -1.0
" It puts the onus on society (parents and teachers) to educate children to think openly and critical, to question the world around them and make informed choices. Arguably this would provided a firmer foundation for education than instilling facts for passing examinations which can often arise as a teaching principal without focus on critical analysis.", " This would be a good thing in the opinion of many.", 1.0
" This assumes a US-centric world-view. Other countries constitutions have very different stances on this matter and that should be taken into consideration.", " To say a person, any person, irregardless of occupation, cannot wear icons of their religion, is a direct violation of two clauses of the 1st Amendment;the Freedom of Religion, and Freedom of Speech.", -1.0
" This claim assumes that somehow the child is being explicitly instructed on the teachers beliefs. A simple piece of jewelry in itself cannot do this.", " Religious belief is not based on fact, it is based on feelings. A sensitive child may be traumatized if convinced by their religious environment that a deceased relative is burning in hell for being a non-believer.", -1.0
" Schools should certainly teach these things, but they should also be institutions that pass on a collective human experience. We do a disservice to future generations if we do not teach them about the cultures and faith traditions that, in addition to science and logic, contributed to the world in which they will live.", " Schools should be a place where logic, reason, facts, data, and science prevail. Many religions often contradict, and are at odds with the things teachers are teaching. As such teachers would be sending mixed messages regarding what they are teaching the students.", -1.0
" Prohibiting teachers from wearing apparel they deem important to them will dis-incentivize the supply side of educators. This will reduce the pool size of educators, eroding the quality of education, for unknown gain", " Schools should foster, not stifle, self expression, among both their teachers and their students.", 1.0
" The center of the brain responsible for logical argument and reasoning isnt fully developed until about 25 years of age. Therefore, by the time a person is fully able to reasonably choose their belief, they arent a child anymore.", " Children should be able to choose their belief freely.", -1.0
" That feeling is more important for children than teachers;if there is any risk that children may not feel protected or blessed, then the teachers should forego their own.", " It is not just a matter of freedom of expression, but also cultural habits and, for some, the feeling of protection and blessing when carrying such symbols.", -1.0
" If students have several teachers representing and showing off different beliefs, it might be acceptable to allow religious symbols at school - but particularly younger children tend to have only few teachers and have one headteacher who tend to have a big impact on them.", " Teachers wearing religious symbols would not negatively impact students free choice.  In fact, students freedom of religious choice may be enhanced by awareness of people in their community who follow different faiths other than that of their parents.", -1.0
" The government could not discriminate against any faith or non-faith beliefs and so any symbols advertising the teachers belief system would become allowed by default. Some of which might be highly objectionable to those who imagine teachers displaying mainstream belief symbols.", " Allowing overt displays of religion by teachers in our secular schools, would open the door (by virtue of the 1st and 14th amendments) to any and all belief systems to be put on display of the person of any teacher.", 1.0
" Items that can be considered jewelry shouldnt be automatically considered religious statements by a teacher or an attempt by the teacher to influence their students.", " As long as the person is not verbally imposing their beliefs on others, it should not matter.", 1.0
" That is really up to their parents. What there shouldnt be is indoctrination contrary to what the parents want.", " There is no basis to say that children have this right.", 1.0
" Children can learn about all major religions even when teachers wear their own religious symbols.", " Children should have the opportunity to learn about all of the major world religions.", -1.0
" A teacher wearing a religious symbol may or may not suggest some value association to the student. It is impossible to curtail freedom of expression on the basis that it might communicate something unwanted.", " In their role as teachers they have power over others. Symbols worn by powerful people are going to be (consciously or unconsciously) associated with power. Having a teacher wearing religious symbols may thus suggest to students that the rules and values associated with this religion will affect how they are perceived and judged by this authority figure.", -1.0
