premise,conclusion,weight
" Capital is important for major business changes such as expansion, adding new business locations or products or a merger with another company.", " Businesses that cant sell equity would struggle to raise capital making it harder to start or grow a business.", 1.0
" Private equity firms often invest in companies which are under-performing or under-valued and use their management knowledge and capital to turn the business around.", " Businesses that cant sell equity would struggle to raise capital making it harder to start or grow a business.", 1.0
" The wealthiest majority shareholders of corporations tend to use their economic power to influence government policy and voting trends.", " These methods are not sustainable, as they are contingent on consistent public support and government attention which is unlikely to occur.", 1.0
" For instance, the UK’s Worker Co-operative Council Code insists on good financial controls and management, including cash flow forecasts and internal audits of all parts of the business.", " Workers cooperatives often adhere to a Code of Conduct/Standard of Practice established by each countrys worker co-op community. Such good practice is likely to prevent fraudulent activity.", 1.0
" Businesses are also a type of society of people. The constituents of societies deserve to have sufficiently equal power over the governance of the societies they reside in to provide formal mechanisms for protecting their rights and well-being as they exist in such societies.", " Businesses are not property.", 1.0
" Retirement funds often invest in companies, such as the Government Pension Fund of Norway. Their investment opportunities would be limited.", " Without the stock market, there are limited mechanisms for retirement savings.", 1.0
" Currently only 10% of Americans have equity stakes in their workplace.", " At present, only a small minority of workers have any ownership of the wealth produced by the companies they work for.", 1.0
" Worker owned companies statistically see lower rates of business closures than other companies.", " Worker-owned companies are more resilient than other forms of business models.", 1.0
" Conventional lenders remain skeptical about financing businesses that have multiple owners and don’t typically provide voting shares to outside capital.", " Worker cooperatives find it difficult to expand.", 1.0
" This claim is analogous to one that states those who found nations/states deserve to own them and control them. Compared to other practised governance models for nations/states, models that most often result in net-positive outcomes for their citizens are the ones that provide regular opportunities for the majority of people who reside in those nations/states to transfer political power and directly/indirectly make changes to society to improve their own lives.", " Treating businesses as property is not the best option.", 1.0
" At Suma, male and female employees are paid equally.", " Salaries in worker co-operatives tend to foster gender equality.", 1.0
" Many businesses today arent owned or controlled by the people who founded them;theyre owned by shareholders, who acquire ownership by purchasing shares with money.", " Founders dont necessarily entirely own their businesses.", 1.0
" In times of austerity and low profits, prioritizing workers welfare and job security is likely to threaten the survival of the company.", " Research suggests that worker owned companies are more durable and resilient during economic downturns.", -1.0
" In times of austerity and low profits, prioritizing workers welfare and job security is likely to threaten the survival of the company.", " In the long term, companies where the workers choose to vote against the company will fail. This is similar to how companies with bad leadership fail in todays market.", 1.0
" In times of austerity and low profits, prioritizing workers welfare and job security is likely to threaten the survival of the company.", " Worker cooperatives are less efficient because they place a premium on job security.", 1.0
" WAGES, a worker cooperative, provides high-quality employment to over 100 women.", " Salaries in worker co-operatives tend to foster gender equality.", 1.0
" Black Star Co-op has spent years trying to approve the building of a cover on its patio to increase seating in the hot summer months.", " Giving every worker a say can slow down decision-making.", 1.0
" This can put worker-owned businesses at a real disadvantage in competition with businesses whose managers have a relatively free hand and can better seize these opportunities with the market.", " This makes it harder for worker-owned companies to respond quickly to market changes.", 1.0
" According to the Spanish Confederation of Worker cooperatives (COCETA), men and women are compensated in more equal terms in coops than in other private enterprises in the country.", " Salaries in worker co-operatives tend to foster gender equality.", 1.0
" Research has shown that coops are more efficient than traditional companies because worker inputs into the management of the company improves worker productivity and morale.", " Worker cooperatives are less efficient because they place a premium on job security.", -1.0
" In the US pervasive influence of large private corporations has led to the erosion of unions and the dismantling of policies that protect workers.", " These methods are not sustainable, as they are contingent on consistent public support and government attention which is unlikely to occur.", 1.0
" Worker owned enterprises tend to outperform their competitors.", " Worker-owned companies are more productive.", 1.0
" Businesses suffer if they are unable to respond to an economic crisis quickly.", " This makes it harder for worker-owned companies to respond quickly to market changes.", 1.0
" Businesses suffer if they are unable to respond to technological changes quickly.", " This makes it harder for worker-owned companies to respond quickly to market changes.", 1.0
" An inability to pay employees a competitive salary can cause strong managers and workers to be drawn to higher-paid jobs in other companies.", " Equality in employee salaries can make it hard for workers cooperatives to attract and retain competent employees and managers.", 1.0
" In worker owned companies, all members get one vote each which disperses power more equally.", " Currently only those that hold a significant amount of equity ownership have control over the political power in a company.", 1.0
" This denies a legally available working class of their ability to provide for the nation, as well as themselves. By extension, you are also exploiting the labor of workers elsewhere. There are many moral and ethical issues with this.", " Factories being shifted is not necessarily bad. If they are shifted to other areas, jobs will be provided to people living in those areas.", -1.0
" Decisions in economic and financial matters rely upon specialisation gained through years of experience and learning. It is likely that workers will not be able to attain this level of knowledge required to make sound financial decisions regarding the future of the company.", " Participation in the business decision making structure creates incentives for workers to learn more about management and for the company to invest in business education for their workers", -1.0
" Argentina, Canada, France, Spain, Norway, Switzerland and Italy have a form of a wealth tax. Under these systems in addition to income tax, tax is also paid on personal assets such as real estate and personal trusts.", " Progressive taxation systems can be used to redistribute wealth by using tax money taken from the wealthy to fund services or tax breaks for others in society.", 1.0
