premise,conclusion,weight
" The US, UK, and France have far less media censorship compared to Russia.", " Even though both Russia and the West have done this, the West has a check on this through vocal populations who protest the backing of dictators.", 1.0
" Germany could not have acquired such a huge trade surplus under a less rigid exchange rate systems — the Deutschmark would have appreciated and made their exports more expensive.", " With the euro averaging its value across the member states, it is undervalued from the perspective of high-value exporters such as Germany, meaning their exports are artificially cheaper for international buyers.", 1.0
" The fact that the ECB was willing to utilise quantitative easing shows that it is more flexible than commonly thought and suggests that it can take action that benefits the eurozone as a whole and not just the core countries.", " The euro was bound to have teething problems, and most of the issues that exist currently can be fixed.", 1.0
" In the US, if an economic shock hits one part of the country this can be at least mitigated to a large degree by redirecting significant amounts of the federal budget to that area and funding this through taxation of areas with stringer economies. The provision to do this in the eurozone is extremely limited given the lack of a political union.", " The US is of comparable size to the eurozone, yet it manages to weather asymmetric and localised shocks.", -1.0
" In the US, if an economic shock hits one part of the country this can be at least mitigated to a large degree by redirecting significant amounts of the federal budget to that area and funding this through taxation of areas with stringer economies. The provision to do this in the eurozone is extremely limited given the lack of a political union.", " The eurozone does not need to possess all the features of an optimal currency area, but at present it has far fewer than functional currency areas of comparable size and nature. An example of this is the USA, which may lack some of the features that define an optimal currency area, but still has more than the eurozone does.", 1.0
" The whole point of monetaty policy is to reduce the negative effects of such adjusment on the population. It is heartless to want people to suffer for moral arguments on what is economically right", " Unemployment brought about by economic shock will drive down wages, which means for investors a euro in real terms will go further in Greece than it will in Germany. This is in effect a naturally occurring devaluation and brings about an increase in competitiveness that can aid recovery from the economic shock.", -1.0
" In the US, runs on local or regional banks are less likely because the market knows that these banks will generally be guaranteed at a federal level.", " The eurozone does not need to possess all the features of an optimal currency area, but at present it has far fewer than functional currency areas of comparable size and nature. An example of this is the USA, which may lack some of the features that define an optimal currency area, but still has more than the eurozone does.", 1.0
" Devaluing a currency in order to create competitiveness isnt a good idea. There isnt any European country that can compete with nations such as China on cost. Competing on quality is what makes European exports competitive and this is clear in countries such as Germany and Italy.", " The common currency means that countries with weak economies cannot devalue their currencies relative to stronger economies to increase competitiveness, thus favouring the latter.", -1.0
" Greeces high unemployment is better explained by a shrinking public sector, economic mismanagement and an unrealistic expectation of returns from higher education.", " The euro means that wages in countries such as Greece are artificially high something that has contributed to large amounts of unemployment.", -1.0
" Only if one assumes free movement of capital or strong unilateral debt restructuring.", " Abolishing the euro now would lead to an extreme economic and banking crisis for poorer countries.", -1.0
" The euro has been implemented but the so called harmonization isnt truely here at least yet which means this isnt true when buying goods nor when searching for jobs. Prices are very different and sallaries are very different.", " The shared and consistent value of the euro means that it is easier to compare prices and buyers can be more confident in the prices they see abroad.", -1.0
" The levels of redistribution in the EU are relatively low (0.2% of GDP);much lower than between US states.", " The EU has some degree of revenue sharing within its currency area, with the largest share of its budget going towards creating growth/jobs and reducing economic gaps between the EUs various regions.", -1.0
" It is not clear that the euro specifically is responsible for that. Thanks to things like the single market and the customs union, the EU was already heavily economically integrated before the euro was introduced, and it is this more than anything that has prevented war between EU member states.", " The shared euro makes armed conflict between member states almost non-existent. What ever the economic downside of a shared currency, it is more than outweighed by the benefits of not being at war.", -1.0
" Who is to decide who is to be trusted in determining a nations direction if not its citizens. This kind of point of view is profoundly undemocratic and only fosters opposition to the European project", " Many countries cannot be trusted to use monetary policy responsibly. It is better that they be forced to suffer through market discipline and adjustment, when devaluation often just risks even greater economic ruin at a later date.", -1.0
" The Schengen Agreement was critical in integrating EU states. Without such integration the Euro would not have been nearly as successful.", " All travel benefits provided by the euro were contingent on the Schengen agreement, which is therefore a much more significant factor in increasing the ease of travel within Europe.", 1.0
" The criteria for entry into the eurozone too weak, and were fudged to allow some key countries to join - notably Italy. But, now its here it would be massively damaging to go back. The big issue is that while there is monetary union there is no fiscal union. If fiscal policy was set centrally, much in the same way as in the USA, then a lot of issues with the euro would go away.", " Any unified monetary policy without unified fiscal policy is bound to be unstable. Unifying fiscal policy would result in the creation of one, European state.", -1.0
" Currency devaluation does not adequately address supply shocks, political demands, government corruption and so forth, all of which work in tandem during economic crisis. So devaluing the currency only pushes the problem away for a later date, making it much worse in the long run.", " Without the ability to devalue their currency, countries are unable to boost their competitiveness by reducing the (relative) cost of their wages.", -1.0
" Even though these budgetary limits exist, many members of the union were not in compliance at the start. This contradication is the source of all problems at the moment. Also the existence of the stability and growth pact should be the main topic of the argument as most people dont seem to see the difference between the central bank and the laws under which it operates.", " The eurozone has strict budgetary limits that mean debt-to-GDP ratios cannot exceed 60%.", -1.0
" Since EU businesses primarily operate using the Euro, day-to-day fluctuations in the euros value are less of a concern.", " A single currency eliminates currency risk.", 1.0
" Greece has a huge culture of Tax Evasion which it has been reluctant to tackle, as well as hiding its debt from the EU when it joined. The EU could not afford to continue bailing out Greece to the cost of other nation states when it made no real attempt at tackling its own economic problems.", " Germany has been the principal force behind EU austerity measures throughout the Eurozone, particularly in Greece.", -1.0
" Economies may differ but this has to be worked out towards a general unification. Cultural, language and social differences must also be bridged and combined. This combination and fermentation of diversity is the major advantage of unification and this combination should be promoted and built upon. It should note be the excuse for fragmentation and isolation.", " Todays perspective on the euro is a snapshot in the middle of a project for a generation. It may feel like a mistake today (March 18), but we dont know how it is going to turn out in the long term.", 1.0
" Most Europeans were never asked whether they wanted the Euro.", " Even the euros origins are deeply undemocratic.", 1.0
" The ECB has no incentive to purposely cause economic stagnation in the periphery, so austerity measures are likely to only be imposed when public spending is unsustainably high.", " The economic and policy leverage that other members of the eurozone exert means that they can enforce harmful austerity policies on other countries that are counterproductive to their economic recovery.", -1.0
" European States (i.e. national governments) should not try to unify monitary and fiscal policies. Government should manage budget within the fiscal policy provided by parliament and leave monetary policy to central bank. This process has worked effectively in the United States, which actually are separate states but with political unification and  separate fiscal policies.", " Any unified monetary policy without unified fiscal policy is bound to be unstable. Unifying fiscal policy would result in the creation of one, European state.", -1.0
" Different currencies for international trade favor Currency Wars and maneuvers that benefit the super rich and international traders but greatlyharm the buying power of the lower classes. Unified multinational currency is much more stable and thus more beneficial to the poor and medium class.", " A single currency eliminates currency risk.", 1.0
" As of November 2017 only 6 of 18 Eurozone states are compliant with this rule.", " The eurozone has strict budgetary limits that mean annual deficits cannot exceed 3% of GDP.", -1.0
" The economic interdependence created by the euro has facilitated more cooperation and has made political integration more likely further down the line.", " By creating economic interdependence, members of the EU are more willing to cooperate on other issues.", 1.0
" Wage increases caused by inflation and devaluation would initially have been nominal rather than real, but inflation also increases competitiveness by making exports cheaper relative to other countries. This gradually brings about real rather than nominal gains to the economy.", " Before the euro inflation was high in many countries. Workers were deceived by the perception of nominal wage increases that did not correspond to real increases.", -1.0
" Even though both Russia and the West have done this, the West has a check on this through vocal populations who protest the backing of dictators.", " Western Europe has also backed dictatorships and leaders wanted for war crimes by the international community.", -1.0
" The Euro was accepted more readily in places where people already identified less strongly with their home country, while countries with a stronger sense of national identity, like the UK, refused to sign onto it (Risse 2003, p. 487).", " Currencies are an important part of national identities and the euro was crucial in establishing a collective European identity, stabilising the EU in the long run.", -1.0
" On the other hand, fiscal policy involves the ability for a government to tax and to spend. If Eurozone fiscal policy is consolidated, then only the Eurozones overarching government would be able to spend and tax, essentially replacing independent national governments.", " Any unified monetary policy without unified fiscal policy is bound to be unstable. Unifying fiscal policy would result in the creation of one, European state.", 1.0
" There is a potential collective action problem whereby countries keep manipulating their currencies in order to compete with one another thereby facilitating a race to the bottom in terms of currency value. The centralised control of monetary policy that the euro provides prevents this.", " The euro should be maintained so countries within the euro zone are not tempted to compete by manipulating their currency. Currency is a utility. It should not be used to artificially improve a nations economic competitiveness.", 1.0
" With the euro averaging its value across the member states, it is undervalued from the perspective of high-value exporters such as Germany, meaning their exports are artificially cheaper for international buyers.", " Since the introduction of the Euro Germanys economy has benefited the most.", 1.0
" Ad hoc bailouts starting during the 2010 Euro Crisis demonstrate the EU is willing to redistribute above its legal requirements to do so.", " The EU has some degree of revenue sharing within its currency area, with the largest share of its budget going towards creating growth/jobs and reducing economic gaps between the EUs various regions.", 1.0
" This is dis-analogous because in most other democratic states with their own currency monetary policy is dictated by unelected central bankers, with democratically elected finance ministers in charge of fiscal policy. Eurozone finance ministers still maintain control of their own countries fiscal policies.", " As opposed to the previous European national currencies, the Euro does not have a democratically elected finance minister.", -1.0
" Western airstrikes in the Syrian crisis have also contributed to many thousands of civilian casualties. Russia is not the only morally reprehensible party in the conflict.", " Russia backs the Assad regime in Syria which is responsible for the mass murder of Syrians.", -1.0
" A currencys value remaining high and being resilient to country-specific economic shocks is not an inherent good. A drop in the value of a currency can be an important market adjustment in response to a crash, and preventing this from happening can distort economic conditions even more.", " By having so many countries share the same currency, its value is more resilient to country-specific economic shocks because their affects can be absorbed across the entire euro area.", -1.0
" The president of the European Commission, Jean-Claude Juncker said, “Less Schengen means less employment, less economic growth. Without Schengen, without the free movement of workers, without freedom of European citizens to travel, the euro makes no sense.”", " All travel benefits provided by the euro were contingent on the Schengen agreement, which is therefore a much more significant factor in increasing the ease of travel within Europe.", 1.0
" The main reason that devaluation is a useful policy response to economic shock is that it increases competitiveness and makes exports cheaper relative to other countries. The ECBs quantitative easing will never be as effective as devaluation in specific countries because it is applied across the eurozone generally.", " Collective responses to these slumps can often still be found. For example, up until recently the ECB practiced a large scale policy of quantitative easing to help ease the effects of recent economic shocks.", -1.0
" There are two main types of economic regulation: fiscal and monetary. Independent countries use both to achieve intended effects. However, the nations of the Eurozone have different goals. As monetary policy is unified with a unified currency, they must use fiscal policy, which affects the same currency in opposite directions, satisfying no parties.", " Any unified monetary policy without unified fiscal policy is bound to be unstable. Unifying fiscal policy would result in the creation of one, European state.", 1.0
" In particular, for countries in the periphery, both levels and growth rates are very heterogeneous and the linkages between each of these countries and the rest of the euro area are relatively weak.", " The monetary union appears not to have changed the pattern of business cycle correlations across member countries.", 1.0
" This also allows weaker countries to borrow larger amounts of money at lower interest rates than they would have been able to acquire had they not been a part of the eurozone.", " With equal interest rates across economies with different risk levels, weaker economies cannot leverage their risk premium to attract foreign direct investment.", -1.0
" The elimination of currency risk has resulted in an increase in lending between eurozone countries.", " A single currency eliminates currency risk.", 1.0
" There was a substantial level of dissatisfaction in Hungary during the Eastern bloc years, peaking in the 1956 uprising.", " Hungary was a Soviet satellite state in the Eastern bloc for several decades, functioning under substantial Russian influence. Hungarians might therefore be better prepared to cooperate with Russia than Western Europe, especially the more senior generations.", -1.0
" Countries with big debts, such as Italy or Greece, were advantaged by having their debts evalueted in euro: this because euro is more stable and reliable than other currencies.", " Since the introduction of the Euro Germanys economy has benefited the most.", -1.0
" While there are some economic and ideological remnants of the Soviet system in Russia and Eastern Europe, the Putin and Orbán governments are substantially different such that the Marxist-Leninist past is no longer relevant.", " Hungary was a Soviet satellite state in the Eastern bloc for several decades, functioning under substantial Russian influence. Hungarians might therefore be better prepared to cooperate with Russia than Western Europe, especially the more senior generations.", -1.0
" The ECB is independent. This guarantees stability, which has made the euro a success, but it also controversial because its monetary policy cannot be used as a tool in politics. Neither the ECB nor the national central banks (NCBs), nor any member of their decision-making bodies, are allowed to seek or take instructions from EU institutions or bodies, from any government of an EU Member State or from any other body.", " The European Central Bank is not only independent from a national government, but independent from any particular country within the eurozone. This means it can make plans that are in the best interests of the entire region.", 1.0
" Hungary does not need to fully close their border to control immigration. Currently they are able to prevent the majority of refugees from entering the country.", " Hungary would not need these funds if they could close their border.", -1.0
" Unemployment brought about by economic shock will drive down wages, which means for investors a euro in real terms will go further in Greece than it will in Germany. This is in effect a naturally occurring devaluation and brings about an increase in competitiveness that can aid recovery from the economic shock.", " If left to its own devices, the market will naturally provide a currency devaluation in real terms without need to resort to monetary policy.", 1.0
" France supported Hissène Habré, the former Chadian dictator who was convicted of atrocity crimes on May 30, 2016.", " Western Europe has also backed dictatorships and leaders wanted for war crimes by the international community.", 1.0
" Transactions which occur in two or more currencies are complicated by a risk that any of the currencies involved may change in value.", " A single currency eliminates currency risk.", 1.0
" Hungary was part of the Austro-Hungarian Empire for over half a century, an entirely different political setup from the Russian Empire.", " Before the post-WWII Communist Era, the religious, cultural and socio-political identities of Russia and Hungary were always substantially different. The shared history spans only a short period of time.", 1.0
" The Eurozones debt to GDP ratio exceeds 89%.", " The eurozone has strict budgetary limits that mean debt-to-GDP ratios cannot exceed 60%.", -1.0
" Generally, the symbolism of coins and bills is an important way in which policy makers visualise the political community they imagine and the pass it onto the citizenry (Kaelberer 2004, p. 164).", " Currencies are an important part of national identities and the euro was crucial in establishing a collective European identity, stabilising the EU in the long run.", 1.0
" Even fiscally conservative Germanys GDP to debt ratio exceeds 65%.", " The eurozone has strict budgetary limits that mean debt-to-GDP ratios cannot exceed 60%.", -1.0
" The recovery of the US from the 2008 crisis was much stronger and quicker than that of the Eurozone.", " This is borne out by the fact that the eventual recovery of the eurozone from the 2008 financial crash was anemic as compared to that of comparable countries that do control their own monetary policy, such as the US and the UK.", 1.0
" Currently there is no enforcement mechanism for the fiscal compact, and it has not been integrated into EU Law. This means that it is realistically powerless to prevent states from just not complying with its provisions.", " The Fiscal Stability Treaty makes it easier for eurozone countries to opt-in to sensible constraints to government spending because it collectively binds all member states. Without such a bind, future national governments could always renege on promises of fiscal responsibility.", -1.0
" In general, undemocratic institutions are bad. They allow small elites or other special interest groups to rule over the majority.", " Almost 99% of current democratic institutions are fundamentally undemocratic if you go back to the basic definition of the term. In most of todays democracies we cannot directly vote for laws/policies but merely appoint someone who votes for (ie represents) us. In ancient Greece however, all citizens (very narrow definition) would vote on all policies. Nevertheless, undemocratic does not necessarily imply its bad for society as a whole (in a societal cost-benefit analysis).", -1.0
" 57% of Russians and 54% of Hungarians think that immigration is causing their countries to change in ways they dont like. (pp12)", " Both Hungarian and Russian people are overwhelmingly against immigration into their country.", 1.0
" This is not a problem if the BCE functions well;after a first period of chaos, Mario Draghi, president of the BCE, has begun to apply QE, which is still helping european nations.", " This is borne out by the fact that the eventual recovery of the eurozone from the 2008 financial crash was anemic as compared to that of comparable countries that do control their own monetary policy, such as the US and the UK.", -1.0
" The UK supported Lybian dictator Gaddaffi.", " Western Europe has also backed dictatorships and leaders wanted for war crimes by the international community.", 1.0
" If most mature democracies have similar rates of voter participation, it implies that these rates are the norms of democratic participation as opposed to a deficit.", " If there is also a democratic deficit in the United States, this does not make the EU’s deficit any less severe.", -1.0
" This isnt necessarily true. Ireland is not in the Schengen zone and travel within the Eurozone is still very easy for its citizens.", " All travel benefits provided by the euro were contingent on the Schengen agreement, which is therefore a much more significant factor in increasing the ease of travel within Europe.", -1.0
" Hungary is currently able to control the flow of immigrants and prevent the majority of refugees from entering the country without these EU funds.", " Hungary would not need these funds if they could close their border.", 1.0
" Then German chancellor Helmut Kohl knew that the Euro did not have popular support when it was introduced. He pushed for it because he thought it was right, not because it was backed by the sovereign, the people.", " Even the euros origins are deeply undemocratic.", 1.0
" Even at the height of the financial crisis, Germanys manufacturing sector was extremely productive, meaning the country benefited from a strong euro. This helped to inform opposition to all but the most limited currency devaluation.", " Germanys control of the European Central Bank, and its general tendency to oppose any devaluation of the euro, means that eurozone monetary policy is overly conservative.", 1.0
" The countries that join the single currency no longer benefit from the corrective effect of the balance of payments mechanism. Unlike countries having their own currencies, individual Eurozone members can run large balance of payments deficits or surpluses for several years, which may create serious imbalances in their economies.", " Any unified monetary policy without unified fiscal policy is bound to be unstable. Unifying fiscal policy would result in the creation of one, European state.", 1.0
" For several years, there has been a growing rapport between the Russian state and the Orthodox Church.", " Both Hungary and Russia are seeking to enhance the influence of Christianity while the EU is fundamentally secular with a strong separation of church and state.", 1.0
" The economic and monetary union which pre-existed the euro prevented this kind of artificial manipulation, whilst still allowing devaluations to occur naturally when specific countries have recessions. The euro precludes this.", " The euro should be maintained so countries within the euro zone are not tempted to compete by manipulating their currency. Currency is a utility. It should not be used to artificially improve a nations economic competitiveness.", -1.0
" Yet these currencies are at least controlled according to the needs of a national economy, that is an economy that has the same rules in its respective area. This does by no means happen with euro, with many different economies being stacked together into one artificial political and financial amalgam, the Eurozone area, as well as with a central bank acting like a supranational Big Brother, without a specific point of reference, as in the case of national monetary policies.", " Most currencies are controlled by appointed, unelected central bankers. The ECB is no less democratic than these central banks.", -1.0
" They were not locked together, but rather the fluctuations of different currencies were reduced and limited to a certain percentage only. European Currency Unit (ECU), the predecessor of euro worked as a currency basket, not as a different currency. It was considered a way of expressing a certain monetary value mostly in the case of EEC and EUs budget.", " The euro is just a collective noun for a whole bunch of currencies that were already locked together, like the DM and the Guilder, or the Belgian Frank and the Luxemburgish Frank. It has therefore been in existence a lot longer than 2000, just not in name and has proven its worth. Helmut Kohl said that if he left Germany with 1DM in his pocket and went to each euro country in turn, hed come back with 15 pfennigs just having changed money at each border.", -1.0
