premise,conclusion,weight
" It takes more than a year to acquire British citizenship (as one has to hold a certificate of residency, which EU citizens otherwise would not require, for at least 12 months), however there were less than 12 months between the passing of the European Union Referendum Act 2015 and the voter registration deadline for the 2016 referendum. Therefore eligible EU nationals who have already been in the UK for at least 5 years had no chance to acquire British citizenship in time for the referendum.", " If eligible EU nationals wanted to vote in the referendum, they should have acquired British citizenship, as they were entitled to.", -1.0
" The Conservative manifesto led with Strong Leadership / a Clear Economic Plan / a Brighter More Secure Future. Not everything in a manifesto is delivered.", " The Conservative party won an election with the promise of a referendum in their manifesto.", -1.0
" The current incumbent is fulfilling this role with skill and flair.", " To be deterred from using nuclear weapons, enemies need to be genuinely concerned that the other side is crazy enough to use theirs. In order for deterrence to work, the US would need to deliberately portray elements of its government as out of control in order to create fear and uncertainty in its political rivals.", 1.0
" As 51.9% of votes supporting the proposal to leave the EU exceeds this benchmark, there is sufficient mandate for British Exit from the EU based on past precedent.", " For example, the result of the Welsh Devolution Referendum 1997 was accepted with 50.3% of votes supporting the Governments proposal.", 1.0
" The telegraphs summary of the key pledges in the Conservative manifesto didnt mention the referendum at all.", " The Ruling Partys manifesto pledged to respect the result of the referendum (p. 73). Supposedly, this refers to an intention to implement the popular preference.", -1.0
" The ruling partys manifesto also pledged strong leadership, a clear economic plan and a brighter more secure future, which its conceivable some people voted for too. Since that is diametrically opposed to the farcical situation we have now, its fair to say that the manifesto assumed remain would win.", " The Ruling Partys manifesto pledged to respect the result of the referendum (p. 73). Supposedly, this refers to an intention to implement the popular preference.", -1.0
" With atomic weapons being neutralised by Mutually Assured Destruction, pending the development of alternative destructive or protective technology, some nations have weaponised disinformation, arguably a far more dangerous weapon.", " The idea that atomic weapons make us safer relies upon deterrence theory and Mutually Assured Destruction. Since both the US and Russia have at some point or are still working on means to eliminate the balance of power, it is not atomic weapons that have made war less likely, but the lack of technological progress in developing superior weapons systems.", 1.0
" When Parliament put the decision to the people via a referendum, and the way in which they have continued to act they have changed their role from a representative to a delegate.", " The will of the people is to have their elected representatives make decisions for them.", -1.0
" If there is no border with a hard brexit, then there is de facto free movement of people in Ireland between the EU and the UK. This result in not achieving the control our border brexit objective.", " As long as the UK leaves the single market and abandons free movement, which the UK government has stated it intends on doing, then a hard border will be required.", 1.0
" That is precisely the nature of representative democracy. The job of voting on stuff is effectively outsourced to representatives who are themselves accountable to the electorate.", " If only the most informed people ought to make a decision, then there is little justification for democracy itself.", -1.0
" When a campaign group breaks the law, it does not invalidate the result of the referendum.", " Vote Leave broke the law.", -1.0
" Most EU migrants to the UK arrive there in their twenties, at an age when health care requirements are minimal. In contrast, most UK migrants to Spain arrive there after retirement in their sixties, at an age when they start becoming a significant burden to the local healthcare system after not having paid taxes in Spain for many years.", " It is not fair that EU nationals have the same access to the NHS as British citizens who have paid UK taxes all of their lives. This is jumping the queue as they have only paid UK taxes for a few years.", -1.0
" The government promised things that were outside of its direct power to deliver.", " The Leaflet published by the government made it quite clear This is a once in a lifetime decision and This is your decision. The government will implement what you decide.", -1.0
" It is unlikely that, after seeing the benefits of peace the good Friday agreement has brought, either side would seek to militarize if a hard border was introduced. Whilst this step may cause a few issues, all sides want peace and that will prevail.", " The softening of the UK-Ireland border has been a major achievement, and major underpinning, of the Good Friday Agreement process which has brought and consolidated peace in Northern Ireland. Any change to the status of the border is likely to have an impact on the peace process.", -1.0
" If eligible EU nationals wanted to vote in the referendum, they should have acquired British citizenship, as they were entitled to.", " Qualified EU nationals resident in the UK were not allowed to vote. The referendum result is, therefore, very likely not representative of the opinion of the majority of the UK adult population, culturally and economically integrated in the UK at the same level of British citizens.", -1.0
" The idea that atomic weapons make us safer relies upon deterrence theory and Mutually Assured Destruction. Since both the US and Russia have at some point or are still working on means to eliminate the balance of power, it is not atomic weapons that have made war less likely, but the lack of technological progress in developing superior weapons systems.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" Many EU nations opposed to EU integration, such as Hungary, Poland, and the Czech Republic, have limited influence on that process due to their population and economic contribution.", " Other EU member countries share the UKs concerns about closer integration, and as further integration has to happen unanimously, it is not a realistic prospect for the foreseeable future.", -1.0
" America and China are currently engaged in a trade war.", " Trade between countries helps keep peace. America and China are a good example.", -1.0
" This overtly optimistic idea about the UKs leverage in trade negotiations may be a product of the longing for a past in which the country had more weight, for example as a colonial power.", " Making mutually beneficial deals with other countries does not require leverage. Those deals are made by virtue of them being mutallly beneficial.", -1.0
" There is no current acceptable plan to avoid a hard border.", " A border with Ireland is not a prerequisite for departure from the EU. Brexit does not guarantee that a hard border will be restored.", -1.0
" The commonwealth represents 13.74% of the worlds GDP, the EU represents 27.87%. Thus, it would be unwise to favor the commonwealth over the EU.", " The UK still has close relations with and the support of the 52 other members of the Commonwealth.", -1.0
" This still means that the UK has slown things down.", " Often this resistance was dropped eventually as was the case with a European military HQ.", -1.0
" The Lithuanian born UK population increased by over 2500%, while the prison population rose by only 1000%.", " The article makes intentionally misleading claims. During approximately the same period, the population of EU-born foreigners living in the UK rose by 225% (12.7 million to 28.7 million), so it is unsurprising that the prison population rose by 240%.", 1.0
" As long as the UK leaves the single market and abandons free movement, which the UK government has stated it intends on doing, then a hard border will be required.", " A border with Ireland is not a prerequisite for departure from the EU. Brexit does not guarantee that a hard border will be restored.", -1.0
" The EU functions as an alliance that voids conflicting military alliances among the states of Europe.", " And yet history tells us very clearly that this is exactly the reason why European countries have fought in the past. The whole reason for creating the EU was to avoid another war like World War 1 or World War 2.", 1.0
" It is highly likely that voters do not read manifestos.", " The loss of a parliamentary majority in an election must be attributable to the whole of the party manifesto, not just to the former stance on an event that has already happened.", -1.0
" Representatives should be advised (but not driven) by the result of the referendum, there are many other matters they must also consider.", " There is no suggestion that the referendum should be ignored: it needs to be given full and proper consideration. That doesnt necessarily mean leaving the EU, though.", 1.0
" This fact was put on full display when the free trade deal between the EU and Canada (CETA) almost collapsed when Belgium could not sign due to concerns raised by the leaders of the Walloon Region.", " The EU is not a federal union. Drafting of legislation is never done without the full participation of directly elected Members of the European Parliament (who represent the diversity of local realities in Europe) and/or the national governments making decisions themselves.", 1.0
" The EU has helped to increase trade and commerce.", " Trade between countries helps keep peace. America and China are a good example.", -1.0
" Plenty of UK nationals have not paid taxes all of their lives - the youth, long term / permanently unemployed, many disabled individuals, and severely ill people - and yet it is not socially acceptable to deny NHS treatment to these groups.", " It is not fair that EU nationals have the same access to the NHS as British citizens who have paid UK taxes all of their lives. This is jumping the queue as they have only paid UK taxes for a few years.", -1.0
" Both the EU and UK have explained their willingness to make a deal and avoid a hard border.", " A border with Ireland is not a prerequisite for departure from the EU. Brexit does not guarantee that a hard border will be restored.", 1.0
" Foreign nationals were not allowed to vote in the referendum just as they cannot in a general election, which is entirely appropriate. This is a normal practice in democracies.", " Qualified EU nationals resident in the UK were not allowed to vote. The referendum result is, therefore, very likely not representative of the opinion of the majority of the UK adult population, culturally and economically integrated in the UK at the same level of British citizens.", -1.0
" Internet based technologies are not an argument against centralisation. Regardless of how sites appear to be structured, the existence of the consumer internet depends on communications architecture which is heavy centralized and government monitored.", " The rise of bitcoin, social media and localisation/anti-globalisation are all examples of this trend.", -1.0
" This is debatable in the context of Europe. The only countries with nuclear weapons in Europe are France and the UK. These two havent been waging war against each other - or even come close - for much longer than they had nuclear weapons.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" The Ruling Partys manifesto pledged to respect the result of the referendum (p. 73). Supposedly, this refers to an intention to implement the popular preference.", " There is no suggestion that the referendum should be ignored: it needs to be given full and proper consideration. That doesnt necessarily mean leaving the EU, though.", -1.0
" Arbitrarily speculating the opinions of those ineligible to vote risks undermining the registered opinions of those eligible to vote. Determining who is actually eligible and who is ineligible is a different matter altogether, but once decided should be respected.", " Qualified EU nationals resident in the UK were not allowed to vote. The referendum result is, therefore, very likely not representative of the opinion of the majority of the UK adult population, culturally and economically integrated in the UK at the same level of British citizens.", -1.0
" David Cameron was willing to risk the peace by embarking on a brexit referendum with no clear plan of how th manage the situation in the event of a leave vote.", " Every authority has pledged to not introduce a hard border. The UK government, Irish government and the EU are unanimous in this. Other parties may require one by complaining to the WTO but who would risk peace.", -1.0
" The legacy of the roman empire is one shared across many contemporary European states.", " The territory and population of the European Union largely match those of the Roman and Germanic empires that have shaped the rich and complex history of Europe, including Britain’s, over the past two millennia.", 1.0
" Manipulating the Brexit vote would have served the Russian goal of separating the UK from Europe, as it was outlined by Alexander Dugin in his book Foundations of Geopolitics.", " There are good reasons to believe that the Brexit vote was manipulated by Russian influences. It shouldnt be the foundation for England leaving the EU.", 1.0
" Having big guns doesnt make us safer. Talking about our differences makes us safer.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" Having big guns doesnt make us safer. Talking about our differences makes us safer.", " A prominent argument in the academic field of International Relations is that the presence of nuclear weapons makes the prospect of war so terrible that it deters conflict. Following that logic, nuclear weapons are a guarantor of peace.", -1.0
" For example, the result of the Welsh Devolution Referendum 1997 was accepted with 50.3% of votes supporting the Governments proposal.", " The results of previous UK referenda on constitutional issues with smaller margins of victory have been accepted.", 1.0
" The number of conflicts between states has been declining (p. 2) throughout the decades since the introduction of nuclear weapons.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", 1.0
" These pledges should be seen critically. Various British politicians, among them the Secretary of State for Northern Ireland, have showcased a profound lack of knowledge about the political situation.", " Every authority has pledged to not introduce a hard border. The UK government, Irish government and the EU are unanimous in this. Other parties may require one by complaining to the WTO but who would risk peace.", -1.0
" For instance, George Osborne insisted that there would be an emergency budget if Leave won, which was never fulfilled.", " The Remain campaign also made claims that turned out to be untrue or undeliverable.", 1.0
" The electorate that did not vote were entitled to vote but did not so. It should be assumed that those who did not vote chose to abstain rather than assume they would have voted one way or another if forced to vote.", " More than a quarter of the electorate didnt vote.", -1.0
" Democracy does not impose the will of the majority, but looks for a dialogue with the minorities to achieve a compromise.", " There is no suggestion that the referendum should be ignored: it needs to be given full and proper consideration. That doesnt necessarily mean leaving the EU, though.", 1.0
" In a world where peace and war are increasingly redundant states, judging the impact of atomic weapons by overt war is meaningless.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" If NI and the UK had different customs terms but no hard border separating them, it would immediately become a trivial smuggling route for anyone seeking to evade either set of terms.", " A border with Ireland is not a prerequisite for departure from the EU. Brexit does not guarantee that a hard border will be restored.", -1.0
" If nuclear weapons made us safer, they would have been distributed to all nation states.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" There is a difference between being less informed than experts and being completely uninformed or misinformed. Britons understanding and perception of the EU is flawed to a point which makes a rational decision impossible.", " Its implicit in a referendum that voters will be less informed than experts. This does not delegitamise the result.", -1.0
" Research from Oxford University has shown that there was no significant Twitter activity from Russia with an eye on the 2016 referendum.", " There are good reasons to believe that the Brexit vote was manipulated by Russian influences. It shouldnt be the foundation for England leaving the EU.", -1.0
" The same argument could be used to justify an EU referendum to override UK’s result.", " The referendum reflects all the UK, not separated countries;there is no valid reason to subdivide the result based on the UKs member countries.", 1.0
" This is why we have representative democracy, not referenda.", " Most citizens dont know about the complexities of the EU (1) (2), thus it would be unwise to go purely off of their opinion.", 1.0
" The referendum was advisory;the responsibility still lies with the elected officials.", " Even if the people are considered uninformed, it is still democratically sound to ask for their input in a decision that parliament has to make.", -1.0
" Bitcoin, social media and localisation/anti-globalisation are different phenomena in substance from the European Union and the organisation of political power among governments. Indeed they could all coexist with a centralised EU - there is nothing intrinsic in those trends that has clear lessons for the future of the EU.", " The rise of bitcoin, social media and localisation/anti-globalisation are all examples of this trend.", -1.0
" Unlike at a general election, there were only two choices, which may have affected voter turnout.", " There is no significance behind the relative size of this vote in relation to others, as it is comparing different kinds of election.", 1.0
" The Conservative party won an election with the promise of a referendum in their manifesto.", " The UK is a parliamentary democracy, not a direct one. The people elect representatives to carry on the business of government on their behalf.", -1.0
" It is unclear what backlash there would be.", " While advisory, the government would have faced heavy backlash if they didnt follow suit.", -1.0
" The scale and tactical approach to misrepresenting facts and telling blatent lies has increased in recent years. Fake News is certainly not a new idea but misinformation has been weaponised via new media.", " By this standard, each and every election and referendum would be invalid as lies and falsehoods are an inevitable part of politics.", -1.0
" Norway never joined the EU, having voted not to in 1994, and so has never exited the EU.", " Norway is not in the EU, though is closely linked and has a high Human Development Index and Happiness Index.", -1.0
" Regardless of the scenario, for example a breakdown of negotiations between the EU and the UK or successful negotiations of a Brexit deal, about half the British people support the idea of a second referendum. This indicates a preference for a public decision about what to do next over a decision made by politicians.", " While advisory, the government would have faced heavy backlash if they didnt follow suit.", 1.0
" The UKs good relationship with Amercia is at least partly due to its value as a link with the EU.", " The UK has very good relationships with many counties outside of the EU and the Commonwealth, too. America, Japan, Saudi Arabia.", -1.0
" The border with Ireland did not come about because of the EU.", " A border with Ireland is not a prerequisite for departure from the EU. Brexit does not guarantee that a hard border will be restored.", 1.0
" There are other theories for reduced conflict.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" Part of the point of the NHS is that resources are allocated on the basis of need, not of contribution. If you need treatment, you get it, regardless of how much you have contributed.", " It is not fair that EU nationals have the same access to the NHS as British citizens who have paid UK taxes all of their lives. This is jumping the queue as they have only paid UK taxes for a few years.", -1.0
" The will of the people is to have their elected representatives make decisions for them.", " If the referendum is ignored the will of the people is thwarted.", -1.0
" Misleading statements and undeliverable statements on the remain side dont invalidate the argument that the leave side won because of misleading statements and undeliverable statements.", " The Remain campaign also made claims that turned out to be untrue or undeliverable.", -1.0
" To be deterred from using nuclear weapons, enemies need to be genuinely concerned that the other side is crazy enough to use theirs. In order for deterrence to work, the US would need to deliberately portray elements of its government as out of control in order to create fear and uncertainty in its political rivals.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" The NHS claims for the care an EU citizen receives from the member state via European Health Insurance Card (EHIC).", " It is not fair that EU nationals have the same access to the NHS as British citizens who have paid UK taxes all of their lives. This is jumping the queue as they have only paid UK taxes for a few years.", -1.0
" The UK can always leave the EU with a hard, no-deal Brexit.", " At the time of the referendum, it was not clear what form a Brexit would actually take and there was no clear understanding on either side about which promises would be deliverable.", -1.0
" This doesnt mean EU nationals have not contributed and are jumping the queue. EU nationals have paid tax in their home country, and because UK nationals who move to another EU country would benefit from their health system, its a fair exchange.", " It is not fair that EU nationals have the same access to the NHS as British citizens who have paid UK taxes all of their lives. This is jumping the queue as they have only paid UK taxes for a few years.", -1.0
" It can be argued that these shared values partly exist due to decades of cooperation within the EU.", " Countries with shared values tend to be allies. The UK shares many values with European countries, regardless of whether they are tied together in a political union or not.", -1.0
" The election was to establish who runs the government and as such should not be looked at as endorsing or undermining a completely different vote.", " Labour, which equally ran on the promise of enacting the referendum result, gained seats in the same election. The election result can therefore not be interpreted as a vote against Brexit.", 1.0
" There is scepticism regarding deterrence theory.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" It is to be expected that voters will generally not be experts on complex political issues, but the 2016 referendum packaged up a huge bundle of such issues and required a blunt yes/no answer to the question of EU membership. There is nothing wrong with non-experts having the vote, but the referendum campaigns were actively misleading and made claims that were known to be false at the time they were made. This is a deeper failing than lack of expertise.", " Its implicit in a referendum that voters will be less informed than experts. This does not delegitamise the result.", -1.0
" The vast majority of the elected representatives voted to have the referendum.", " The UK is a parliamentary democracy, not a direct one. The people elect representatives to carry on the business of government on their behalf.", -1.0
" A prominent argument in the academic field of International Relations is that the presence of nuclear weapons makes the prospect of war so terrible that it deters conflict. Following that logic, nuclear weapons are a guarantor of peace.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", 1.0
" Outright lying is not inevitable;politicians and campaigners can and should be held to a higher standard.", " By this standard, each and every election and referendum would be invalid as lies and falsehoods are an inevitable part of politics.", -1.0
" One cannot expect the same benefits of the EU while being outside of the EU. If a country can fall apart so easily (economically) then this is the fault of the country at hand.", " Article 50 exists to indicate that nations joining the EU are not trapped in it. If Brexit proved that nations were in effect trapped in the EU by the threat of economic consequences, this could be seen as federalism or imperialism by other nations with levels of Euroscepticism or a desire for EU reform.", -1.0
" The US was never in the EU and so has never left the EU.", " The US is not closely linked to the EU but still has a very high Human Development Index. Membership of the EU is not a necessary condition for a country to thrive.", -1.0
" There have been numerous technical close calls, as well as several political scenarios (Cuba) (West Germany) where conflict was extremely close and any single one of which may have led to catastrophic destruction.", " It has been suggested that the atomic bomb has been a big factor in minimizing war. The thought of war using atomic weapons has made countries less likely to have have military conflict.", -1.0
" A majority of elected representatives voted to leave the EU in the withdrawal bill.", " The UK is a parliamentary democracy, not a direct one. The people elect representatives to carry on the business of government on their behalf.", -1.0
" If the government did not act upon the vote then they would be viewed as disingenuous.", " The Conservative governments claim to enact any majority decision was just that, a political claim, and not legally binding.", -1.0
" Given Canada, Australia and New Zealands significant geographic distance from the UK, it is reasonable to assume that they will continue to hold their primary economic interests outside the UK (as of now, Canadas most important trading partner is the US, while Australia and NZ are active in the Asia-Pacific market). The UK would be a marginal trading partner for these countries.", " The UK would have the opportunity to join/form groups with other countries, thus maintaining influence on the global stage.", -1.0
" With the world being more connected and integrated, with more issues of a global nature, the Integration of the political power is needed as a natural response.", " Centralisation has its place. It is necessary to address global issues through cooperation. The EU falls a long way short of global cooperation, but it is a good step in the right direction.", 1.0
" Elections are not nullified by a misleading campaign. Part of a campaign is manufacturing promises which may or may not be realisable. The elector must decide which party makes the most compelling argument and is responsible of their choice", " Victory for the Leave campaign was only achieved because of misleading statements and undeliverable promises that were disingenuous.", -1.0
" It would appear that the rise of right wing nationalist and populist politics is putting a strain on that hard won peace.", " Europe has enjoyed its longest period of peace since the formation of international confederations such as the EU.", -1.0
" The UN holds exactly the same role on the global level yet the conflicts still happen. Rather than explaining peace in Europe (or rather a lack of mayor conflicts apart from the Balkan Wars) through the influence of the EU, it can be explained with the presence of developed democracies and pretty fresh memories of two Worlds Wars.", " The European Parliament and European Court of Justice provide forums for democratic debate and exchange on European matters which might otherwise or have in the past flared into conflict.", -1.0
" For instance, the campaign claimed that £350m/week would be saved through Brexit, which could be funnelled to the NHS. The Leave campaign only admitted that this was false, once the vote had been won.", " Victory for the Leave campaign was only achieved because of misleading statements and undeliverable promises that were disingenuous.", 1.0
" The UK remains a monarchy.", " The UK itself isnt overtly democratic either.", 1.0
" The high turnout did not lead to a significant majority (and therefore a clear mandate).", " The referendum had an high turnout of 72%. This is significantly higher than at all general elections since the 1990s and other UK-wide referenda.", -1.0
" If only the most informed people ought to make a decision, then there is little justification for democracy itself.", " The people are not well informed enough to make such a decision - this choice should be left up to elected officials.", -1.0
" Other EU members have equally important relationships with countries outside the EU, for example France and the Netherlands with their respective former colonies and overseas territories, and they do not perceive the EU as an obstacle in maintaining these international relationships.", " The UK also has highly important relationships with countries outside the EU - notably the United States and the Commonwealth.", -1.0
" Jean-Claude Juncker, the President of the European Commission, is calling for tighter integration of the EU member countries.", " The leaders of the EU wish to lead the EU toward closer integration and have demonstrated that they does not want reform in the way that UK voters do.", 1.0
" Non EU countries can participate in this program. At the moment they are: the former Yugoslav Republic of Macedonia, Iceland, Norway, Liechtenstein, Turkey and Serbia.", " Students from the UK are able to study in other EU countries through the Erasmus programme", -1.0
" The EIU warns the damage from a decision to leave the EU will be felt until at least 2020.", " Multiple economic bodies have predicted a weaker economy for the UK, in the long term, outside of the Union.", 1.0
" EU citizens are, on average, net fiscal contributors to the UK government as a whole. The average UK citizen is, by contrast, a net drain on the fiscal system.", " EU citizens create more demand for service from the NHS.", -1.0
" The UK is a democracy. Workers in the UK can vote for politicians who will improve their rights. Membership of the EU is not required in order to improve workers rights.", " Leaving the EU would be a threat to the rights of workers in the UK.", -1.0
" The Remain campaign also made claims that turned out to be untrue or undeliverable.", " Victory for the Leave campaign was only achieved because of misleading statements and undeliverable promises that were disingenuous.", -1.0
" The UK is not struggling hard enough to enforce clean air directives because of government policy decisions.", " The EU issues and enforces directives made to serve the interest of the EU citizens. The UK is already struggling to enforce the clean air directives on its own.", -1.0
" There is no suggestion that the referendum should be ignored: it needs to be given full and proper consideration. That doesnt necessarily mean leaving the EU, though.", " Ignoring the referendum reduces the democratic legitimacy of the UK political process.", -1.0
" The EU is not a federal union. Drafting of legislation is never done without the full participation of directly elected Members of the European Parliament (who represent the diversity of local realities in Europe) and/or the national governments making decisions themselves.", " The EU is making laws uniform for over 300 million disparate people, which is likely to be ineffective as these people lead such different realities in such different contexts.", -1.0
" Power being distributed more thinly across the population does not seem to correlate with trend for ever increased inequality.", " Globally, the popular tendency is towards the distribution of power as thinly and widely as possible, which suggests that is what societies want right now.", -1.0
" The UK has an unelected House of Lords.", " The UK itself isnt overtly democratic either.", 1.0
" The prospect of Brexit has already starting to drive companies and banks out of the UK, and with them job and opportunities.", " Almost all of the Project Fear predictions about the economic, social and political damages that a Brexit would inflict on the UK have not turned out to be true.", -1.0
