premise,conclusion,weight
" Emerging media reports of Prime Minister Trudeaus decision to wear brownface in 2001 have caused concern among minority communities.", " The Canadian Prime Minister, Justin Trudeau, is celebrated by Muslims for his government policies and personal endeavours to support the Muslim community and defy Islamophobia.", -1.0
" Some places of worship are very important as sacred religious sites for particular religions, and therefore are more likely to be targeted.", " Attacks on places of worship may get more media coverage and make attackers more infamous than an attack on any other place.", 1.0
" A yearlong investigation found police officers across the country belong to a wide spectrum of extremist groups on Facebook, including islamophobic groups. Not a single department has said it disciplined an officer for Islamophobic posts or membership in an anti-Islam group as a result of the findings.", " Police have often been criticised for Islamophobic practices and actions, but in many cases there have been few to no repercussions.", 1.0
" Al Qaeda and the Islamic State have used attacks against Shiites to stoke sectarian tensions, resulting in Shiite backlash.", " Terrorist organisations often target places of worship to provoke a violent reaction from the victims - which, in turn, is used to paint the other religion as a threat, creating a vicious cycle of violence.", 1.0
" Irrespective of the issues in the application process,only 22 mosques took up the UK governments scheme to protect places of worship from hate crime due to widespread distrust of the Home Office’s counter-extremism strategy.", " Of the 1600 mosques in the UK, only 22 received protective security grants due to the onerous and flawed application process. This indicates that in practice the government is not moved by the comparatively higher security threat to Muslims.", -1.0
" Irrespective of the issues in the application process,only 22 mosques took up the UK governments scheme to protect places of worship from hate crime due to widespread distrust of the Home Office’s counter-extremism strategy.", " Government-funded security will not improve relations with religious communities because the level of distrust is so widespread that many are refusing to take up the governments funding in the first place.", 1.0
" The findings of the Plain View Project resulted in 72 police officers being confined to desk duty and 7 permanently barred from bringing cases to the circuit attorney.", " Police have often been criticised for Islamophobic practices and actions, but in many cases there have been few to no repercussions.", -1.0
" According to the study, this includes countries like the United States that may still give benefits or privileges to religious groups, but generally do so without systematically favoring a specific group over others.", " The same study concluded that most governments around the globe are generally neutral toward religion.", 1.0
" In January, 2017, six worshippers were killed and nineteen others injured when a man opened fire shortly after the end of the evening prayers in a mosque in Quebec City, Canada.", " According to the Global Terrorism Database, 1,244 of the total 1,909 terror attacks on places of worship worldwide happened from 2012 to 2017, claiming 8,453 lives in total. This shows that most of these attacks are recent.", 1.0
" The divide between government and Islamic leaders has deepened in Australia after accusations that some Islamic Youth Centers were harboring extremist views.", " There is a deepening divide between Muslim minority communities and Western governments.", 1.0
" In light of religious hate crimes rising around the globe, governments are taking strict actions to scrutinize social media comments and reports to tackle Islamophobia.", " Muslim leaders have blamed widespread Islamophobic sentiment - leading to attacks on Muslim places of worship - on Islamophobic media reports and unchecked social media comments.", -1.0
" The motive behind such attacks is not just to kill, but to create division and ethnic or religious strife that will generate a broader conflict.", " Terrorist organisations often target places of worship to provoke a violent reaction from the victims - which, in turn, is used to paint the other religion as a threat, creating a vicious cycle of violence.", 1.0
" In the past, many donation campaigns have been launched for restoration of places of worship. It is likely that a campaign calling upon donations for increasing security protocols to protect the places of worship will also be successful.", " Places of worship are in a position to attract large amounts of donations from the religious communities they represent to enact security protocols.", 1.0
" People in the UK have made accusations that the governments rejection of a proposed definition of Islamophobia indicates that it is not serious about the safety and security of British Muslims.", " The UK government has been repeatedly accused of Islamophobia and implementing Islamophobic policies.", 1.0
" An equality watchdog has also launched a probe into the Labour party regarding allegations of antisemitism.", " The Muslim Council of Britain (MCB) has filed a formal complaint with Equality and Human Rights Commission (EHRC), the human rights watchdog in the UK, so that it can launch an investigation against Islamophobia in the Conservative Party.", 1.0
" 40 governments around the globe unofficially favor a particular religion, and in most cases the preferred faith is a branch of Christianity.", " More than 80 countries favor a specific religion, either as an official, government-endorsed religion or by affording one religion preferential treatment over other faiths.", 1.0
" Many religious organisations are tax exempt by virtue of being registered charities that perform the public good of advancing religion. It is unclear why this constitutes a public benefit in a pluralistic society that values freedom of (and from) religion.", " Many religious organisations, to which places of worship belong, are tax exempt but do not serve a public interest.", 1.0
" PM Justin Trudeaus policies on immigration and Muslims right to pray in school have been well-received by Canadian Muslims.", " The Canadian Prime Minister, Justin Trudeau, is celebrated by Muslims for his government policies and personal endeavours to support the Muslim community and defy Islamophobia.", 1.0
" Places of worship have weak security.", " Places of worship are easier to target, compared to other places, for attackers.", 1.0
" The Muslim Community Patrol is unarmed so in practice it will provide limited security against armed attackers.", " The Muslim Community Patrol is a self-funded group, launched to provide additional security to neighbourhood mosques and Islamic schools in Brooklyn.", -1.0
" The us versus them narrative is a prominent and pervasive feature of extremism.", " Viewing another in terms of their differences is a form of Othering. This cultivates an us versus them mentality leading to objectification grounded in the absence of empathy. Such a mindset is characteristic of far-right extremists.", 1.0
" Despite a decrease in 2018, the overall trend in Canada is one of growing religious hate crime.", " For the first time in five years, religious hate crimes in Canada decreased in 2018.", -1.0
" In California, the Unruh Act outlaws discrimination based on sex, religion, or sexual orientation in areas of public accommodation in order to provide protection to gays and lesbians from “arbitrary discrimination.” The Act applies to all business establishments that provide accommodations, services or goods to the public. This includes businesses such as hotels, restaurants, retail stores, and bars.", " The US and UK outlaw discrimination based on certain protected characteristics, which means that it is illegal in these countries to refuse a business or service provision to an individual as an expression of religious freedom in certain contexts.", 1.0
" Opponents of the Muslim Community Patrol say that the patrol does not guarantee the security of the neighbourhood and that its the NYPDs job to provide security to the Muslim community. They argue that the NYPD is better equipped and that as tax paying citizens the Muslim community deserves their protection.", " The Muslim Community Patrol is a self-funded group, launched to provide additional security to neighbourhood mosques and Islamic schools in Brooklyn.", -1.0
" Crimes against Jews in Canada declined by 4% between 2017 and 2018.", " For the first time in five years, religious hate crimes in Canada decreased in 2018.", 1.0
" In March, 2019, during Friday Prayer, 51 people were killed and 49 injured, in two consecutive terrorist shooting attacks at mosques in Christchurch, New Zealand.", " According to the Global Terrorism Database, 1,244 of the total 1,909 terror attacks on places of worship worldwide happened from 2012 to 2017, claiming 8,453 lives in total. This shows that most of these attacks are recent.", 1.0
" The Muslim Community Patrols main function is to increase the security of Muslims and mosques by being an extra set of eyes and ears for police.", " The Muslim Community Patrol is a self-funded group, launched to provide additional security to neighbourhood mosques and Islamic schools in Brooklyn.", 1.0
" The last time the federal government managed to pass laws that limit the spread and use of guns in the United States was 25 years ago.", " The lack of gun control regulation in the US has been linked to the epidemic of mass shootings, including against places of worship.", 1.0
" As of 2010, there were 344,894 congregations and a population of 308,745,538 in the US. This means that across the country, for every 10,000 people there were 11 congregations. The average of some counties was almost eight times that.", " In some counties in the United States, there are as many as 86 congregations for every 10,000 people.", 1.0
" The UK governments funding scheme focuses on installing alarms, security lighting, fencing, and CCTV cameras to deter attackers.", " A central purpose of security could be to deter attackers from attempting to gain entry in the first place. In such a case, there are many measures which can be implemented that would not require differentiating true worshipers from would-be attackers.", 1.0
" The UK governments funding scheme focuses on installing alarms, security lighting, fencing, and CCTV cameras to deter attackers.", " Surveillance cameras are already actively used by intelligence agencies to amass evidence;the provision of funding for more cameras around places of worship is likely to improve their work.", 1.0
" Police in New York and other cities said they were stepping up patrols at mosques and other places of worship as a precaution, and mosques around the United States increased security measures for Friday prayers after the Christchurch attacks.", " Muslims in the UK are experiencing comparatively higher security threats. The UK governments treatment of Muslims, who received more than a third of the £1.6 million security grant, is therefore reflective of the political realities.", 1.0
" As places like hotels have tightened their security, houses of worship have become more attractive targets.", " Places of worship are easier to target, compared to other places, for attackers.", 1.0
" Police forces need to improve upon the ‘flagging’ of data because there may be crimes that are operationally treated as a hate crime, but are not recorded as a hate crime on their crime recording system (p. 11).", " There are still some improvements that are needed while recording religious hate crimes to accurately determine their occurrence, because crimes are still unreported. Thus, these figures do not accurately reflect the incidents of these crimes.", 1.0
" Most terrorist attacks committed by Muslims are against other Muslims.", " Often, attackers appear to belong to the same ethnic and religious groups that they are targetting.", 1.0
" Plano City Councilman Tom Harrison shared a series of posts on Facebook that were derogatory towards Muslims. One post called for the ban of Islam in schools, and another claimed that all slave owners in the 21st century are Muslims.", " The United States and its politicians have been involved in spreading Islamophobic political rhetoric and adopting Islamophobic policies.", 1.0
" UN resolutions are not legally binding so do not confer strict obligations on Member States.", " The UN General Assemblys resolution A/RES/72/17 urges all Member States to actively take measures to encourage freedom of religion.", -1.0
" The Church of the Latter Day Saints feel that guns in church are so inappropriate that it has been formally prohibited.", " Despite the legality of bearing arms, many US churches have issued statements stating that guns are inappropriate for houses of worship.", 1.0
" Terrorists are likely to target areas which are gun-free zones, such as places of worship.", " Places of worship are easier to target, compared to other places, for attackers.", 1.0
" Islam is the most common government-endorsed faith, with 27 countries officially enshrining Islam as their state religion. In addition, 13 countries (including nine European nations) designate Christianity or a particular Christian denomination as their state religion.", " More than 80 countries favor a specific religion, either as an official, government-endorsed religion or by affording one religion preferential treatment over other faiths.", 1.0
" Jihadist attacks in the West have resulted in increased military involvement of western countries, such as the United States, United Kingdom and France, in the Middle East, which in turn has resulted in more attacks on places of worship by jihadists.", " Terrorist organisations often target places of worship to provoke a violent reaction from the victims - which, in turn, is used to paint the other religion as a threat, creating a vicious cycle of violence.", 1.0
" In the United States, non-profits such as churches donated over $390bn in 2016, representing around 2% of US GDP and up almost 4% from the previous year. This is likely to offset a significant proportion of the amount gained in tax exemptions.", " Insofar as places of worship serve the wider public interest, this is already recognised through tax exemptions.", -1.0
" The Canadian Anti-Hate Network has warned that these statistics suffer serious methodological flaws because many hate crimes are not reported to the police.", " For the first time in five years, religious hate crimes in Canada decreased in 2018.", -1.0
" In 2017-18, more than half of religiously-motivated attacks in the UK were against Muslims.", " Muslims in the UK are experiencing comparatively higher security threats. The UK governments treatment of Muslims, who received more than a third of the £1.6 million security grant, is therefore reflective of the political realities.", 1.0
" In similar cases, both the US and UK Supreme Courts supported bakeries that refused to provide cakes for gay clients saying that the clients could have found the service elsewhere.", " Courts in the US and UK have decided that you are entitled to deny access to services on the basis of freedom of religion if clients can find the service elsewhere.", 1.0
" A recent ruling by the U.S. Court of Appeals for the Ninth Circuit held that lawyers cannot discriminate against gay people and that courts must apply a test of “heightened scrutiny” when assessing laws or policies that discriminate on the basis of sexual orientation. This ruling allows for a much stronger legal basis for bringing legal action against businesses that discriminate against gays and lesbians.", " Courts in the US and UK have decided that you are entitled to deny access to services on the basis of freedom of religion if clients can find the service elsewhere.", -1.0
" In the UK, the Equality Act of 2010 deems it unlawful discrimination if a trader refuses to provide a customer with goods or services based on their sexual orientation.", " The US and UK outlaw discrimination based on certain protected characteristics, which means that it is illegal in these countries to refuse a business or service provision to an individual as an expression of religious freedom in certain contexts.", 1.0
" On Easter Sunday, 2019, in a series of coordinated terrorist suicide bombings, three churches along with other places were targeted in Sri Lanka, with more than 250 killed and more than 500 injured.", " According to the Global Terrorism Database, 1,244 of the total 1,909 terror attacks on places of worship worldwide happened from 2012 to 2017, claiming 8,453 lives in total. This shows that most of these attacks are recent.", 1.0
" The current president of the United States, Donald Trump, has displayed or promoted Islamophobia and anti-Muslim bigotry 86 times.", " The United States and its politicians have been involved in spreading Islamophobic political rhetoric and adopting Islamophobic policies.", 1.0
" ISIS uses the us v them mentality to convince jihadists that apostates deserved to be killed.", " The us versus them narrative is a prominent and pervasive feature of extremism.", 1.0
" ISIS uses the us v them mentality to convince jihadists that apostates deserved to be killed.", " Viewing another in terms of their differences is a form of Othering. This cultivates an us versus them mentality leading to objectification grounded in the absence of empathy. Such a mindset is characteristic of far-right extremists.", 1.0
" In October, 2018, elven people were killed and seven were injured in a mass shooting at a Shabbat morning service in a synagogue, in Pittsburgh, Pennsylvania, USA.", " According to the Global Terrorism Database, 1,244 of the total 1,909 terror attacks on places of worship worldwide happened from 2012 to 2017, claiming 8,453 lives in total. This shows that most of these attacks are recent.", 1.0
" There is nothing wrong with group-based resource allocation per se. However, the rationale behind the allocation ought to be morally defensible: groups should be allocated security based on substantive threats to their safety, and not based on whether the public share religious opinions with them.", " All public resources are distributed depending on some public understanding of which groups deserve how much. This is the bedrock of government policy-making.", -1.0
" British police forces report that they are in crisis and failing the public due to a lack of resources and funding cuts. Taking on more duties without more resources will only exacerbate this.", " Many police forces are already spread too thinly, so assigning them a new duty of securing places of worship without matching it with extra resources will weaken their effectiveness even further.", 1.0
" If attackers are willing to break laws against murder, then they are unlikely to take heed to stricter gun control policies. They will acquire weapons, legally or illegally.", " Many countries have adopted stricter gun control policies in response to mass shootings.", -1.0
" Terrorist attacks committed by Muslim extremists receive 357% more US press coverage than those committed by non-Muslims. This furthers the spread of Islamophobia.", " Muslim leaders have blamed widespread Islamophobic sentiment - leading to attacks on Muslim places of worship - on Islamophobic media reports and unchecked social media comments.", 1.0
" Trinity Church in Portsmouth, Va., got local police to provide a free security consultation. The police toured the facility and the church received a 12-page report with suggestions for where to tighten defenses.", " There have been many cooperative initiatives between religious communities and the police.", 1.0
" Effective and accountable inter-agency coordination is a prerequisite for a timely and appropriate response to terrorist attacks. (p. 165)", " The value of collecting and processing the criminal intelligence can be developed by analysis and sharing. Therefore, analytical support and coordination between law enforcement agencies can be instrumental in preventing crime.", 1.0
" Facing religious attacks, places of worship would want to maintain as much communication with law enforcement as possible to avoid any future attacks.", " For security consultations from local police to be effective, places of worship would need to maintain frequent and long-term contact with them because security threats stem from ongoing and evolving police intelligence. This means that there would be a long-term dependency on government resources.", 1.0
" The government should treat citizens fairly, not equally - some people are more in need of protection and security than others.", " Governments should offer equal protection to all their citizens. This means the revenue they spend on protection should be spread equally across the population.", -1.0
" According to a report from advocacy group HOPE not hate, 49% of Conservative voters see Islam as a threat to the British way of life, and 47% believe the false conspiracy theory that there are no-go areas in the UK where Islamic law dominates because of the Islamophobic sentiments and news spread by media reports in the country.", " Muslim leaders have blamed widespread Islamophobic sentiment - leading to attacks on Muslim places of worship - on Islamophobic media reports and unchecked social media comments.", 1.0
" UN resolutions, though non-binding, have a political impetus and so influence Member States to oblige.", " The UN General Assemblys resolution A/RES/72/17 urges all Member States to actively take measures to encourage freedom of religion.", 1.0
" The Canadian Prime Minister, Justin Trudeau, is celebrated by Muslims for his government policies and personal endeavours to support the Muslim community and defy Islamophobia.", " Governments have been accused of Islamophobia and of implementing Islamophobic policies.", -1.0
" According to the Crime Survey for England and Wales (CSEW), the estimated number of hate crime incidents experienced by adults aged 16 and over in the combined surveys from 2015 to 2018 was 31% lower than in the combined surveys from 2009 to 2012 (p. 13).", " In the UK, religious hate crime is on the rise.", -1.0
" There are still some improvements that are needed while recording religious hate crimes to accurately determine their occurrence, because crimes are still unreported. Thus, these figures do not accurately reflect the incidents of these crimes.", " There has not been a substantial increase in religious hate crimes. The numbers have increased because of improvements in the way crimes are recorded.", -1.0
" According to the International Association of Chiefs of Police, there is still a significant reporting gap in hate crime, estimating that only 1/3 of hate crime is actually reported.", " There has not been a substantial increase in religious hate crimes. The numbers have increased because of improvements in the way crimes are recorded.", -1.0
" Charities, child day care, soup kitchens, shelters for women fleeing violent partners, embassies, consulates and people under the poverty line all do not pay income taxes. Yet the government funds the protection of those institutions when they are more vulnerable to criminal acts.", " As most religious institutions are already granted tax exemptions, it is unfair to use taxes paid by the public to further benefit such institutions.", -1.0
" More than 80 countries favor a specific religion, either as an official, government-endorsed religion or by affording one religion preferential treatment over other faiths.", " According to a global study done by the Pew Research Centre, many countries favor specific religions, officially or unofficially.", 1.0
" Police forces are using smart tech in counter terrorism projects.", " Governments have a large range of resources at their disposal to deal with security matters.", 1.0
" The only significant tax exemption is for property tax and does not create wealth for charitable institutions of which religious institutions is only one of many exempt organizations. Those property taxes are collected by the cities, and are usually irrelevant to the funding of state and federal police.", " As most religious institutions are already granted tax exemptions, it is unfair to use taxes paid by the public to further benefit such institutions.", -1.0
" Despite the legality of bearing arms, many US churches have issued statements stating that guns are inappropriate for houses of worship.", " Arkansas, Louisiana, South Carolina, and Wyoming have laws that allow parishioners to bear weapons in their place of worship as a form of protection.", -1.0
" The European Court of Human Rights has found that the right to express religion in the workplace can not be put above people who rely on you specifically for a service. This has been applied where registrars and therapists have refused service to LGBT clients.", " Citizens are not entitled to exercise freedom of religion to deny rights to others. If funding security for places of worship means that less resources are spent on general security, that would result in others being denied rights.", 1.0
" The Muslim Community Patrol is a self-funded group, launched to provide additional security to neighbourhood mosques and Islamic schools in Brooklyn.", " Religious communities may assist places of worship in securing themselves.", 1.0
" A central purpose of security could be to deter attackers from attempting to gain entry in the first place. In such a case, there are many measures which can be implemented that would not require differentiating true worshipers from would-be attackers.", " As there is no way to differentiate between followers of a religion while granting them access to places of worship, security may be ineffective in preventing attackers from gaining entry.", -1.0
" The UK government has been repeatedly accused of Islamophobia and implementing Islamophobic policies.", " Governments have been accused of Islamophobia and of implementing Islamophobic policies.", 1.0
" Places of worship can access and follow guidelines published by police agencies which provide helpful information to improve vigilance and security but arent prohibitively expensive.", " There are many steps that can be taken to make places of worship safer that dont cost money.", 1.0
" Surveillance cameras are already actively used by intelligence agencies to amass evidence;the provision of funding for more cameras around places of worship is likely to improve their work.", " Intelligence and surveillance techniques are effective at preventing terrorism. Therefore, if security includes these measures, such as the use of CCTV, then it is likely to be effective.", 1.0
" Courts in the US and UK have decided that you are entitled to deny access to services on the basis of freedom of religion if clients can find the service elsewhere.", " Citizens are not entitled to exercise freedom of religion to deny rights to others. If funding security for places of worship means that less resources are spent on general security, that would result in others being denied rights.", -1.0
" Courts in the US and UK have decided that you are entitled to deny access to services on the basis of freedom of religion if clients can find the service elsewhere.", " The US and UK outlaw discrimination based on certain protected characteristics, which means that it is illegal in these countries to refuse a business or service provision to an individual as an expression of religious freedom in certain contexts.", -1.0
" The police have new measures at their disposal to catch bank robbers, such as well-armed SWAT teams. Police could prevent violence against places of worship in a similar fashion.", " Police have developed extreme and expensive measures to fight bank robberies even though banks have much less need of government funding than religious institutions.", 1.0
" Islamophobic incidents rose by 375% after Boris Johnson compared Muslim women to ‘letterboxes’. With his election as Prime Minister, this figure is likely to increase.", " In the UK, religious hate crime is on the rise.", 1.0
" Many countries have adopted stricter gun control policies in response to mass shootings.", " In some countries, citizens have access to guns. Therefore, government-funded security is likely to be unable to fully prevent badly-intentioned individuals from having success when targeting places of worship.", -1.0
" Places of worship allow attackers to target the followers of a particular religion.", " Attackers have an incentive to target places of worship as opposed to other places.", 1.0
" Establishing a Security Committee and a Chief Security Officer (CSO) as well as communication and emergency protocols can make places of worship safer.", " There are many steps that can be taken to make places of worship safer that dont cost money.", 1.0
" Muslim leaders have blamed widespread Islamophobic sentiment - leading to attacks on Muslim places of worship - on Islamophobic media reports and unchecked social media comments.", " Security funding will not change the mentality of people who carry out these religious hate crimes.", 1.0
" The United States and its politicians have been involved in spreading Islamophobic political rhetoric and adopting Islamophobic policies.", " Governments have been accused of Islamophobia and of implementing Islamophobic policies.", 1.0
" Places of worship are targeted to disrupt public religious practices for the followers of a religion by instilling fear in them.", " Attackers have an incentive to target places of worship as opposed to other places.", 1.0
" Between 2012 and 2015, hate crimes against Muslims increased by 253% in Canada.", " Religious hate crime in Canada is on the rise.", 1.0
