premise,conclusion,weight
" Nearly 30% of the population of Jammu and Kashmir practice Hinduism. Around 68% practice Islam. These provinces therefore have a far more mixed and diverse population than Pakistani-occupied Kashmir, and would perhaps benefit more from affiliation with India (an explicitly secular state).", " Lines of control which allow heavily-Muslim areas to affiliate with Pakistan, and more diverse areas (with large Hindu populations) to affiliate with India, allow both religious groups to protect their traditional cultures, and allow both to be part of national communities which respected their rights and traditions.", 1.0
" In 1999, Pakistani soldiers disguised as Kashmiri militants infiltrated positions on the Indian side of the Line of Control.", " Pakistan and India have been fighting over Kashmir since 1947, with territorial gain in the region being a major incentive in the wars fought between the two powers.", 1.0
" Using aid and investment to exert control over other countries is a well established strategy in the status quo.", " It is likely that India, Pakistan and China would use foreign investment as a mean to exert control over Kashmir economically and politically.", 1.0
" This sort of indirect control is still preferable and less damaging to Kashmiri self-determination than direct military and administrative control.", " It is likely that India, Pakistan and China would use foreign investment as a mean to exert control over Kashmir economically and politically.", -1.0
" The chairman of the Kashmir Economic Alliance (KEA), Mohammad Yasin Khan, said of a recent aid package given by the Government of India, “The Rs 80,000 crore package is a conspiracy to trifurcate Jammu and Kashmir on communal lines. In the name of development, a mere Rs 6,500 crore have been allotted to the [Muslim] Kashmir province whereas Rs 13,000 crore have been given to [plurality Muslim, but sparsely populated] Ladakh. A huge chunk of Rs 11,000 crore has been given to [Hindu] Jammu.”", " The Government of India has exacerbated the divisions between different parts of Kashmir by distributing government aid unevenly, and developing some (mostly Hindu) parts more than others.", 1.0
" Kashmirs economy is overwhelmingly agricultural, and needs to export agricultural produce to sustain its industries. If India were to close off agricultural exports it could do immense damage to the region overnight.", " If India were to close its border with an independent Kashmir and cut off trade, the economic effects would be devastating.", 1.0
" Kashmir does not have many of the elements necessary for a functioning democracy.", " If Kashmir were to move towards independence, it would presumably establish a governing body which was ready to take control of its territory. The fact that it does not have one yet is not a reason that it could not have one in the future.", -1.0
" The basic infrastructure in terms of regular power supply, roads, communication systems, and drinking water remains poor in the state. (Mahapatra  Shekhawat, p.4)", " Destruction of infrastructure and violence has discouraged private investment in Kashmir. (Shekhawat, p.979)", 1.0
" There are many active separatist movements in India.", " These governments, unlike Kashmir, are ruling over territories which want to be part of an independent nation together.", -1.0
" Pakistan claims that India violated the ceasefire in Kashmir 1,900 times in 2017.", " Pakistan and India have been fighting over Kashmir since 1947, with territorial gain in the region being a major incentive in the wars fought between the two powers.", 1.0
" Pakistan claims that India violated the ceasefire in Kashmir 1,900 times in 2017.", " The armies of both India and Pakistan engage in violent skirmishes along the lines of control in order to assert their countries rights to the disputed territory. If each side recognised the others present position as legitimate, these skirmishes would cease.", 1.0
" If Kashmir became independent, the Indus Water Treaty would have to be renegotiated and rewritten in its entirety, and this time an agreement might not be reached.", " Control of the six major rivers in Kashmir is one of the few areas in which India and Pakistani have successfully cooperated. The Indus Water Treaty, brokered by the World Bank in the early 1960s, is still in place, and divides control of the rivers relatively equitably. A similar international framework could allow the parties to continue to cooperate in a world in which Kashmir gained independence.", -1.0
" The plebiscite could easily be announced well ahead of time, allowing the people who have left Kashmir to decide whether or not they wish to return to vote.", " A plebiscite would likely be limited to those currently living in Kashmir, however, many people from Kashmir have moved to other areas in India and Pakistan.", -1.0
" 90% of funding which the Government of India gives to Kashmir comes in the form of grants. For most other states, at least 70% of Government money comes in the form of loans.", " Kashmir receives enormous amounts of aid from New Delhi, totalling $812 million per annum. This program has considerable local benefits: Indian-controlled Kashmir has one of the lowest rates of poverty in India (4%).", 1.0
" Both India and Pakistan have extremely low GDP per capita compared to the rest of the world.", " India and Pakistan, too, have poor economies. Yet, they are able to survive for all these years and hold their parts of Kashmir.", 1.0
" Both India and Pakistan are some of the worlds fastest growing economies.", " India and Pakistan, too, have poor economies. Yet, they are able to survive for all these years and hold their parts of Kashmir.", -1.0
" The Government of India has been eager to integrate Jammu and Kashmir with the rest of the Indian economy, to the greatest degree possible.", " The majority of Kashmirs economy is intimately linked to Indias, thanks to decades of Indian control.", 1.0
" India is the worlds third largest economy.", " India and Pakistan, too, have poor economies. Yet, they are able to survive for all these years and hold their parts of Kashmir.", -1.0
" An independent Kashmir would likely reduce motivation for Lashkar-e-Taiba.", " Lashkar-e-Taiba, which has links to Al-Qaeda, is particularly active in the region.", -1.0
" An independent Kashmir would likely reduce motivation for Lashkar-e-Taiba.", " Kashmiri militancy is focused on liberating the region as opposed to a global Jihad. Therefore, Kashmiri militants are unlikely to join an organization which has a separate goal.", 1.0
" There are a number of regional political parties active in Kashmiri politics which could form the basis of a government.", " If Kashmir were to move towards independence, it would presumably establish a governing body which was ready to take control of its territory. The fact that it does not have one yet is not a reason that it could not have one in the future.", 1.0
" Pakistani intelligence agencies facilitate the funding and recruitment of insurgents.", " The indigenous Kashmiri insurgency is not that popular and has been significantly boosted by Pakistan.", 1.0
" The legitimacy of the borders of the subcontinent was decided in the Partition.", " Even if the Two Nation Theory does not perfectly map onto current geographical realities, it does not change the fact that it was the governing principle of Partition.", 1.0
" Pakistan has consistently denied involvement with any terrorist groups.", " Pakistan is involved with anti-India terrorist groups in Kashmir.", -1.0
" Both the young men and the arms will not leave Kashmir once it becomes independent.", " The Pakistan-India conflict within Kashmir is what has led to the presence of young men with arms, the most easily radicalized demographic.", -1.0
" The population of Pakistani-administered Kashmir is almost entirely Muslim. Permanent affiliation with the Muslim state of Pakistan would ensure that the rights of these Muslims are protected in perpetuity.", " Lines of control which allow heavily-Muslim areas to affiliate with Pakistan, and more diverse areas (with large Hindu populations) to affiliate with India, allow both religious groups to protect their traditional cultures, and allow both to be part of national communities which respected their rights and traditions.", 1.0
" Pakistan recorded a trade deficit of PKR 383118 Million in October of 2018.", " India and Pakistan, too, have poor economies. Yet, they are able to survive for all these years and hold their parts of Kashmir.", 1.0
" The Indian Army claims that Pakistan violated the ceasefire in Kashmir 860 times in 2017. This is the largest number of violations reported since the ceasefire went into effect in November 2003. It has also approximately doubled the number of violations reported in 2015 and 2016 (405 and 449 respectively).", " Pakistan and India have been fighting over Kashmir since 1947, with territorial gain in the region being a major incentive in the wars fought between the two powers.", 1.0
" The Indian Army claims that Pakistan violated the ceasefire in Kashmir 860 times in 2017. This is the largest number of violations reported since the ceasefire went into effect in November 2003. It has also approximately doubled the number of violations reported in 2015 and 2016 (405 and 449 respectively).", " The armies of both India and Pakistan engage in violent skirmishes along the lines of control in order to assert their countries rights to the disputed territory. If each side recognised the others present position as legitimate, these skirmishes would cease.", 1.0
" India trade deficit widened to USD 17.13 billion in October of 2018.", " India and Pakistan, too, have poor economies. Yet, they are able to survive for all these years and hold their parts of Kashmir.", 1.0
" Many militants in Kashmir who have carried out attacks profess ideologies of Islamic fundamentalism and are linked to global Islamist militants.", " Kashmiri militancy is focused on liberating the region as opposed to a global Jihad. Therefore, Kashmiri militants are unlikely to join an organization which has a separate goal.", -1.0
" Many militants in Kashmir who have carried out attacks profess ideologies of Islamic fundamentalism and are linked to global Islamist militants.", " Many militant groups who are active in Kashmir have causes which transcend independence.", 1.0
" Minefields cause numerous deaths on both sides of the border: in January 2002 alone there were two mass deaths: 11 people killed by an Indian mine, and 19 Indian soldiers killed by a similar Pakistani device.", " The whole India-Pakistan border, which is 1800 miles long, is heavily militarised. Both sides have laid hundreds of thousands of landmines. India has a stockpile of between 4 and 5 million mines, Pakistan may have around 6 million.", 1.0
" Pakistans attempt to hold onto East Pakistan when the region no longer wanted to be part of the union failed, led to a bloody war, and ultimately to the formation of Bangladesh.", " These governments, unlike Kashmir, are ruling over territories which want to be part of an independent nation together.", 1.0
" The threat and fear of violence leads to a low voter turnout.", " Voter turnout in elections in Kashmir is low and continues to decrease.", 1.0
" Jammu and Kashmir (the parts of the region which fall under Indian control) have majority-Muslim populations. It is unclear why affiliating with India (a majority Hindu state) would best protect the traditions, rights, and cultures of these populations.", " Lines of control which allow heavily-Muslim areas to affiliate with Pakistan, and more diverse areas (with large Hindu populations) to affiliate with India, allow both religious groups to protect their traditional cultures, and allow both to be part of national communities which respected their rights and traditions.", -1.0
" Sales in the cricket bat industry have declined Rs 105 lakh to Rs 80 lakh from 2008-2010. (Pandow, p.6)", " Destruction of infrastructure and violence has discouraged private investment in Kashmir. (Shekhawat, p.979)", 1.0
" A survey showed that a majority of residents in the Kashmir valley wanted independence, while Indian Jammu and Ladakh wanted a complete merger of the state with India.", " Kashmir is split into three areas - Kashmir Valley, the most populated area, which is predominantly Muslim, Jammu region, which is majority Hindu, and Ladakh Valley, which has a very small population, cultural ties to Tibet, and is split between Buddhists and Muslim Shia.", 1.0
" Both countries have been involved in cross-border skirmishes over Kashmir.", " The armies of both India and Pakistan engage in violent skirmishes along the lines of control in order to assert their countries rights to the disputed territory. If each side recognised the others present position as legitimate, these skirmishes would cease.", 1.0
" Both countries have been involved in cross-border skirmishes over Kashmir.", " Pakistan and India have been fighting over Kashmir since 1947, with territorial gain in the region being a major incentive in the wars fought between the two powers.", 1.0
" Terror outfits such as the Lashkar-e-Taiba and Jaish-e-Mohammad are funded through charitable donations in Pakistan.", " A resolution to the Kashmir crisis would likely mean that its funding sources from Pakistan would dry up.", 1.0
" Terror outfits such as the Lashkar-e-Taiba and Jaish-e-Mohammad are funded through charitable donations in Pakistan.", " Pakistan is involved with anti-India terrorist groups in Kashmir.", 1.0
" The armies of both India and Pakistan engage in violent skirmishes along the lines of control in order to assert their countries rights to the disputed territory. If each side recognised the others present position as legitimate, these skirmishes would cease.", " If all concerned parties, especially the governments of India and Pakistan, were to recognise the present lines of control as legitimate, violence in the region would be substantially reduced.", 1.0
" As per the National Census 2011, literacy rate of Indian administered Kashmir is 68.74% with 78.26% male literates and 58.01% female literates. Similarly, for Pakistan-administered Kashmir, the literacy rate is 74%.", " Kashmir has a much more literate and skilled pool of human resource than India and Pakistan.", 1.0
" The lack of any political progress on Kashmirs future disillusions the people of the valley, thereby making them prime targets for terrorist recruitment.", " A divided Kashmir gives room for terrorist organizations to recruit more members.", 1.0
" If all concerned parties, especially the governments of India and Pakistan, were to recognise the present lines of control as legitimate, violence in the region would be substantially reduced.", " Given Kashmir should not be a single region with a single government, the status quo of division between India, Pakistan and China makes sense. All parties involved should accept the present lines of control.", 1.0
" Pakistan has carried out mass killings in Balochistan and yet still has recognized sovereign control over the territory.", " Many states have committed atrocities on their own soil, but still maintain legitimate claims on territory.", 1.0
" Pakistans rhetoric surrounding the Kashmir issue is one full of support for the right to self determination of the Kashmiri people. Even if independence wasnt an option on the initially proposed plebiscite, Pakistans rhetoric makes it clear that it will support any free choice the Kashmiri people make.", " Pakistan supports a plebiscite as envisaged under UN Security Council Resolution 47. This envisaged a plebiscite on whether Kashmir would become part of India or Pakistan. Kashmiri independence would not be an option under such a plebiscite.", -1.0
" Imran Khan has spoke against Indian atrocities in Kashmir at the United Nations General Assembly, but Narendra Modi didnt even mention Kashmir in his speech.", " Pakistani PM Imran Khan has strongly condemned Indian atrocities in Kashmir.", 1.0
" The majority of Kashmirs economy is intimately linked to Indias, thanks to decades of Indian control.", " If India ever wanted to punish an independent Kashmir, it would have plenty of tools with which to do so. The new state would have to appease India on most major issues.", 1.0
" Pakistan has a history of fearing encirclement by multiple neighbours, such as Afghanistan and India.", " Pakistan would attempt at all costs to control Kashmiri foreign policy to stop it allying with the Indian state against Pakistan.", 1.0
" Kashmir receives enormous amounts of aid from New Delhi, totalling $812 million per annum. This program has considerable local benefits: Indian-controlled Kashmir has one of the lowest rates of poverty in India (4%).", " If India ever wanted to punish an independent Kashmir, it would have plenty of tools with which to do so. The new state would have to appease India on most major issues.", 1.0
" Jammu registered a massive voter turnout in 2018.", " Engagement of Kashmiri citizens in Indian democracy shows that they accept the sovereignty of India. Therefore a plebiscite is not needed.", 1.0
" The Pakistan-India conflict within Kashmir is what has led to the presence of young men with arms, the most easily radicalized demographic.", " A divided Kashmir gives room for terrorist organizations to recruit more members.", 1.0
" Destruction of infrastructure and violence has discouraged private investment in Kashmir. (Shekhawat, p.979)", " Lack of economic development in Kashmir is a result of the poor law and order situation.", 1.0
" Destruction of infrastructure and violence has discouraged private investment in Kashmir. (Shekhawat, p.979)", " Kashmir has a poorly performing economy. It would be difficult for the newly independent state to change this.", 1.0
" India has spent Rs.40.735 billion on Kashmir policing since 1989 while Pakistan has agreed to allocate Rs.108.2 billion to Kashmir in the 2018-2019 budget.", " Without Pakistan and Indias military presence, these organizations are likely to grow.", 1.0
" There are issues that would exist in a newly independent Kashmir which could continue to radicalize existing militant groups.", " An independent government might still require significant armed forces to address security problems in Kashmir. There may continue to be unrest for various reasons.", 1.0
" There are issues that would exist in a newly independent Kashmir which could continue to radicalize existing militant groups.", " Both the young men and the arms will not leave Kashmir once it becomes independent.", 1.0
" There has been a history of Muslims in India suffering violence and state oppression.", " The concept of Pakistan as a homeland for Muslims (Two Nation Theory) has failed.", -1.0
" The government of Jammu and Kashmir currently spends more than it earns.", " Kashmir has a poorly performing economy. It would be difficult for the newly independent state to change this.", 1.0
" The government of Jammu and Kashmir currently spends more than it earns.", " The foreign exchange gained through tourism, handicrafts and agriculture may not be enough to sustain Kashmir.", 1.0
" Both sides have fought full-scale wars against each other twice in 1947 and 1965 over the territory in Kashmir.", " Pakistan and India have been fighting over Kashmir since 1947, with territorial gain in the region being a major incentive in the wars fought between the two powers.", 1.0
" Both sides have fought full-scale wars against each other twice in 1947 and 1965 over the territory in Kashmir.", " There is always a risk of Pakistan and India going to war, and for the war to enter Kashmir.", 1.0
" The Pakistani government does not allow the participation of pro-independence political parties and routinely arrests and detains members of the United Kashmir Peoples National Party.", " In Pakistan administered Kashmir there is government oppression including strict limitations on freedom of expression and freedom of association.", 1.0
" Both India and Pakistan acknowledge that the number of militants coming to Kashmir from Pakistani administered zones has decreased significantly.", " Pakistan sponsored militant outfits are responsible for 760 fatalities between 1996 and 2000, thereby breeding resentment among the people of Kashmir against the state of Pakistan.", -1.0
" Islamic customs and laws are enshrined in Pakistans constitution.", " The concept of Pakistan as a homeland for Muslims (Two Nation Theory) has failed.", -1.0
" Other theories of statehood, notablythe Constitutive Theory of Statehood, argue that a governing body is not a requirement for statehood. The requirements of the Montevideo Convention should not be treated as gospel.", " Kashmir does not have a body capable of governing the entire territory as it is currently governed separately by India and Pakistan. This is a requirement for statehood according to the Montevideo Convention.", -1.0
" A plebiscite would likely be limited to those currently living in Kashmir, however, many people from Kashmir have moved to other areas in India and Pakistan.", " A plebiscite would not take account of all views relevant to the future of Kashmir.", 1.0
" Such a situation is not unprecedented, East and West Germany reunited following several decades of split, hostile administration.", " Kashmir has been partitioned and its administration divided for decades: establishing a single governing authority would be complex.", -1.0
" This trend may be changing - a recommendation was submitted to the federal government in March 2017 by a parliamentary committee recommending greater integration of Gilgit Baltistan.", " Pakistani Kashmir is administered as two provinces, Azad Jammu and Kashmir, and Gilgit Baltistan, both of which have elected assemblies. However, neither of these assemblies has the parliamentary representation or rights of other Pakistani provinces.", -1.0
" India and Pakistan, too, have poor economies. Yet, they are able to survive for all these years and hold their parts of Kashmir.", " Kashmir has a poorly performing economy. It would be difficult for the newly independent state to change this.", -1.0
" Kashmir runs an enormous trade deficit and is heavily reliant on imported goods: its imports are worth seven times more than its exports.", " Kashmir has a poorly performing economy. It would be difficult for the newly independent state to change this.", 1.0
" Kashmir runs an enormous trade deficit and is heavily reliant on imported goods: its imports are worth seven times more than its exports.", " The foreign exchange gained through tourism, handicrafts and agriculture may not be enough to sustain Kashmir.", 1.0
" Kashmir runs an enormous trade deficit and is heavily reliant on imported goods: its imports are worth seven times more than its exports.", " If India were to close its border with an independent Kashmir and cut off trade, the economic effects would be devastating.", 1.0
" Lashkar-e-Taiba was founded in 1994 as the militant wing of the Marqaz.", " Many Kashmiri political parties have militant wings. Once elected, they are likely to use coercive methods to clamp down on dissent.", 1.0
" The view that unifying Kashmir would be difficult (or unwise, or illegitimate) does not automatically mean that the present division of Kashmir is a legitimate one.", " Given Kashmir should not be a single region with a single government, the status quo of division between India, Pakistan and China makes sense. All parties involved should accept the present lines of control.", -1.0
" Australia has committed mass killings against its own aboriginal people, but still is seen as having a legitimate control over its territory.", " Many states have committed atrocities on their own soil, but still maintain legitimate claims on territory.", 1.0
" Bangladesh, another Muslim majority country, split from Pakistan in 1971, implying that factors other than religious congruity are relevant to Pakistani nationhood.", " The concept of Pakistan as a homeland for Muslims (Two Nation Theory) has failed.", 1.0
" These governments, unlike Kashmir, are ruling over territories which want to be part of an independent nation together.", " Many governments (notably the Governments of India, China and Pakistan) succeed in ruling over multiple diverse regions. There is no reason why a government of independent Kashmir could not achieve the same feat.", -1.0
" Pakistan has high public debt which has led in recent times to a balance-of-payments crisis.", " Kashmir would inherit the economic problems of Pakistan.", 1.0
" India is home to over 150 million Muslims.", " The concept of Pakistan as a homeland for Muslims (Two Nation Theory) has failed.", 1.0
" Kashmir is split into three areas - Kashmir Valley, the most populated area, which is predominantly Muslim, Jammu region, which is majority Hindu, and Ladakh Valley, which has a very small population, cultural ties to Tibet, and is split between Buddhists and Muslim Shia.", " Different parts of Kashmir have wildly differing cultures and economies: these different needs cannot be met by a blanket political system.", 1.0
" There are only three official crossing points between the Indian and Pakistani zones of control.", " Kashmirs territory is physically divided by militarised borders, including minefields and electrified barriers. The border is 776km long and is the most heavily militarised on earth. Dismantling this barrier would be difficult and dangerous.", 1.0
" Chinese and Indian armed forces have taken part in armed standoffs on the border as recently as 2017.", " An unstable Kashmir would be beneficial for China as it would weaken and distract Indian security forces.", 1.0
" This is in violation of the UNs Basic Principles on the Use of Force and Firearms by Law Enforcement Officials.", " The Indian state routinely responds to protests in Kashmir with lethal or semi lethal weaponry such as shotgun pellets, which are capable of blinding people.", 1.0
" The indigenous Kashmiri insurgency is not that popular and has been significantly boosted by Pakistan.", " The popular Kashmiri insurgency suggests that Kashmir does not want to be a part of India.", -1.0
" Human rights abuses by the Pakistani and Indian armed forces in Kashmir are likely to radicalize locals, encouraging them to take up arms against these forces.", " A divided Kashmir gives room for terrorist organizations to recruit more members.", 1.0
" The Government of India has exacerbated the divisions between different parts of Kashmir by distributing government aid unevenly, and developing some (mostly Hindu) parts more than others.", " Different parts of Kashmir have wildly differing cultures and economies: these different needs cannot be met by a blanket political system.", 1.0
" Between 1989, when the anti-India insurgency began, and 2002, at least 35,000 Kashmiris were killed in the fighting. The real total may be double that number.", " There has been immense violence in Kashmir due to Pakistan and Indias geopoliticking over the region.", 1.0
" If the Karakoram Pass were in Pakistani territory this would allow Chinese and Pakistani forces to link undermining Indians security along itself entire northern border.", " India would not allow Kashmir to become part of Pakistan as this would allow control of the Karakoram Pass to pass to Pakistan.", 1.0
" India would be likely to retaliate strongly if an independent Kashmir were ever to attempt to align itself with Pakistan.", " A key feature of a sovereign state (defined in the Montevideo Convention) is a capacity to enter into relations with other sovereign states. This would be particularly difficult for Kashmir to do, because of probable pressure from India, Pakistan and China.", 1.0
" This survey was taken before Article 370 was revoked.", " Surveys conducted in Indian Kashmir between 2007-2010 have shown that less than 10% of the Muslim population of Indian Kashmir would like to join Pakistan.", -1.0
" The United States and Canada have committed mass killings against Native Americans, but are still seen as having a legitimate right over their territory.", " Many states have committed atrocities on their own soil, but still maintain legitimate claims on territory.", 1.0
" An independent judiciary has not stopped the Government of India abusing the human rights of Kashmiri citizens in the past.", " India being a secular country with an independent judiciary would be effective in maintaining rights of Kashmiris once the current violence stops.", -1.0
" Pakistan is involved with anti-India terrorist groups in Kashmir.", " There has been immense violence in Kashmir due to Pakistan and Indias geopoliticking over the region.", 1.0
" It is likely that India, Pakistan and China would use foreign investment as a mean to exert control over Kashmir economically and politically.", " India, Pakistan and China are likely to invest in Kashmir.", -1.0
" Lashkar-e-Taiba, which has links to Al-Qaeda, is particularly active in the region.", " Many militants in Kashmir who have carried out attacks profess ideologies of Islamic fundamentalism and are linked to global Islamist militants.", 1.0
" Lashkar-e-Taiba, which has links to Al-Qaeda, is particularly active in the region.", " Extremist organizations, such as ISIS and Al-Qaeda, currently operate in the region.", 1.0
" Germany succeeded in dismantling a similar barrier when the country was reunified in the early 1990s.", " Kashmir has been partitioned and its administration divided for decades: establishing a single governing authority would be complex.", -1.0
" Germany succeeded in dismantling a similar barrier when the country was reunified in the early 1990s.", " Kashmirs territory is physically divided by militarised borders, including minefields and electrified barriers. The border is 776km long and is the most heavily militarised on earth. Dismantling this barrier would be difficult and dangerous.", -1.0
