premise, conclusion, weight
"但問題是誰比誰優越，不能中立", "6a26男女應該平等,男女都是人,都不是完美的,大家只是性別和智商不同,雖然大家的智商都有高有低,可智商高不代表較優越,智商低不代表不優越", 1.0
"原因在哪", "男性比女性優越", -1.0
"例如平均寿命，女性绝对得天独厚。2015年，美国女性的平均寿命预测为81.6，男性为76.9。同年在中国，女性平均寿命预测是77.6, 男性是74.6。如果你是个女性，那么很有可能你会比同龄丈夫或男伴活得更长。不仅我们人类有这个情况，其它生物也有。首先，女婴来到这个世界上时，比男婴更健壮，存活率更高。这个区别一直延伸到老年。", "6a18女性比男性優越", 1.0
"女性的言語天份比男性高", "因為女性能做得比男性較多，男性能做的女性也能做。女性穿裙、褲都可以，但男性穿裙子很奇怪。女性塗眼影、做指甲很普遍，但男性做這些東西很奇怪。", 1.0
"如果沒有男人的精子，只有卵子，都不能生育", "女性除了能做男性懂得做的事外,還有別的才能,例如能生育、手工更靈巧（做手工藝較易上手）", -1.0
"沒錯就例如：林鄭月娥能成為行政長官一樣沒有人能確定到誰比誰優越", "我認為男性和女性係平等的，因為女性做到的事男性都做到", 1.0
"我不認為，因為有研究顯示女性專注力及平衡力都比男性好。", "我認為男性和女性係平等的，因為女性做到的事男性都做到", -1.0
"6a18女性學習語言能力較強幼兒發育指標:能掌握50个词语这一里程碑，女孩是18个月，男孩是22个(平均水平)。自閉症---该病症的一个指标為语言發育落后，其發病男女比例为4比1.语言發育遲缓（非自闭症）的發病率男女比例也是大概4比1.", "6a18女性比男性優越", 1.0
"有時男生的朋友圈比女性更多", "女孩子的朋友圈能力比男孩子的高很多", -1.0
"朋友圈能力不代表那人是否優越，而是性格和交友態度的問題", "女孩子的朋友圈能力比男孩子的高很多", -1.0
"男性也可以10分細心^_^!", "身為女性，我會支持自己的性別，還有很多優處例如：能感受生育的經歷、細心、做出來的東西更巧奪天工⋯⋯而男性太粗心大意", -1.0
"蘇格蘭有男生穿短裙", "因為女性能做得比男性較多，男性能做的女性也能做。女性穿裙、褲都可以，但男性穿裙子很奇怪。女性塗眼影、做指甲很普遍，但男性做這些東西很奇怪。", -1.0
"6a26做(某些)事情奇不奇怪不代表那人是否優越", "因為女性能做得比男性較多，男性能做的女性也能做。女性穿裙、褲都可以，但男性穿裙子很奇怪。女性塗眼影、做指甲很普遍，但男性做這些東西很奇怪。", -1.0
"男生不能把寶寶生出來，難道你能？", "如果沒有男人的精子，只有卵子，都不能生育", -1.0
"因為你是女性（劉凱喬），你比fat chan 差小小", "原因在哪", 1.0
"沒有卵子只有精子也沒用", "如果沒有男人的精子，只有卵子，都不能生育", -1.0
"但沒有卵子，只有精子也不能生育， BB不是㢌出來的", "如果沒有男人的精子，只有卵子，都不能生育", -1.0
"女性壽命較長，都不代表女性較優越", "例如平均寿命，女性绝对得天独厚。2015年，美国女性的平均寿命预测为81.6，男性为76.9。同年在中国，女性平均寿命预测是77.6, 男性是74.6。如果你是个女性，那么很有可能你会比同龄丈夫或男伴活得更长。不仅我们人类有这个情况，其它生物也有。首先，女婴来到这个世界上时，比男婴更健壮，存活率更高。这个区别一直延伸到老年。", -1.0
"6a18男性意气用事，容易因為一些小事做出不理智的事，卻從不反思。", "6a18因為男性做事衝動，而女性比較冷靜。", 1.0
"不同意👎！", "6a18因為男性做事衝動，而女性比較冷靜。", -1.0
"What do you say about", "very good", -1.0
"廢話 當然不是", "沒有原因，不支持還要使用因為，證明男性非常粗心大意，較愚蠢", 1.0
"但是女性是懷胎10月生下寶寶的比男性辛苦", "如果沒有男人的精子，只有卵子，都不能生育", -1.0
"很明顯他有辦法自己弄一個BB出來", "男生不能把寶寶生出來，難道你能？", 1.0
