premise, conclusion, weight
" Les religions cherchent à atteindre l'Ultime", " Les religions poursuivent des finalités différentes", -1.0
" Les religions cherchent à atteindre l'Ultime", " Les religions poursuivent la même finalité", 1.0
" Les divergences religieuses viennent de déformations dues à l'éloignement de l'expérience mystique", " Les religions sont fondées sur la même expérience fondamentale", 1.0
" Des saints ont prêché la Croisade", " Les religions sont en conflit historique", 1.0
" Le christianisme affirme qu'il y a unité dans la diversité religieuse", " Les grandes traditions disent que les religions sont une", 1.0
" Prétendre qu'il y a une seule religion vraie est faire preuve d'intolérance", " Toutes les religions affirment la même vérité", 1.0
" Toutes les religions affirment être la seule vraie", " Les grandes traditions disent que les religions sont une", -1.0
" Les religions sont des révélations progressives de l'unique Vérité", " Toutes les religions affirment la même vérité", 1.0
" Il y a des expériences spirituelles incommensurables", " Il y a une diversité irréductible de l'Ultime", 1.0
" Il y a plusieurs Ultimes", " Il y a une diversité irréductible de l'Ultime", 1.0
" Les religions sont exclusives", " Chaque religion affirme être l'unique Vérité", 1.0
" Les religions s'opposent sur la réincarnation", " Les religions s'opposent sur des questions essentielles", 1.0
" Toutes les religions proposent une ascèse", " Les religions poursuivent des finalités différentes", -1.0
" Toutes les religions proposent une ascèse", " Les religions poursuivent la même finalité", 1.0
" Les religions s'opposent sur la personne du Christ", " Les religions s'opposent sur des questions essentielles", 1.0
" Différents saints et mystiques ont affirmé l'unité des religions", " Les religions véhiculent un message identique", 1.0
" Il y a des raisons théologiques aux conflits religieux", " Les religions sont en conflit historique", 1.0
" Les religions s'opposent sur la question de Dieu", " Les religions s'opposent sur des questions essentielles", 1.0
" Le judaïsme parle d'une hiérarchisation des dieux des nations", " Les grandes traditions disent que les religions sont une", 1.0
" Il est contradictoire de dire 'Je ne suis pas la seule vérité'", " Chaque religion affirme être l'unique Vérité", 1.0
" Les religions s'opposent sur la fin ultime de la création", " Les religions s'opposent sur des questions essentielles", 1.0
" Le soufisme croit en l'unité des religions", " Les grandes traditions disent que les religions sont une", 1.0
" L'expérience spirituelle n'est pas une", " Les expériences spirituelles divergent", 1.0
" Les religions prônent l'amour", " Les religions poursuivent des finalités différentes", -1.0
" Les religions prônent l'amour", " Les religions poursuivent la même finalité", 1.0
" Les religions s'opposent sur la question du sujet", " Les religions s'opposent sur des questions essentielles", 1.0
" Dieu délivre la vérité à tous les peuples", " Toutes les religions affirment la même vérité", 1.0
