arg1, arg2, attack_support
"am-ch540 -> ¬am-ch327", "am-ch327 -> am-ch33", "Attack"
"am-ch561 -> ¬am-ch357", "am-ch357 -> ¬am-ch45", "Attack"
"am-ch357 -> ¬am-ch45", "am-ch45 -> ¬am-ch4", "Attack"
"am-ch340 -> ¬am-ch44", "am-ch44 -> ¬am-ch4", "Attack"
"am-ch318 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch537 -> ¬am-ch318", "am-ch318 -> ¬am-ch32", "Attack"
"am-ch533 -> ¬am-ch318", "am-ch318 -> ¬am-ch32", "Attack"
"am-ch556 -> ¬am-ch348", "am-ch348 -> am-ch45", "Attack"
"am-ch348 -> am-ch45", "am-ch45 -> ¬am-ch4", "Support"
"am-ch536 -> ¬am-ch329", "am-ch329 -> am-ch38", "Attack"
"am-ch329 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch349 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch560 -> am-ch349", "am-ch349 -> ¬am-ch32", "Support"
"am-ch347 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch568 -> ¬am-ch320", "am-ch320 -> am-ch34", "Attack"
"am-ch320 -> am-ch34", "am-ch34 -> ¬am-ch4", "Support"
"am-ch566 -> ¬am-ch345", "am-ch345 -> ¬am-ch32", "Attack"
"am-ch345 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch535 -> ¬am-ch321", "am-ch321 -> am-ch33", "Attack"
"am-ch321 -> am-ch33", "am-ch33 -> ¬am-ch4", "Support"
"am-ch328 -> ¬am-ch40", "am-ch40 -> ¬am-ch4", "Attack"
"am-ch569 -> am-ch328", "am-ch328 -> ¬am-ch40", "Support"
"am-ch553 -> ¬am-ch322", "am-ch322 -> am-ch35", "Attack"
"am-ch322 -> am-ch35", "am-ch35 -> ¬am-ch4", "Support"
"am-ch562 -> ¬am-ch339", "am-ch339 -> am-ch33", "Attack"
"am-ch339 -> am-ch33", "am-ch33 -> ¬am-ch4", "Support"
"am-ch365 -> am-ch33", "am-ch33 -> ¬am-ch4", "Support"
"am-ch376 -> ¬am-ch57", "am-ch57 -> ¬am-ch4", "Attack"
"am-ch371 -> am-ch46", "am-ch46 -> ¬am-ch4", "Support"
"am-ch324 -> am-ch35", "am-ch35 -> ¬am-ch4", "Support"
"am-ch557 -> ¬am-ch333", "am-ch333 -> am-ch39", "Attack"
"am-ch333 -> am-ch39", "am-ch39 -> ¬am-ch4", "Support"
"am-ch367 -> am-ch67", "am-ch67 -> ¬am-ch4", "Support"
"am-ch364 -> ¬am-ch38", "am-ch38 -> ¬am-ch4", "Attack"
"am-ch575 -> am-ch364", "am-ch364 -> ¬am-ch38", "Support"
"am-ch336 -> ¬am-ch41", "am-ch41 -> am-ch4", "Attack"
"am-ch555 -> am-ch336", "am-ch336 -> ¬am-ch41", "Support"
"am-ch539 -> am-ch336", "am-ch336 -> ¬am-ch41", "Support"
"am-ch545 -> ¬am-ch323", "am-ch323 -> am-ch38", "Attack"
"am-ch323 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch373 -> am-ch64", "am-ch64 -> ¬am-ch4", "Support"
"am-ch325 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch558 -> am-ch325", "am-ch325 -> ¬am-ch36", "Support"
"am-ch374 -> ¬am-ch45", "am-ch45 -> ¬am-ch4", "Attack"
"am-ch570 -> ¬am-ch355", "am-ch355 -> ¬am-ch33", "Attack"
"am-ch355 -> ¬am-ch33", "am-ch33 -> ¬am-ch4", "Attack"
"am-ch341 -> ¬am-ch43", "am-ch43 -> ¬am-ch4", "Attack"
"am-ch554 -> ¬am-ch341", "am-ch341 -> ¬am-ch43", "Attack"
"am-ch550 -> ¬am-ch341", "am-ch341 -> ¬am-ch43", "Attack"
"am-ch551 -> am-ch341", "am-ch341 -> ¬am-ch43", "Support"
"am-ch552 -> ¬am-ch326", "am-ch326 -> ¬am-ch36", "Attack"
"am-ch326 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch342 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch546 -> am-ch342", "am-ch342 -> ¬am-ch36", "Support"
"am-ch361 -> ¬am-ch62", "am-ch62 -> am-ch4", "Attack"
"am-ch334 -> ¬am-ch41", "am-ch41 -> am-ch4", "Attack"
"am-ch538 -> ¬am-ch334", "am-ch334 -> ¬am-ch41", "Attack"
"am-ch571 -> ¬am-ch360", "am-ch360 -> ¬am-ch63", "Attack"
"am-ch360 -> ¬am-ch63", "am-ch63 -> am-ch4", "Attack"
"am-ch540 -> ¬am-ch327", "am-ch327 -> am-ch33", "Attack"
"am-ch327 -> am-ch33", "am-ch33 -> ¬am-ch4", "Support"
"am-ch363 -> am-ch46", "am-ch46 -> ¬am-ch4", "Support"
"am-ch331 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch559 -> am-ch331", "am-ch331 -> am-ch38", "Support"
"am-ch319 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch534 -> am-ch319", "am-ch319 -> ¬am-ch32", "Support"
"am-ch576 -> ¬am-ch366", "am-ch366 -> am-ch38", "Attack"
"am-ch366 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch572 -> ¬am-ch358", "am-ch358 -> am-ch54", "Attack"
"am-ch358 -> am-ch54", "am-ch54 -> am-ch4", "Support"
"am-ch565 -> am-ch358", "am-ch358 -> am-ch54", "Support"
"am-ch574 -> ¬am-ch362", "am-ch362 -> ¬am-ch62", "Attack"
"am-ch362 -> ¬am-ch62", "am-ch62 -> am-ch4", "Attack"
"am-ch375 -> ¬am-ch38", "am-ch38 -> ¬am-ch4", "Attack"
"am-ch564 -> ¬am-ch353", "am-ch353 -> am-ch58", "Attack"
"am-ch353 -> am-ch58", "am-ch58 -> ¬am-ch4", "Support"
"am-ch368 -> am-ch48", "am-ch48 -> ¬am-ch4", "Support"
"am-ch549 -> ¬am-ch330", "am-ch330 -> am-ch37", "Attack"
"am-ch330 -> am-ch37", "am-ch37 -> ¬am-ch4", "Support"
"am-ch338 -> am-ch45", "am-ch45 -> ¬am-ch4", "Support"
"am-ch543 -> am-ch338", "am-ch338 -> am-ch45", "Support"
"am-ch344 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch547 -> ¬am-ch344", "am-ch344 -> ¬am-ch32", "Attack"
"am-ch548 -> ¬am-ch332", "am-ch332 -> am-ch38", "Attack"
"am-ch332 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch359 -> ¬am-ch61", "am-ch61 -> ¬am-ch4", "Attack"
"am-ch370 -> ¬am-ch54", "am-ch54 -> am-ch4", "Attack"
"am-ch376 -> ¬am-ch57", "am-ch57 -> ¬am-ch4", "Attack"
"am-ch368 -> am-ch48", "am-ch48 -> ¬am-ch4", "Support"
"am-ch353 -> am-ch58", "am-ch58 -> ¬am-ch4", "Support"
"am-ch354 -> am-ch52", "am-ch52 -> ¬am-ch4", "Support"
"am-ch335 -> ¬am-ch41", "am-ch41 -> am-ch4", "Attack"
"am-ch336 -> ¬am-ch41", "am-ch41 -> am-ch4", "Attack"
"am-ch351 -> ¬am-ch41", "am-ch41 -> am-ch4", "Attack"
"am-ch334 -> ¬am-ch41", "am-ch41 -> am-ch4", "Attack"
"am-ch350 -> am-ch51", "am-ch51 -> ¬am-ch4", "Support"
"am-ch333 -> am-ch39", "am-ch39 -> ¬am-ch4", "Support"
"am-ch360 -> ¬am-ch63", "am-ch63 -> am-ch4", "Attack"
"am-ch372 -> ¬am-ch63", "am-ch63 -> am-ch4", "Attack"
"am-ch341 -> ¬am-ch43", "am-ch43 -> ¬am-ch4", "Attack"
"am-ch322 -> am-ch35", "am-ch35 -> ¬am-ch4", "Support"
"am-ch324 -> am-ch35", "am-ch35 -> ¬am-ch4", "Support"
"am-ch359 -> ¬am-ch61", "am-ch61 -> ¬am-ch4", "Attack"
"am-ch330 -> am-ch37", "am-ch37 -> ¬am-ch4", "Support"
"am-ch356 -> ¬am-ch53", "am-ch53 -> ¬am-ch4", "Attack"
"am-ch326 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch346 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch347 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch342 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch325 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch355 -> ¬am-ch33", "am-ch33 -> ¬am-ch4", "Attack"
"am-ch339 -> am-ch33", "am-ch33 -> ¬am-ch4", "Support"
"am-ch321 -> am-ch33", "am-ch33 -> ¬am-ch4", "Support"
"am-ch365 -> am-ch33", "am-ch33 -> ¬am-ch4", "Support"
"am-ch327 -> am-ch33", "am-ch33 -> ¬am-ch4", "Support"
"am-ch362 -> ¬am-ch62", "am-ch62 -> am-ch4", "Attack"
"am-ch361 -> ¬am-ch62", "am-ch62 -> am-ch4", "Attack"
"am-ch369 -> ¬am-ch54", "am-ch54 -> am-ch4", "Attack"
"am-ch370 -> ¬am-ch54", "am-ch54 -> am-ch4", "Attack"
"am-ch358 -> am-ch54", "am-ch54 -> am-ch4", "Support"
"am-ch363 -> am-ch46", "am-ch46 -> ¬am-ch4", "Support"
"am-ch371 -> am-ch46", "am-ch46 -> ¬am-ch4", "Support"
"am-ch320 -> am-ch34", "am-ch34 -> ¬am-ch4", "Support"
"am-ch349 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch344 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch319 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch345 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch318 -> ¬am-ch32", "am-ch32 -> am-ch4", "Attack"
"am-ch337 -> am-ch32", "am-ch32 -> am-ch4", "Support"
"am-ch340 -> ¬am-ch44", "am-ch44 -> ¬am-ch4", "Attack"
"am-ch352 -> ¬am-ch40", "am-ch40 -> ¬am-ch4", "Attack"
"am-ch328 -> ¬am-ch40", "am-ch40 -> ¬am-ch4", "Attack"
"am-ch357 -> ¬am-ch45", "am-ch45 -> ¬am-ch4", "Attack"
"am-ch343 -> ¬am-ch45", "am-ch45 -> ¬am-ch4", "Attack"
"am-ch374 -> ¬am-ch45", "am-ch45 -> ¬am-ch4", "Attack"
"am-ch348 -> am-ch45", "am-ch45 -> ¬am-ch4", "Support"
"am-ch338 -> am-ch45", "am-ch45 -> ¬am-ch4", "Support"
"am-ch367 -> am-ch67", "am-ch67 -> ¬am-ch4", "Support"
"am-ch373 -> am-ch64", "am-ch64 -> ¬am-ch4", "Support"
"am-ch375 -> ¬am-ch38", "am-ch38 -> ¬am-ch4", "Attack"
"am-ch364 -> ¬am-ch38", "am-ch38 -> ¬am-ch4", "Attack"
"am-ch331 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch323 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch332 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch366 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch329 -> am-ch38", "am-ch38 -> ¬am-ch4", "Support"
"am-ch356 -> ¬am-ch53", "am-ch53 -> ¬am-ch4", "Attack"
"am-ch573 -> ¬am-ch352", "am-ch352 -> ¬am-ch40", "Attack"
"am-ch567 -> ¬am-ch352", "am-ch352 -> ¬am-ch40", "Attack"
"am-ch352 -> ¬am-ch40", "am-ch40 -> ¬am-ch4", "Attack"
"am-ch372 -> ¬am-ch63", "am-ch63 -> am-ch4", "Attack"
"am-ch346 -> ¬am-ch36", "am-ch36 -> am-ch4", "Attack"
"am-ch563 -> ¬am-ch335", "am-ch335 -> ¬am-ch41", "Attack"
"am-ch541 -> ¬am-ch335", "am-ch335 -> ¬am-ch41", "Attack"
"am-ch335 -> ¬am-ch41", "am-ch41 -> am-ch4", "Attack"
"am-ch544 -> ¬am-ch343", "am-ch343 -> ¬am-ch45", "Attack"
"am-ch343 -> ¬am-ch45", "am-ch45 -> ¬am-ch4", "Attack"
"am-ch542 -> ¬am-ch337", "am-ch337 -> am-ch32", "Attack"
"am-ch337 -> am-ch32", "am-ch32 -> am-ch4", "Support"
"am-ch350 -> am-ch51", "am-ch51 -> ¬am-ch4", "Support"
"am-ch354 -> am-ch52", "am-ch52 -> ¬am-ch4", "Support"
"am-ch369 -> ¬am-ch54", "am-ch54 -> am-ch4", "Attack"
"am-ch577 -> ¬am-ch351", "am-ch351 -> ¬am-ch41", "Attack"
"am-ch351 -> ¬am-ch41", "am-ch41 -> am-ch4", "Attack"
