premise, conclusion, weight
"Les hommes sont socialisés pour être égoïstes", " Les hommes ne peuvent pas ne pas voir les violences et les discriminations sexistes", -1.0
"C'est la société qui est responsable du sexisme, pas les hommes", " Les hommes ont le devoir de réparer les injustices dont ils sont les auteurs", -1.0
"La solidarité masculine est construite sur le dénigrement et l'exclusion des femmes", " Les hommes ne peuvent rester insensibles au sort réservé à une moitié de l'humanité", -1.0
"Les hommes sont socialisés pour être égoïstes", " Les hommes ne peuvent rester insensibles au sort réservé à une moitié de l'humanité", -1.0
"Les hommes utilisent ce privilège pour conforter la domination masculine", " Les hommes ont davantage de moyens d'être entendus dans la société", -1.0
"Les hommes n'ont aucun intérêt à dénoncer le sexisme", " Les hommes ont davantage de moyens d'être entendus dans la société", -1.0
"L'ambiguïté contribue à la magie de la séduction", " Les hommes ont intérêt à en finir avec le machisme pour simplifier et libérer les rapports de séduction", -1.0
" Les violences sexistes sont omniprésentes", " Le sexisme est omniprésent", 1.0
"La majorité des hommes dominent leur compagne et freinent leur émancipation", " Les hommes peuvent faciliter et encourager l'émancipation de leur compagne", -1.0
"En renonçant à la virilité, les hommes perdraient leur pouvoir", " Les hommes ont intérêt à en finir avec le machisme pour se délivrer de l'injonction à la virilité", -1.0
