premise, conclusion, weight
" This implies donating all your money to charity beyond what you need to be maximally productive in the long run, what 1) can hardly be known certainly;and 2) is likely false, given that being poor leads to poor decision-making.", " Carried to its logical conclusion, maximising net welfare morally requires people to sacrifice their lives or livelihoods to help others. Yet our moral intuitions are that such self-sacrifice is praiseworthy, but not morally obligatory.", -1.0
" Western countries are widely blamed for failing to intervene in Rwanda and allowing a genocide to occur.", " There have been many times when countries have been criticised for their inaction over global conflicts.", 1.0
" We hold police officers responsible for failing to respond to threats to the public when they panic. When someone has a duty to protect, their physical responses are secondary to that duty.", " It is still possible for doctors, paramedics, and emergency service people to be unable to respond in some situations owing to our physical response to fear which is impossible to completely train yourself out of.", -1.0
" We hold police officers responsible for failing to respond to threats to the public when they panic. When someone has a duty to protect, their physical responses are secondary to that duty.", " There are many situations in which people assume responsibility for the lives of others even if that means risking their own lives e.g. police, soldiers. If such a person deliberately doesnt prevent the death of someone they are responsible for, then that would be morally impermissible.", 1.0
" Some have accused the UK of having blood on its hands for its inaction over the war in Yemen.", " There have been many times when countries have been criticised for their inaction over global conflicts.", 1.0
" Communicating with the individual from afar in order to obtain information which will be useful for the emergency services does not threaten the life of the bystander.", " In any given situation there are many things an individual can do to help prevent the death of another person without putting themselves in danger.", 1.0
" This conflates an important distinction between motive and intent. While the bystander may not have a motive to kill the victim, unlike the brother, they still both decide not save the victim and so they both impliedly intend to kill the victim.", " In Tooleys example, the moral equivalence of the brothers actions relies on the fact that both of them intend to kill their father. By contrast, in bystander situations, the bystander does not intend to kill the victim.", -1.0
" The doctrine of double effect (DDE) is the idea that doing something morally good can have a bad by-product while still being morally worthwhile overall. It is unclear why deliberately not preventing someones death is analogously morally good for DDE to apply.", " According to the doctrine of double effect, the fact that X is a foreseeable consequence of a persons action does not mean that that person intends for X to happen.", -1.0
" Deliberately not preventing someones death may be considered unheroic - since requiring a person to help another in peril asks for a certain degree of heroism as they may face some degree of danger to themselves.", " Deliberately not preventing someones death may go against socially accepted virtues. Since ethics may be derived from what is considered socially accepted, this may be considered unethical.", 1.0
" In English law, a duty of care and accompanying duty to act may arise from a special relationship, giving social norms and conventions, between the defendant and the victim.", " In English law, omissions - failing to act - only attract legal culpability in exceptional circumstances when a duty of care arises.", 1.0
" Deliberately not preventing someones death may be considered inherently selfish and egocentric.", " Deliberately not preventing someones death may go against socially accepted virtues. Since ethics may be derived from what is considered socially accepted, this may be considered unethical.", 1.0
" The doctrine of common purpose or joint enterprise says that even if there is no joint plan to murder, but one party kills while carrying out a plan to do something else, the other participants may still be guilty of murder or manslaughter if they had the necessary mens rea. These participants are bystanders because they did not kill the victim, and yet the law imputes them with accountability.", " To describe someone as a bystander implicitly presumes that they have diminished moral accountability because it implies that their presence is on the moral outskirts of the situation in contrast to the perpetrators or accomplices. However, identifying who the perpetrators and who the bystanders are is not black and white.", 1.0
" Aggregating the harm of two deaths compared to one is not a good way of calculating whether to save the former or the latter because only one person can suffer one death. That is, there is no one person in the scenario who suffers worse than any other (Taurek, p.306-307).", " Utilitarianism aggregates harm and pleasure experienced by moral agents. On this calculus, two deaths are worse than one.", -1.0
" The right thing to do is to pull the lever, diverting the trolley onto the side track where it will kill one person.", " It may not always be possible for a bystander to assess as simply as in the Trolley problem how their action will affect the situation, and therefore they are unable to make the rational weigh up described by this thought problem.", 1.0
" Since accomplices may receive less severe sentences than principal offenders, their actions cannot be considered ethically equivalent to one another.", " An accomplice to murder is held accountable, even if they did not take an active role.", -1.0
" There are many things a person can do to accidentally worsen the situation for an injured person, or put them at risk of further harm. Without medical training, it may be impossible for a bystander to know whether their actions will have positive or negative consequences.", " It may not always be possible for a bystander to assess as simply as in the Trolley problem how their action will affect the situation, and therefore they are unable to make the rational weigh up described by this thought problem.", 1.0
" Simply calling the emergency services as quickly as possible or raising the alarm about an incident may be the difference between life or death, and does not endanger the bystanders life.", " In any given situation there are many things an individual can do to help prevent the death of another person without putting themselves in danger.", 1.0
" A society that has imposed this law is doomed to failure.", " You shall not prevent someones death should not become universal law.", 1.0
" According to consequentialism, it is permissible to severely violate peoples rights (for example, by torturing an innocent child) if doing so increases net happiness.", " The judgements produced by consequentialist frameworks violate many of our moral intuitions.", 1.0
" Politicians in the US have started to claim that the expectation of the US as a global police is unfair, as other countries are not expected to act in similarly interventionist ways.", " While some hold the United States responsible as the global police, very rarely are other countries criticised on their inaction in global conflicts.", 1.0
" If morality is relative, then morality may be a product of social norms. Therefore, following social norms is necessary to be moral.", " It is still unethical to follow a social norm if that social norm is immoral.", -1.0
" If a person deliberately doesnt prevent someones death it is likely they understand their actions to a certain degree.", " People may not be able to tell what the likely consequences of their action or inaction are. Assigning moral blame to people who are unable to assess the moral nature of a situation seems like an inadequate assignment of culpability.", -1.0
" It seems incorrect that someone who, without full understanding of the consequences, fails to prevent someone from dying is as culpable for their death as if they had intentionally killed them with a weapon.", " People may not be able to tell what the likely consequences of their action or inaction are. Assigning moral blame to people who are unable to assess the moral nature of a situation seems like an inadequate assignment of culpability.", 1.0
" An individual being harmed is still a bad outcome;therefore, it is better to intervene than to remain inactive.", " It is possible the victim will be harmed, but not killed.", -1.0
" There is international outrage over the lack of response from the US and EU to the current Turkey offensive against the Kurdish people in Syria.", " There have been many times when countries have been criticised for their inaction over global conflicts.", 1.0
" In English law, a person may be held criminally liable where they voluntarily assumed responsibility for the deceased in any way.", " In English law, omissions - failing to act - only attract legal culpability in exceptional circumstances when a duty of care arises.", 1.0
" According to consequentialism, we do not have special duties to people close to us (like our family and close friends). Rather, we are required to care equally about everyone, even complete strangers very far from us.", " The judgements produced by consequentialist frameworks violate many of our moral intuitions.", 1.0
" While it is generally not illegal to commit adultery in the Western world, many still consider it morally unacceptable.", " The law sets a minimum standard of behaviour, while morality often requires us to act above and beyond that minimum standard.", 1.0
" An example, if the moral agent (A) douses a slug with salt and it dies as a result, As relevance to its demise is positive, since most of the ways A could have behaved would not have led to the death. By contrast, if it dies because A fails to move it from the path of a car, then most of the ways A could have behaved at the time would have led to its death, so As relevance to the death is negative.", " The moral distinction between killing and letting die depends on positive versus negative facts. An agent’s relevance to an upshot (here, death) is positive if most of the ways they could have behaved at the time would not have led to it;otherwise, the agents relevance is negative and morally permissible.", 1.0
" The negligence involved with involuntary manslaughter usually includes reckless behavior that directly results in the death of another. Being a bystander does not qualify.", " A person may be charged with involuntary manslaughter since not intervening may be considered negligent.", -1.0
" According to some libertarian moral theories, we are only morally required not to violate the negative freedoms of other people (other peoples freedom to not be forcibly interfered with).", " According to some deontological theories, we are not morally required to offer aid to other people;rather, we are only morally required to avoid directly violating peoples rights.", 1.0
" Approaching moral accountability in terms of voluntary assumption of responsibilities is overly legalistic. It overlooks that our shared humanity is legally non-excludable and creates non-excludable, unconditional obligations to save another humans life, irrespective of whether one is legally responsible for doing so.", " Even though most other spheres of social life rely on some form of legalistic, voluntary assumption of responsibilities, saving someones life should not be one of them.", 1.0
" Carried to its logical conclusion, maximising net welfare morally requires people to sacrifice their lives or livelihoods to help others. Yet our moral intuitions are that such self-sacrifice is praiseworthy, but not morally obligatory.", " In utilitarianism, a morally correct act is to increase the amount of pleasure and happiness and reduce the amount of pain and unhappiness. Since refusing to prevent the death of one person creates pain and unhappiness, this is morally wrong.", -1.0
" While some hold the United States responsible as the global police, very rarely are other countries criticised on their inaction in global conflicts.", " In cases of global conflicts and violence, we rarely blame individual countries for failing to act when they have the ability to do so. This is because knowing about the ability of others act may nullify the presumed duty of individual countries to act themselves.", 1.0
" Around 28 countries have Good Samaritan laws, where citizens are under a duty to rescue others. This indicates that it is not impracticably onerous to require people to come to the aid of strangers without having voluntarily assumed responsibility.", " People are much less culpable for failures to act than they are for actions.", -1.0
" Around 28 countries have Good Samaritan laws, where citizens are under a duty to rescue others. This indicates that it is not impracticably onerous to require people to come to the aid of strangers without having voluntarily assumed responsibility.", " It would be extremely onerous to impose on people a moral obligation to be good Samaritans towards strangers whom they never agreed to be responsible for.", -1.0
" Water safety agencies strongly recommend that, even if someone has gotten into difficulty in the water, no bystanders should get into the water to help them.", " Social norms frequently place increased responsibility on people because they are in a unique position to act.", -1.0
" Water safety agencies strongly recommend that, even if someone has gotten into difficulty in the water, no bystanders should get into the water to help them.", " If a bystander comes across someone at risk of drowning, they may have no way of knowing how strong the currents are, how cold the water is, or whether the person could hurt them in their desperation.", 1.0
" A person who has committed murder should be blamed to the same extent as a person who merely attempted to commit murder but failed because the intended victim unexpectedly tripped and fell to the floor just as the bullet arrived at head-height.", " Under the concept of moral luck, a person may be blamed for deliberately not preventing someones death even if most of the factors were beyond their control.", 1.0
" Kants categorical imperative only prohibits maxims that are self-contradictory when universalised, like lying. There is nothing self-contradictory about the maxim never intervene to save people in danger.", " Deliberately not preventing someones death violates Kants categorical imperative: “Act only according to that maxim by which you can at the same time will that it should become a universal law.”", -1.0
" A person may be charged with involuntary manslaughter since not intervening may be considered negligent.", " A person can be held accountable without being charged with murdering the person.", 1.0
" The law sets a minimum standard of behaviour, while morality often requires us to act above and beyond that minimum standard.", " What is legal and what is moral are not always the same thing.", 1.0
" The personal cost that an action imposes on an agent matters a lot in determining the ethical character of that action. For example, its plausible that we are morally required to give a small amount of money to a beggar, but not our entire life savings.", " The fact that the bystanders life may be put at risk doesnt change the ethical character of their inaction, it just makes their inaction more excusable.", -1.0
" Refusing to kill someone is ethically equivalent to saving their life.", " If not killing someone isnt the same as saving them, then not saving someone shouldnt be the same as killing them.", -1.0
" Encouraging or facilitating the killing of someone can result in being held responsible for their death.", " It is not neccessary to commit an action that would ordinarily result in death to be held responsible for someones death.", 1.0
" There have been many times when countries have been criticised for their inaction over global conflicts.", " In cases of global conflicts and violence, we rarely blame individual countries for failing to act when they have the ability to do so. This is because knowing about the ability of others act may nullify the presumed duty of individual countries to act themselves.", -1.0
" The upshot of this same maxim drew Kant to conclude that lying is always wrong. This means that if a murderer were to ask someone where the victim is, they would have to tell the murderer the truth. Therefore, deliberately not preventing someones death by lying does not violate Kants categorical imperative.", " Deliberately not preventing someones death violates Kants categorical imperative: “Act only according to that maxim by which you can at the same time will that it should become a universal law.”", -1.0
" If the bystander is unsure of the intent, it may be a better choice to intervene, as life may be at stake.", " The bystander has no way of knowing the intent of the person harming the other.", -1.0
" A criticism of deontology is that it only focuses on the self at the expense of the world becoming so much worse.", " According to some deontological theories, we are not morally required to offer aid to other people;rather, we are only morally required to avoid directly violating peoples rights.", -1.0
" In many places, the duty to rescue is part of the legal code. For example, in France or Germany, failure to help a person in need is a criminal offense.", " People are much less culpable for failures to act than they are for actions.", -1.0
" In many places, the duty to rescue is part of the legal code. For example, in France or Germany, failure to help a person in need is a criminal offense.", " Moral duties often give rise to legal duties.", 1.0
" According to Kantian ethics, offering aid to other people is an imperfect duty that we are not always required to act on.", " According to some deontological theories, we are not morally required to offer aid to other people;rather, we are only morally required to avoid directly violating peoples rights.", 1.0
" It may not always be possible for a bystander to assess as simply as in the Trolley problem how their action will affect the situation, and therefore they are unable to make the rational weigh up described by this thought problem.", " The person standing by the lever in the Trolley Problem can see that inaction will entail 5 people dying, and action (pulling the lever to divert the trolley) will entail 1 person dying. They are no longer just a bystander, but a key player in causal consequence.", -1.0
" On this view, if someone walks past a shallow pond and sees a child drowning whom they could easily save, but whom they do not know and therefore have not voluntarily assumed responsibility for, then they can walk on by. Many would intuit that only a morally corrupt person could do such a thing.", " The idea that one should not be accountable to save another unless they voluntarily assume that responsibility contradicts our moral intuitions in paradigm examples.", 1.0
" The moral distinction between killing and letting die depends on positive versus negative facts. An agent’s relevance to an upshot (here, death) is positive if most of the ways they could have behaved at the time would not have led to it;otherwise, the agents relevance is negative and morally permissible.", " The intuitive force of the Moral Symmetry Principle is evidenced by the poisoned whiskey thought experiment in which two brothers decide (independently of each other) to kill their father. The first brother poisons his father’s whiskey. The second brother catches the first in the act. The second brother had been planning to poison the whiskey himself and now merely fails to save his father from drinking the whiskey. (Tooley, p. 2)", -1.0
" It like likely the person doing so knows others will die, yet they are not considered guilty like the gunman.", " In school shootings, for example, trying to get a safe distance from the shooter is recommended over trying to interfere with the shooter.", 1.0
" Consequentialist frameworks are generally considered to be too demanding, since they require moral agents to devote themselves completely to maximising the general utility.", " Consequentialist frameworks suffer from a number of serious problems.", 1.0
" Acting in a way that was intended to and would ordinarily cause serious injury but results in death, is sufficient grounds to be charged with murder in the UK and Ireland.", " It is not neccessary to commit an action that would ordinarily result in death to be held responsible for someones death.", 1.0
" Deliberately not preventing someones death may go against socially accepted virtues. Since ethics may be derived from what is considered socially accepted, this may be considered unethical.", " Refusing to save someones life would be callous and disrespectful, and therefore immoral according to virtue ethics.", 1.0
" If a bystander comes across someone at risk of drowning, they may have no way of knowing how strong the currents are, how cold the water is, or whether the person could hurt them in their desperation.", " It can be almost impossible to assess how dangerous it may be to help someone. Bystanders should not be blamed for erring on the side of caution, even if they could have safely helped the person.", 1.0
" An analogous scenario is if a captured spy refrains from divulging information to his enemy captor, despite the fact that the captor will torture a child as long as the spy says nothing. Intuitively, it feels like the captors actions are morally worse than the spys. Therefore, the moral reasoning behind the poisoned whiskey thought experiment is weak.", " The intuitive force of the Moral Symmetry Principle is evidenced by the poisoned whiskey thought experiment in which two brothers decide (independently of each other) to kill their father. The first brother poisons his father’s whiskey. The second brother catches the first in the act. The second brother had been planning to poison the whiskey himself and now merely fails to save his father from drinking the whiskey. (Tooley, p. 2)", -1.0
" Its often argued that states dont have a responsibility to intervene in conflicts because doing so violates the sovereignty of other states. By contrast, no concerns about sovereignty arise in a context where one person lets another person die.", " In cases of global conflicts and violence, we rarely blame individual countries for failing to act when they have the ability to do so. This is because knowing about the ability of others act may nullify the presumed duty of individual countries to act themselves.", -1.0
" In English law, omissions - failing to act - only attract legal culpability in exceptional circumstances when a duty of care arises.", " People are much less culpable for failures to act than they are for actions.", 1.0
" In English law, omissions - failing to act - only attract legal culpability in exceptional circumstances when a duty of care arises.", " Failing to act doesnt usually attract culpability unless there was a duty to act in the first place.", 1.0
" The bystander could increase the magnitude of their suffering before dying, which would amount to causing more harm overall.", " If someone is going to die anyway, it is not possible for the bystander to cause more harm.", -1.0
" If an action which leads to a particular outcome is excusable in one case, but not in another, it implies that they are not ethically equivalent.", " If someone kills someone else in self-defence, the fact their life was at risk doesnt mean they havent killed them, just that they can be excused. Something can be morally permissible and still ethically equivalent to murder.", -1.0
" For example, suppose that 1 unit of a particular poison is lethal. If 7 different murderers each force a given person to ingest 1/7th of a unit of poison, then all of them are morally responsible for that persons death, even though each murderers action was only harmful because the other 6 murderers also did the same thing.", " That just means that everyone in the group is accountable, just as they would be in a murder.", 1.0
" If someone does not know how to prevent anothers death, then preventing it is not a pathway that is open to them, and so they cannot deliberately avoid it.", " If a bystander genuinely does not know what to do, then they cannot meaningfully be said to deliberately not prevent someones death.", 1.0
" Society expects children to provide physical and emotional support to their elderly parents because of a perceived uniqueness to their relationship.", " Social norms frequently place increased responsibility on people because they are in a unique position to act.", 1.0
" According to Thomas Scanlon, it is immoral to violate any principle which no one in society could reasonably reject. No one could reasonably reject a principle which says always rescue people in danger.", " By engaging in cooperative relationships with other people, a person implicitly accepts the responsibilities that come with living in a shared society. One of those responsibilities is the responsibility to rescue people who are in danger.", 1.0
" The bystander did not intend for this situation to come about, and did nothing to contribute to the individual being in danger. A person does not have a hand in creating a situation simply because they observe it.", " In both cases, the actor intends to produce a state of the world where someone dies. There is therefore no relevant moral difference in the actors intentions.", -1.0
" People who attempt to commit very serious crimes forfeit some of their moral rights, since theyve chosen to violate the social agreements that give rise to those rights.", " Killing in self-defence is permissible because killing an attempted murderer isnt very morally problematic. By contrast, allowing an innocent person to die is extremely morally problematic.", 1.0
" If a bystander fails to intervene when there is only a 5% chance that they will die, they are effectively saying that their life is worth 20 times as much as the life of the person in trouble. This is morally unreasonable, since all lives are worth an equal amount.", " If intervening creates a small probability that the bystander will die, but failing to intervene results in certain death for the person in trouble, the bystander still has an obligation to intervene.", 1.0
" Counterfactual accounts of causation are inadequate when it comes to assessing moral responsibility.", " According to counterfactual theories of causation, failing to save someone causes that person to die in exactly the same way as murdering someone causes that person to die. Refusing to save someone is therefore morally equivalent to murdering them.", -1.0
" If an individual is paralysed by fear or anxiety in a stressful situation, they may still desire to help the person, but just find themselves unable to do so. They do not have the intention to deny the individual their life, and cannot be considered as being unethical.", " Individuals who are prevented from acting by a physical response cannot be considered as deliberately not acting.", 1.0
" Since laws come into being through democratic processes, they do represent the broadest consensus of societys moral values.", " What is legal and what is moral are not always the same thing.", -1.0
" Utilitarianism aggregates harm and pleasure experienced by moral agents. On this calculus, two deaths are worse than one.", " Intervening may result in more than one life lost.", 1.0
" As David Sobel argues, moral frameworks which allow us not to help people in need are actually very demanding, since they require that the people in need simply accept their suffering.", " Allowing a bystander to fail to intervene demands of the person in danger that they sacrifice their own life in order to avoid mildly inconveniencing the bystander. So if morality cannot be too demanding, this implies that the bystander does have a moral obligation to intervene.", 1.0
" According to Bernard Williams, utilitarianisms doctrine of negative responsibility robs people of their integrity by preventing them from having self-directed goals and projects.", " Utilitarianism imposes on moral agents a kind of moral responsibility called negative answerability, which makes them accountable for any state of affairs arising from not doing something. This makes moral agents accountable for an enormous range of consequential states of affairs amounting to crushing moral pressure (White, p. 21-23).", 1.0
" The bystander has no reason to believe that the other people present will be more able to help than them: for all they know every other person will also refuse to help. Deciding to leave action to other people, therefore, is equivalent to deciding not to help at all, and so each bystander is entirely responsible for inaction.", " The decision to defer any responsibility to others in a time-sensitive situation is also unethical.", 1.0
" It is still unethical to follow a social norm if that social norm is immoral.", " According to the sociological concept of bystander effect or bystander apathy, individuals may be less likely to offer help to a victim when other people are present. Therefore, it is unfair to expect bystanders to intervene where several other people are present.", -1.0
" Having an emotional reaction which places a physical block on your ability to do something is just as strong a mitigating factor as the one we apply to individuals who never come across the endangered person, because neither ultimately have a choice to help.", " Individuals who are prevented from acting by a physical response cannot be considered as deliberately not acting.", 1.0
" Death by legal injection requires witnesses.", " Legally killing someone and illegally killing someone fall under a different standard of rules, therefore the bystanders inclusive or exclusion is considered differently.", 1.0
" The judgements produced by consequentialist frameworks violate many of our moral intuitions.", " Consequentialist frameworks suffer from a number of serious problems.", 1.0
" A person may have civil liability in tort law for failing to rescue someone who could face potential injury or death without being rescued - under the concept of duty to rescue.", " Moral duties often give rise to legal duties.", 1.0
" A person may have civil liability in tort law for failing to rescue someone who could face potential injury or death without being rescued - under the concept of duty to rescue.", " A person can be held accountable without being charged with murdering the person.", 1.0
" It may be true that the bystanders selfish reason not to intervene outweighs their moral reason to intervene. This doesnt change the fact that they have a strong moral reason to intervene.", " The fact that the bystanders life may be put at risk doesnt change the ethical character of their inaction, it just makes their inaction more excusable.", 1.0
" Self-defence only requires the killer to prove that they believed that there was an imminent threat to their safety. It is very possible that someone would not prevent someone elses death based on the same belief. It follows that if they perceive that risk, it would be permissible for them to let that person die.", " Killing in self-defence is permissible because killing an attempted murderer isnt very morally problematic. By contrast, allowing an innocent person to die is extremely morally problematic.", -1.0
" It is still possible for doctors, paramedics, and emergency service people to be unable to respond in some situations owing to our physical response to fear which is impossible to completely train yourself out of.", " In shocking or scary situations, some individuals may be paralysed by fear and panic, and unable to act. It is unfair to deem these people as unethical for a physical response they cannot control.", 1.0
" It should not be a universal law that people have an obligation to prevent others from dying.", " Deliberately not preventing someones death violates Kants categorical imperative: “Act only according to that maxim by which you can at the same time will that it should become a universal law.”", -1.0
" Society expects that, when a person in a car passes an injured cyclist or pedestrian on a lonely patch of road, the person in the car stops to help.", " Social norms frequently place increased responsibility on people because they are in a unique position to act.", 1.0
" In the spur of the moment, people are rarely in a position to reflect on the probable consequences of their actions. Therefore, it is unreasonable to construct a moral framework on probabilities.", " If intervening creates a small probability that the bystander will die, but failing to intervene results in certain death for the person in trouble, the bystander still has an obligation to intervene.", -1.0
" It may not be possible to determine how many people are at the scene of the incident, and therefore hard for a bystander to assess whether or not they have the physical strength to protect the victim.", " It can be almost impossible to assess how dangerous it may be to help someone. Bystanders should not be blamed for erring on the side of caution, even if they could have safely helped the person.", 1.0
" People may not be able to tell what the likely consequences of their action or inaction are. Assigning moral blame to people who are unable to assess the moral nature of a situation seems like an inadequate assignment of culpability.", " Consequentialist frameworks suffer from a number of serious problems.", 1.0
" Moral considerations may be individual;the law is always universal.", " What is legal and what is moral are not always the same thing.", 1.0
" The practice of euthanasia can undermine the sanctity of human life.", " Ending the lives of a terminally ill people can cause harm to others which may mean that it is not morally justifiable.", 1.0
" This analogy does not necessarily apply to individuals who do not have the mens rea - the criminal intention to do wrong.", " The intuitive force of the Moral Symmetry Principle is evidenced by the poisoned whiskey thought experiment in which two brothers decide (independently of each other) to kill their father. The first brother poisons his father’s whiskey. The second brother catches the first in the act. The second brother had been planning to poison the whiskey himself and now merely fails to save his father from drinking the whiskey. (Tooley, p. 2)", -1.0
