premise, conclusion, weight
" Le personnel politique n'est pas représentatif de la population", " Le pouvoir politique français manque de représentativité", 1.0
" Nous ne connaissons pas assez les actions menées par nos élus", " Le pouvoir politique français manque de contrôle", 1.0
" Las élections françaises se font par le suffrage universel", " Les élections françaises sont libres et transparentes", 1.0
"La France n'est ni une dictature ni une démocratie", " La France n'est pas une dictature", -1.0
" Nous n'élisons pas toutes les personnes qui sont au pouvoir politique en France", " Le pouvoir politique français manque de contrôle", 1.0
"La participation aux scrutins reste importante", " Le pouvoir politique français manque de participation", -1.0
" Sommes-nous en démocratie ?", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
"", " L'Europe occidentale est-elle en déclin ?", 1.0
" Le pouvoir politique français manque de représentativité", " Sommes-nous en démocratie ?", -1.0
" Les libertés fondamentales sont respectées en France", " Sommes-nous en démocratie ?", 1.0
" Les élections françaises sont libres et transparentes", " Sommes-nous en démocratie ?", 1.0
" Les pouvoirs législatif, exécutif et législatif sont indépendants en France", " Sommes-nous en démocratie ?", 1.0
" Les citoyens français ne sont pas assez consultés", " Sommes-nous en démocratie ?", -1.0
" Le pouvoir politique français manque de participation", " Sommes-nous en démocratie ?", -1.0
" Il existe un pluralisme politique, syndical et médiatique en France", " Sommes-nous en démocratie ?", 1.0
" La France n'est pas une dictature", " Sommes-nous en démocratie ?", 1.0
" Le pouvoir politique français est entre les mains d'une minorité", " Sommes-nous en démocratie ?", -1.0
" Le pouvoir politique français manque de contrôle", " Sommes-nous en démocratie ?", -1.0
" Il existe des contre-pouvoirs en France", " Sommes-nous en démocratie ?", 1.0
" La démocratie véritable est la démocratie directe", " Sommes-nous en démocratie ?", -1.0
" Il n'y a pas assez de consultations citoyennes en France", " Les citoyens français ne sont pas assez consultés", 1.0
"Le scrutin est libre, secret et contrôlé", " Les élections françaises sont libres et transparentes", 1.0
"Les pétitions en ligne connaissent un succès", " Le pouvoir politique français manque de participation", -1.0
" Le taux d'appartenance à un parti politique ou à un syndicat est de plus en plus bas en France", " Le pouvoir politique français manque de participation", 1.0
" Les grands partis dominent sur les petits", " Le pouvoir politique français manque de représentativité", 1.0
"La démocratie directe n'est pas applicable dans une société reposant sur la spécialisation des tâches", " La démocratie véritable est la démocratie directe", -1.0
" Les citoyens français ne votent que tous les cinq ans", " Les citoyens français ne sont pas assez consultés", 1.0
"La France a été condamné de multiples fois récemment par la Cour Européenne des Droits de l'Homme", " Les libertés fondamentales sont respectées en France", -1.0
"Certaines élections sont indirectes", " Les citoyens français ne sont pas assez consultés", 1.0
" La Cinquième République est monarchique", " Le pouvoir politique français est entre les mains d'une minorité", 1.0
" Il existe un pluralisme de l'information en France", " Il existe un pluralisme politique, syndical et médiatique en France", 1.0
"Les contre-pouvoirs ne sont ni contrôlés par, ni représentatifs du peuple.", " Il existe des contre-pouvoirs en France", -1.0
"Le pouvoir est entre les mains des partis politiques", " Le pouvoir politique français est entre les mains d'une minorité", 1.0
" Le personnel politique est déconnecté de la vie réelle de la population", " Le pouvoir politique français manque de représentativité", 1.0
"La démocratie directe n'est pas applicable à l'échelle d'un pays", " La démocratie véritable est la démocratie directe", -1.0
"La démocratie directe athénienne reposait sur le travail des femmes et des esclaves", " La démocratie véritable est la démocratie directe", -1.0
"Les citoyens ne sont pas assez éduqués pour la démocratie directe", " La démocratie véritable est la démocratie directe", -1.0
" L'abstention ne fait que progresser en France", " Il n'y a pas assez de consultations citoyennes en France", -1.0
" L'abstention ne fait que progresser en France", " Le pouvoir politique français manque de participation", 1.0
"L'élection n'est pas démocratique mais aristocratique", " Les élections françaises sont libres et transparentes", -1.0
" Il est difficile de se présenter à une élection en France", " Le pouvoir politique français manque de participation", 1.0
"Les citoyens ne souhaitent pas plus participer", " Le pouvoir politique français manque de participation", -1.0
" Les citoyens français se désintéressent de la politique", " Le pouvoir politique français manque de participation", 1.0
