premise, conclusion, weight
" People live and then they die, that is the nature of life. Due to technological advances, bodies can be kept alive almost independent of the vitality inside. Next to expensive, this keeping-people-alive-no-matter-what can also get ethically questionable, for example when life extension is nothing more than prolonged suffering. Therefore, instead of sacrificing ethical standards to stretch life, society might benefit more from clear policies on when to intervene and when not to.", " Fewer people would pass away because they couldnt get a vital organ in time.", -1.0
" For you to be a you (and therefore maintain ownership) you need to be a sentient being. When we die, we cease to be sentient and we lose ownership of everything we own, including our bodies. The government collects death duties according to what legislation it sets. Collecting organs is no different to that. What is left is then disposed of alongside the rest of a persons estate.", " The government does not own anyone. Your body is yours.", -1.0
" In places where it is being introduced, there are transition periods to ensure nobody is treated unfairly.", " Anyone opposed, either for religious or other purposes, would have an easy way to opt out.", 1.0
" The health industry is already plagued by large scale fraud and systemic conflicts of interest between providing care and the associated commercial interest. To limit abuse, its good to keep organ transplantation restricted to explicit consent.", " Possibility for ethical issues for medical personnel, for example in an instance where potentially not reviving a patient with viable/donate-able organs would benefit other patients waiting for compatible organ donation.", 1.0
" Opt-out systems often distinguish between explicit opt-in and default. If the person that passed away did not explicitly sign his opt-in, the family will be contacted and asked for permission. This way, if the deceased person indeed actually wanted to opt-out but did not sign his opt-out form in time, his/her family can opt-out in his/her place.", " Someone who is opposed may pass away before having the opportunity to opt out (unexpected or untimely death).", -1.0
" In an opt-out society it would be less likely that we have such a deficit that this would tempt them.", " Possibility for ethical issues for medical personnel, for example in an instance where potentially not reviving a patient with viable/donate-able organs would benefit other patients waiting for compatible organ donation.", -1.0
" This proposal doesnt force the governments will on anybody, as every citizen still has an opt-out.", " The government does not own anyone. Your body is yours.", -1.0
" In an opt-out system people are fully capable of opting out, not doing this shows consent.", " Using parts of a recently deceased persons body without their, or their familys, explicit consent could easily be considered desecration of a corpse.", -1.0
" There is nothing sacred about a deceased human body.", " Using parts of a recently deceased persons body without their, or their familys, explicit consent could easily be considered desecration of a corpse.", -1.0
" The death of a loved one is an emotional time. The emotional benefit can help soften grief, as families feel the death has served some type of positive role.", " The family of the deceased could get an emotional benefit from choosing to donate organs, which an opt-out program would not allow for.", 1.0
" This doesnt eliminate the voices of those who do not support it, and whose reservations deserve to be given weight.", " There is high support amongst civilians for opt-out organ donation schemes.", -1.0
" Over 17,000 responses were received by the UK government when determining whether or not to introduce an opt-out system.", " There is high support amongst civilians for opt-out organ donation schemes.", 1.0
" Some people think their body is sacred and that should be respected.", " There is nothing sacred about a deceased human body.", -1.0
" In fact, most major religions encourage organ donations or consider them to be up to ones decision.", " Different religions have a plethora of different beliefs regarding organ donation, all of which can be accommodated with an opt-out system.", 1.0
" Sixteen people a day die in the US from lack of available organs.", " There is a shortage of organ donations in most countries.", 1.0
" This is an infringement of bodily autonomy.", " Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.", 1.0
" This is a risk worth taking.", " Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.", -1.0
" In the UK, more than 6,500 people need a transplant, yet only 3,500 transplants are carried out annually due to a shortage of organs donated.", " There is a shortage of organ donations in most countries.", 1.0
" The change of a system that directly affects the populace and have no technical expertise necessarily inherent to its discussion should be discussed by the people by means of a referendum.", " Such difficult issues cannot be fairly decided by popularity.", -1.0
