premise, conclusion, weight
" Les femmes doivent pouvoir être libres de porter le voile islamique car elles doivent pouvoir disposer librement de leur corps", " Les femmes doivent être libres de s'habiller comme elles le souhaitent", 1.0
" La majorité des femmes choisissent librement de porter le voile islamique", " Les femmes doivent être libres de s'habiller comme elles le souhaitent", 1.0
" Les hommes ne sont pas soumis à des obligations du même type que le voile islamique", " Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes", 1.0
" Les hommes ne sont pas soumis à des obligations du même type que le voile islamique", " Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes", 1.0
" Les femmes doivent toujours se justifier de leur tenue", " Les femmes voilées sont déjà bien assez stigmatisées dans la société française", 1.0
" Les femmes, et les femmes voilées en particulier, sont toujours considérées coupables", " Les femmes voilées sont déjà bien assez stigmatisées dans la société française", 1.0
" La campagne contre le voile islamique est une campagne raciste et islamophobe", " La question du voile est utilisée à des fins de division et de diversion", 1.0
" On peut être féministe et voilée", " Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes", -1.0
" On peut être féministe et voilée", " Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes", -1.0
" On peut être féministe et voilée", " Les femmes doivent être libres de s'habiller comme elles le souhaitent", 1.0
"Les femmes qui refusent de porter le voile sont brimées et opprimées", " Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes", 1.0
"On ne peut pas être féministe et défendre le voile", " Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes", 1.0
" De nombreuses féministes dans le monde ont exprimé leur rage face à la complaisance de la gauche française vis-à-vis du voile islamique", " On doit être solidaire des femmes qui se battent pour ne pas porter le voile islamique", 1.0
"Le voile n'est qu'un vêtement comme un autre", " Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes", -1.0
" Parler d'un féminisme islamique est une régression de la pensée féministe", " On peut être féministe et voilée", -1.0
" Derrière la défense de la liberté des femmes à se voiler se cache un profond mépris à l'égard des populations démunies", " La majorité des femmes choisissent librement de porter le voile islamique", -1.0
" Le voilement exacerbe les regards salaces et insistants", " Le voile islamique protège les femmes des pressions exercées par les hommes", -1.0
" On ne peut pas comparer la situation des femmes voilées en France et dans les pays musulmans", " Des femmes se battent au péril de leur vie dans le monde pour ne pas porter le voile", -1.0
" On ne peut pas comparer la situation des femmes voilées en France et dans les pays musulmans", " On ne peut pas condamner le port du voile islamique dans le monde et le défendre en France", -1.0
" Les femmes voilées en France ne sont pas responsables du sexisme des talibans", " Des femmes se battent au péril de leur vie dans le monde pour ne pas porter le voile", -1.0
" Accuser de racisme les opposants au voile islamique est un piège", " La campagne contre le voile islamique est une campagne raciste et islamophobe", -1.0
" Le combat féministe pour porter la minijupe est un combat contre une conception patriarcale de la pudeur, contrairement au voile islamique", " Le voile islamique n'est pas plus oppressif que bien d'autres vêtements", -1.0
" Il faut amener les femmes à prendre conscience de l'oppression que constitue le voile islamique", " La majorité des femmes choisissent librement de porter le voile islamique", -1.0
" Le terme « islamophobie » est ambigu", " La campagne contre le voile islamique est une campagne raciste et islamophobe", -1.0
" Le terme « islamophobie » est ambigu", " Il faut préférer la lutte antiraciste à la lutte contre l'islamophobie", 1.0
