premise, conclusion, weight
" Le réchauffement climatique se vérifie par de nombreuses observations", " Le réchauffement climatique est un mythe", -1.0
" Les critiques sont peu sérieuses scientifiquement et motivées idéologiquement", " Les études scientifiques qui montrent le lien entre le réchauffement climatique et l'activité humaine sont très critiquées", -1.0
"La nature anthropique du changement climatique fait l'objet d'un consensus scientifique", " Les études scientifiques qui montrent le lien entre le réchauffement climatique et l'activité humaine sont très critiquées", -1.0
" L'effet de serre terrestre est saturé", " On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère", -1.0
" La thèse du réchauffement climatique fait l'objet d'un consensus scientifique", " Le réchauffement climatique est un mythe", -1.0
"Le taux de CO2 dans l'atmosphère est corrélé à la température sur terre", " On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère", 1.0
" Le réchauffement climatique est dû à l'activité solaire", " Le réchauffement climatique a des causes naturelles", 1.0
" Les simulations numériques montrent que l'activité humaine est nécessaire pour expliquer le réchauffement climatique à partir de 1976", " Le réchauffement climatique ne peut être expliqué à partir des seules causes naturelles", 1.0
" Le réchauffement climatique s'observe aussi sur Mars", " Le réchauffement climatique a des causes naturelles", 1.0
"L'influence des gaz à effet de serre sur le réchauffement climatique est surestimée par le GIEC", " On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère", -1.0
" Les rapports du GIEC sont approuvés par les principales académies des sciences", " Il existe un consensus scientifique sur le lien entre le réchauffement climatique et l'activité humaine", 1.0
"Les climatosceptiques ont des intérêts à nier le réchauffement du climat", " Le réchauffement climatique est un mythe", -1.0
" La concentration de gaz à effet de serre dans l'atmosphère a explosé depuis l'âge industriel", " On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère", 1.0
"Le réchauffement climatique est confirmé par de nombreuses simulations numériques", " Le réchauffement climatique est un mythe", -1.0
" Il y a une pause dans le réchauffement climatique", " Le réchauffement climatique est un mythe", 1.0
" Les activités humaines émettent des milliards de tonnes équivalent CO2 par an", " On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère", 1.0
" La vapeur d'eau atmosphérique fait fortement diminuer l'effet de serre", " On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère", -1.0
" Les éudes affirmant l'existence du réchauffement climatique commettent des erreurs méthodologiques", " Le réchauffement climatique est un mythe", 1.0
" Le réchauffement du climat est corroboré par de nombreux indicateurs", " Le réchauffement climatique est un mythe", -1.0
" L'influence humaine sur le réchauffement climatique fait l'objet d'un large consensus chez les scientifiques ayant des compétences sur la question", " Il existe un consensus scientifique sur le lien entre le réchauffement climatique et l'activité humaine", 1.0
"L'influence humaine sur le réchauffement climatique est attestée par tous les rapports du GIEC", " Il existe un consensus scientifique sur le lien entre le réchauffement climatique et l'activité humaine", 1.0
" Les scientifiques qui ne reconnaissent pas le réchauffement climatique subissent des pressions et sont marginalisés", " Le réchauffement climatique est un mythe", 1.0
" Le réchauffement climatique est un mythe", " Le réchauffement climatique est-il dû à l'activité humaine ?", -1.0
" Il existe un consensus scientifique sur le lien entre le réchauffement climatique et l'activité humaine", " Le réchauffement climatique est-il dû à l'activité humaine ?", 1.0
" On constate des écarts de température entre les jours de semaine et les weekends", " Le réchauffement climatique est-il dû à l'activité humaine ?", 1.0
" Le réchauffement climatique ne peut être expliqué à partir des seules causes naturelles", " Le réchauffement climatique est-il dû à l'activité humaine ?", 1.0
" Les études scientifiques qui montrent le lien entre le réchauffement climatique et l'activité humaine sont très critiquées", " Le réchauffement climatique est-il dû à l'activité humaine ?", -1.0
" On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère", " Le réchauffement climatique est-il dû à l'activité humaine ?", 1.0
" Le réchauffement climatique a des causes naturelles", " Le réchauffement climatique est-il dû à l'activité humaine ?", -1.0
