premise, conclusion, weight
" The Polish government claims that these reforms in fact strengthen the judiciarys independence. For example, before these reforms, judges could at times be transferred between departments non-consensually. This is no longer possible. Moreover, they argue that the reforms make it more, not less, difficult for court administrators to impose their will on the judiciary.", " Polands Law and Justice party has been making sweeping reforms in recent years in order to stack Polish courts through appointments.", -1.0
" The legal systems success rests on its ability to monopolize justice and the use of force in society. If people lose faith in the legal system they will seek alternate methods of resolving disputes.", " Understanding the law can help inspire faith in the rule of law which is important to any society.", 1.0
" Even if judges havent received financial assistance in the past from a party in a case they are adjudicating, their decisions may still be biased as they consider the possibility of future campaign funding or of that party funding a rival candidate.", " Legislation can prevent this, such as the Due Process clause in the Fourteenth Amendment to the United States constitution, which has been interpreted as requiring judges to recuse themselves from cases where they have an economic interest in the outcome of the trial.", -1.0
" Executives whose party comes into power with a majority in legislative bodies can easily bypass the scrutiny of a confirmation process.", " Some systems, like the US federal judiciary, have a confirmation process which requires confirmation of nominees by representative bodies.", -1.0
" President Bush did this over the course of 8 years. President Trump did this quickly into the first year of his first term. This is what makes his appointments unprecedented.", " Only four (out of 58) of Trumps judge nominations have been deemed unqualified. This isnt a particularity large number, with George W Bush having seven of his nominations deemed unqualified.", -1.0
" Popular opinion is usually what enshrined these rights in the first place. It should also be able to revoke them.", " Many democratic nations have the guarantee of human rights enshrined within their constitutions.", -1.0
" Judges incentivized by the local populations desire for increased economic investment in their community would be more likely to overlook abuses by companies if they bring a lot of jobs and money into the community.", " Given the high impact on local economies that come with judicial decisions, it is especially important that voters do not directly elect judges. This is because voters would be highly motivated to elect biased judges towards job creating large companies.", 1.0
" The political economy of lawmaking processes presses the law toward greater complexity with little regard to whether any particular complexity is worth its costs, meaning we end up with more complexity in law than we need. Elections can provide a counterbalance to this process. (Schuck, p.8)", " Additional complexity may make the law more fair, but comes at the cost of comprehensibility. Because the legal system suffers when few understand it, it is important to have a mechanism which balances simplicity and fairness. Elections can serve as that mechanism.", 1.0
" The idea of same-sex marriage was seen as something that was an affront to nature and God by most cultures and dominant religions. Now most first world democracies are moving towards legalization of that and have created a new right that was previously seen as non existent.", " Many social opinions seen as inalienable now were considered obscene and impossible a few years ago. Similarly, many values held in society thought to be inalienable are seen as inapplicable now.", 1.0
" Westlaw costs upwards of $300.00 per month to access.", " There are resources that allow anyone to search for cases that particular judges have presided over, such as legalsolutions.thomsonreuters.com but this information and technology is not free for the public to access, so most people would not be inclined to use it.", 1.0
" The fact that individuals care about a loss of agency implies that they value agency. Surely those same individuals would be equally upset by the existence of a system that limited their agency from the start.", " In an appointment system individuals go from having no choice in candidate to no choice in candidate once affirmative action is implemented. In an election system they will go from having total choice over the candidate to having a limited choice (through reserved seats). Therefore, affirmative action is more likely to happen in the first place in an appointment system because individuals will notice less of a loss in agency.", -1.0
" Most judges take great pride in their reputations and wouldnt wish to risk tainting that reputation by appearing biased.", " Judges have a strong incentive not to appear biased, as such they are likely to recuse themselves if they fear they cannot be objective.", 1.0
" Public financing is commonly used in many other democracies. The US is not a representative case study.", " Public financing is rarely used in the US as the financial advantages of private fundraising frequently prompt candidates to opt out of public financing programs, which often include expenditure limits for participants.", -1.0
" The independence of Argentinas judiciary continues to be dubious. It currently ranks 100th out of 137 countries in judicial independence (WEF, 2017).", " Argentinas courts have faced many challenges to their independence.", 1.0
" The West Virginia Supreme Court retried the case, with Justice Benjamin forced to recuse himself for the trial, and the verdict remained the same.", " In 2009, then West Virginia Supreme Court Justice Brent Benjamin ruled in favour of a major backer to his election campaign in a fraud case.", -1.0
" In the 1990s, newly elected Argentinian president Carlos Menem pushed through one of the brashest court-packing moves in recent memory. His Congress added four more seats to the five-member Supreme Court. This, plus the replacement of one of the pre-existing justices, enabled Mr Menem to create a notorious “automatic majority” of mostly legally undistinguished loyalists, who religiously backed his executive initiatives of dubious constitutionality.", " Argentinas courts have faced many challenges to their independence.", 1.0
" The system of monarchy was once the dominant one in the world. Many kings derived their right to rule as a result of divine mandate. A king therefore was seen to have had the right to rule. Monarchy is now an outdated system and values that accompanied it are no longer dominant.", " Many social opinions seen as inalienable now were considered obscene and impossible a few years ago. Similarly, many values held in society thought to be inalienable are seen as inapplicable now.", 1.0
" Accusations of affirmative action are more likely under an appointment system, as under a public system the people may exercise choice over the sorts of judges that are chosen to serve. Under an appointment system, the public has no input and would therefore be more likely to assume that the candidate does not merit the office.", " If it is known that a minimum number of candidates appearing on the ballot must be women, voters may be skeptical of a womans ability and believe her to only be there as a result of affirmative action, thus harming her chance of being elected and her legitimacy once elected.", -1.0
" Other elected officials such as Senators are elected on longer terms with rolling elections, so that only one third of positions are filled in any one election.", " This can be mitigated by limiting the number of judges who are appointed in any particular election.", 1.0
" In 2006, then-President Néstor Kirchner changed the number of members on the council responsible for judicial nominations, in order to provide the executive branch with veto power. This mechanism allowed him to alter the composition of lower courts in his favor.", " Argentinas courts have faced many challenges to their independence.", 1.0
" Without any pressure to reduce complexity in the legal system, it is likely that additional complexity which produces outcomes which are either only marginally more fair or no more fair at all will continue to grow. Once Judges become more aware of the trade-off between complexity and comprehensibility in their decisions as a result of elections, these will also be the first decisions to change.", " Additional complexity may make the law more fair, but comes at the cost of comprehensibility. Because the legal system suffers when few understand it, it is important to have a mechanism which balances simplicity and fairness. Elections can serve as that mechanism.", 1.0
" While individuals currently in the process of immigration cannot vote, former immigrants and individuals in immigrant families feel passionately about immigrant rights.", " In many places, recent immigrants are not eligible to vote. This gives judges little motivation to rule in their favor.", -1.0
" This is already done for a variety of categories such as age and birthplace in most states. It is unclear why race and gender are any different.", " Imposing restrictions on who may apply to be elected defeats the purpose of a democratic system by curtailing the freedom of voters to select their own representatives.", -1.0
" While services such as Westlaw can provide a convenient way to access legal information, it is not necessary to pay for a service to access court decisions.", " There are resources that allow anyone to search for cases that particular judges have presided over, such as legalsolutions.thomsonreuters.com but this information and technology is not free for the public to access, so most people would not be inclined to use it.", -1.0
" The results of the study suggest that donors do in fact have distorting influence on judicial decision making, indicating that even if public financing can mitigate this effect, appointment based systems are an overall superior solution.", " A study of judges in North Carolina found that judges  became much less favourable towards attorneys who had donated to their campaigns after they began to accept public financing.", -1.0
" As a result of a  United States Supreme Court ruling on Caperton v. A.T. Massey Coal Co. , judges are now required to recuse themselves from cases where they have an economic interest in the outcome of the trial.", " In 2009, then West Virginia Supreme Court Justice Brent Benjamin ruled in favour of a major backer to his election campaign in a fraud case.", -1.0
" As a result of a  United States Supreme Court ruling on Caperton v. A.T. Massey Coal Co. , judges are now required to recuse themselves from cases where they have an economic interest in the outcome of the trial.", " Legislation can prevent this, such as the Due Process clause in the Fourteenth Amendment to the United States constitution, which has been interpreted as requiring judges to recuse themselves from cases where they have an economic interest in the outcome of the trial.", 1.0
" Lifetime appointments mean that even if judges can be removed from office for serious breaches of the law or behavioural impropriety, they cannot be held accountable for a patterns of decisions which while not criminal, are judged to not be ultimately in the best interest of the public. Elections alone can create that sort of accountability.", " Most state judges can be removed from office for misconduct.", -1.0
" Lifetime appointments mean that even if judges can be removed from office for serious breaches of the law or behavioural impropriety, they cannot be held accountable for a patterns of decisions which while not criminal, are judged to not be ultimately in the best interest of the public. Elections alone can create that sort of accountability.", " Judges can still be impeached for high crimes and misdemeanors.", -1.0
" It is harder to get an unqualified candidate appointed than elected, because commissions apply objective tests that elections do not.", " Political appeal still matters to the special interests who now have an increased say without as much public scrutiny.", -1.0
" Allowing policy makers to control sentencing can manifest in prejudicial sentencing procedures against vulnerable groups. For instance, possession thresholds for crack possession sentencing are 18 times lower than for cocaine possession, which means crack users who are more likely to be black, low income and less educated, are unfairly targeted and punished.", " Legal decisions can be made more consistent and comprehensible through standardising policy such as the United States Federal Sentencing Guidelines which established a generally binding framework for judges sentencing decisions.", -1.0
" No matter how clear legal decisions are, the general public will never be able to understand the legal system.", " It is easier for the public to follow laws if they know when they know they are breaking them. Consistent and comprehensible legal decisions facilitate this.", -1.0
" While it is true that the implementation of affirmative action in an appointment system has a limited change to voter agency, it implies voter agency is a quality to be maximized. If this is the case an elected system is clearly superior.", " In an appointment system individuals go from having no choice in candidate to no choice in candidate once affirmative action is implemented. In an election system they will go from having total choice over the candidate to having a limited choice (through reserved seats). Therefore, affirmative action is more likely to happen in the first place in an appointment system because individuals will notice less of a loss in agency.", -1.0
" Two thirds of Americans cant even name one appointed Supreme court justice. Even controversial judges (especially at lower appointed levels) receive little media coverage and public attention. By comparison elected judges are known by their constituents because of their campaigns and public statements.", " The effect of political appeal on a candidates appointment is likely to correlate to the media attention such an appointment receives. Local appointments receive significantly less attention than federal appointments.", 1.0
" There is less scrutiny on the extent to which special interests can influence elections since the results are seen as the will of the people.", " Political appeal still matters to the special interests who now have an increased say without as much public scrutiny.", -1.0
" In the US, impeachment of federal judges is roughly outlined as an option in the constitution.", " Higher courts could still be held accountable through impeachment provisions involving the elected legislature.", 1.0
" Legislation can prevent this, such as the Due Process clause in the Fourteenth Amendment to the United States constitution, which has been interpreted as requiring judges to recuse themselves from cases where they have an economic interest in the outcome of the trial.", " Judges may alter their decisions to avoid angering backers and contributors to campaigns.", -1.0
" When the average member of the public understands the basis by which legal decisions are being made it increases their capacity to oversee the judiciary, and the bodies that oversee the judiciary, if it isnt functioning properly.", " There is value in communicating judgements to the public. More complicated decisions are harder to explain to the public. As such it is often worth trading a fairer but more complex decision for a simpler and easier to explain judgement.", 1.0
" When the average member of the public understands the basis by which legal decisions are being made it increases their capacity to oversee the judiciary, and the bodies that oversee the judiciary, if it isnt functioning properly.", " Making legal decisions understandable and accessible for citizens should be a crucial goal for judges.", 1.0
" In 2009, then West Virginia Supreme Court Justice Brent Benjamin ruled in favour of a major backer to his election campaign in a fraud case.", " Judges may alter their decisions to avoid angering backers and contributors to campaigns.", 1.0
" Data indicates that the more campaign contributions from business interests justices receive, the more likely they are to vote for business litigants appearing before them in court. A justice who receives half of his or her contributions from business groups would be expected to vote in favor of business interests almost two-thirds of the time.", " Judges may alter their decisions to avoid angering backers and contributors to campaigns.", 1.0
" This goal could be emphasized by the continued legal education judges are required to undergo, which would not require elections.", " Making legal decisions understandable and accessible for citizens should be a crucial goal for judges.", -1.0
" Law is almost infinitely complex, thus simply meeting a minimum standard does not mean they are necessarily sufficiently qualified. Appointed judges can be specifically chosen for certain roles which takes this excess complexity account.", " Checks and balances do not guarantee all appointments are qualified.", 1.0
" Political polarization is increasing in democracies worldwide, making such outcomes more likely.", " Elections are more likely to allow for the accumulation of power across branches of government, because people are likely to vote for the same parties across branches of government.", 1.0
" Trumps unqualified appointments are the exception that proves the rule.", " The Trump administration has nominated an unprecedented amount of unqualified judges, presumably for their political appeal.", -1.0
" Given that the politicians who selected a judge are likely to have left office long ago by the time a judge finishes a lifetime appointment, appointed judges are victims to political interference while failing to be politically representative in the long term.", " Judges who are appointed on a political basis tend to reflect the political values of those who appoint them. This is an act of political interference which is likely to be ongoing as judges are unlikely to fundamentally change their legal or political outlook.", 1.0
" Merrick Garlands nomination languished for 293 days before his nomination eventually expired. It is likely this  process diminished his ability to commit to his role as Chief Judge of the United States Court of Appeals for the District of Columbia Circuit.", " Appointive systems also take up a significant amount of public servants time as a result of hearings, interviews and political manoeuvring.", 1.0
" Stringent requirements to prevent unqualified candidates from being elected would be counter-productive since they would severely restrict the democratic process.", " Checks and balances do not guarantee all appointments are qualified.", 1.0
" If the efficacy of using voters as an accountability mechanism is contingent on those voters being informed by experts, it is reasonable to make judges accountable to those experts in the first place.", " Voters can access guidance and expert knowledge to inform their vote. They need not themselves be experts in the field to assess an elected judges performance.", -1.0
" Federal Appellate and District decisions can be found on the website of the Government Publishing Office and in archives of the Legal Information Institute.", " Even if voters did know what characteristics were important, it is difficult for them to gain access to that information.", -1.0
" Federal Appellate and District decisions can be found on the website of the Government Publishing Office and in archives of the Legal Information Institute.", " While services such as Westlaw can provide a convenient way to access legal information, it is not necessary to pay for a service to access court decisions.", 1.0
" Public financing is rarely used in the US as the financial advantages of private fundraising frequently prompt candidates to opt out of public financing programs, which often include expenditure limits for participants.", " The state can and does offer public financing for judicial campaigns to reduce the influence of special interests.", -1.0
" It is good to disincentivize scandal prone individuals from seeking public office.", " Political scandals and public embarassment can end an individuals career.", -1.0
" Many social opinions seen as inalienable now were considered obscene and impossible a few years ago. Similarly, many values held in society thought to be inalienable are seen as inapplicable now.", " Since public opinions are highly malleable - it is unfair to hold criterias such as fairness and justice subject to short term change. In such situations people will lack clarity what the law is since public opinion changes so radically.", 1.0
" Understanding the law can help inspire faith in the rule of law which is important to any society.", " Making legal decisions understandable and accessible for citizens should be a crucial goal for judges.", 1.0
" Understanding the law can help inspire faith in the rule of law which is important to any society.", " There is value in communicating judgements to the public. More complicated decisions are harder to explain to the public. As such it is often worth trading a fairer but more complex decision for a simpler and easier to explain judgement.", 1.0
" The Alabama Supreme court of the 80s and 90s tended to award high punitive damages. Voters rejected this approach and elected judges who were more conservative in their approach to damages. Since that change, many more multinational businesses including Mercedes, Hyundai and Honda have established plants in the state. (Park, p. 173)", " The rulings of judges in civil courts can have a large impact on the economy of their jurisdiction. Judges who tend to give large punitive damages can discourage businesses from establishing themselves in that jurisdiction. Voters should have an input into a process which affects their employment prospects and the economic outlook of their community.", 1.0
" Legal decisions can be made more consistent and comprehensible through standardising policy such as the United States Federal Sentencing Guidelines which established a generally binding framework for judges sentencing decisions.", " Making legal decisions understandable and accessible for citizens should be a crucial goal for judges.", -1.0
" Despite being appointed by George W. Bush, Chief Justice Roberts of the US Supreme Court has gradually begun to vote in a more liberal manner.", " While political interests may play a role in the appointment of a judge, those interests have no leverage over that judge after they are appointed. This means that they can make decisions which align with their evolving interpretation of the law and the facts of each case which they adjudicate.", 1.0
" Additional complexity may make the law more fair, but comes at the cost of comprehensibility. Because the legal system suffers when few understand it, it is important to have a mechanism which balances simplicity and fairness. Elections can serve as that mechanism.", " Decisions are often made on the basis of facts and principles that are complex and unintuitive and hence difficult to communicate to the public.", -1.0
" Additional complexity may make the law more fair, but comes at the cost of comprehensibility. Because the legal system suffers when few understand it, it is important to have a mechanism which balances simplicity and fairness. Elections can serve as that mechanism.", " Making legal decisions understandable and accessible for citizens should be a crucial goal for judges.", 1.0
" Judges have a strong incentive not to appear biased, as such they are likely to recuse themselves if they fear they cannot be objective.", " Judges may alter their decisions to avoid angering backers and contributors to campaigns.", -1.0
" Public financing comes at a cost to the state. Without judicial elections this money could be spent elsewhere.", " The state can and does offer public financing for judicial campaigns to reduce the influence of special interests.", -1.0
" Polls indicate that most Americans believe that campaign donations can give litigants unfair advantages in front of judges.", " The perception that campaign finance interests may have played a role in the decisions of a court undermines public confidence in the legal system.", 1.0
" Polands Law and Justice party has been making sweeping reforms in recent years in order to stack Polish courts through appointments.", " Examples of successful court packing can be seen all over the world.", 1.0
" Appointment systems take up far less time over the long term than election based systems. Election systems typically (and in the context of this discussion) have regular terms meaning that judges have to campaign more frequently than they would have to interview.", " Appointive systems also take up a significant amount of public servants time as a result of hearings, interviews and political manoeuvring.", -1.0
" Argentinas courts have faced many challenges to their independence.", " Examples of successful court packing can be seen all over the world.", 1.0
" In many places, recent immigrants are not eligible to vote. This gives judges little motivation to rule in their favor.", " Elected judges enforcing immigration law are particularly susceptible to populist xenophobia swaying their interpretation of the law.", 1.0
" Most state judges can be removed from office for misconduct.", " Lifetime appointments prevent judges from being held accountable for their decisions.", -1.0
" Many democratic nations have the guarantee of human rights enshrined within their constitutions.", " Governments, who are the source of the law, should only consider popular opinion, they have no duty to uphold undefined concepts such as fairness.", -1.0
" The rate at which Trump has nominated these unqualified individuals, and the proportion of total nominations he has made that are unqualified is notably higher than any previous administration.", " The Trump administration has nominated an unprecedented amount of unqualified judges, presumably for their political appeal.", 1.0
" Only four (out of 58) of Trumps judge nominations have been deemed unqualified. This isnt a particularity large number, with George W Bush having seven of his nominations deemed unqualified.", " The Trump administration has nominated an unprecedented amount of unqualified judges, presumably for their political appeal.", -1.0
" It is easier for the public to follow laws if they know when they know they are breaking them. Consistent and comprehensible legal decisions facilitate this.", " Making legal decisions understandable and accessible for citizens should be a crucial goal for judges.", 1.0
" It is easier for the public to follow laws if they know when they know they are breaking them. Consistent and comprehensible legal decisions facilitate this.", " There is value in communicating judgements to the public. More complicated decisions are harder to explain to the public. As such it is often worth trading a fairer but more complex decision for a simpler and easier to explain judgement.", 1.0
" All authority of democratic governance stems from the will of the people.", " Governments, who are the source of the law, should only consider popular opinion, they have no duty to uphold undefined concepts such as fairness.", 1.0
" A study of judges in North Carolina found that judges  became much less favourable towards attorneys who had donated to their campaigns after they began to accept public financing.", " The state can and does offer public financing for judicial campaigns to reduce the influence of special interests.", 1.0
" In the US courts have wide powers in deciding whether or not government actions and laws are constitutional.", " This is particularly important because supreme courts often have interpretive power over constitutional matters (p166).", 1.0
" The fact that there is a barrier to information on legal issues is all the more reason to have elections where press are forced to scrutinize judges records and convey the highlights of that information to the public.", " Even if voters did know what characteristics were important, it is difficult for them to gain access to that information.", -1.0
" The effect of political appeal on a candidates appointment is likely to correlate to the media attention such an appointment receives. Local appointments receive significantly less attention than federal appointments.", " The effect of political appeal is weaker in an appointment system and often only applicable to high profile appointments.", 1.0
" Adding more judges to the system will overwhelm the voter with decisions, allowing for less scrutiny.", " Congestion is a reason to elect more judges to the system, not reduce important oversight mechanisms like elections.", -1.0
" Political appeal still matters to the special interests who now have an increased say without as much public scrutiny.", " The effect of political appeal is weaker in an appointment system and often only applicable to high profile appointments.", -1.0
" Perhaps, but the marginal cost of adding those avenues may significantly outweigh any marginal benefit.", " The fact that existing avenues exist, does not mitigate the benefits of additional avenues.", -1.0
" In the United States, the pro-life movement, through a coordinated lobbying of the executive, has a disproportionate say in how the appointed judges are selected.", " Special interests can still have a lot of say over the individuals that appoint judges.", 1.0
" In the United States, the pro-life movement, through a coordinated lobbying of the executive, has a disproportionate say in how the appointed judges are selected.", " Political appeal still matters to the special interests who now have an increased say without as much public scrutiny.", 1.0
" Imposing restrictions on who may apply to be elected defeats the purpose of a democratic system by curtailing the freedom of voters to select their own representatives.", " This problem could be reconciled by imposing diversity quota on candidates prior to their nomination for election. Thus the public will only be able to vote for candidates who already meet diversity requirements.", -1.0
" Some systems, like the US federal judiciary, have a confirmation process which requires confirmation of nominees by representative bodies.", " In most appointment systems there is a check on one branch of governments total power to appoint.", 1.0
" In the United States, judges rarely communicate directly with the press. This norm inhibits the ability for the average voter to get to know a judge in the same manner as one would a typical elected official. Consequently, most people would likely default to voting along party lines without considering judges based on their individual merit or qualifications.", " Even if voters did know what characteristics were important, it is difficult for them to gain access to that information.", 1.0
" There are resources that allow anyone to search for cases that particular judges have presided over, such as legalsolutions.thomsonreuters.com but this information and technology is not free for the public to access, so most people would not be inclined to use it.", " Even if voters did know what characteristics were important, it is difficult for them to gain access to that information.", 1.0
" All U.S. Supreme Court decisions are publish on their website or through free archives.", " Even if voters did know what characteristics were important, it is difficult for them to gain access to that information.", -1.0
" All U.S. Supreme Court decisions are publish on their website or through free archives.", " While services such as Westlaw can provide a convenient way to access legal information, it is not necessary to pay for a service to access court decisions.", 1.0
" Politicians have an incentive to nominate the most extreme candidate for judicial positions who shares their ideological positions, so that any ideological drift is relatively insignificant. This has the additional harm of creating a judiciary which is politically more extreme than the public at large.", " Judges who are appointed on a political basis tend to reflect the political values of those who appoint them. This is an act of political interference which is likely to be ongoing as judges are unlikely to fundamentally change their legal or political outlook.", 1.0
" In an appointment system individuals go from having no choice in candidate to no choice in candidate once affirmative action is implemented. In an election system they will go from having total choice over the candidate to having a limited choice (through reserved seats). Therefore, affirmative action is more likely to happen in the first place in an appointment system because individuals will notice less of a loss in agency.", " Accusations of affirmative action are more likely under an appointment system, as under a public system the people may exercise choice over the sorts of judges that are chosen to serve. Under an appointment system, the public has no input and would therefore be more likely to assume that the candidate does not merit the office.", -1.0
" In an appointment system individuals go from having no choice in candidate to no choice in candidate once affirmative action is implemented. In an election system they will go from having total choice over the candidate to having a limited choice (through reserved seats). Therefore, affirmative action is more likely to happen in the first place in an appointment system because individuals will notice less of a loss in agency.", " In order to maintain a quota, some seats would have to be reserved for candidates from whichever background the quota is trying to promote. This would be perceived as discriminatory against those not in that protected background, making Affirmative Action even less likely.", 1.0
" Given the high impact on local economies that come with judicial decisions, it is especially important that voters do not directly elect judges. This is because voters would be highly motivated to elect biased judges towards job creating large companies.", " The rulings of judges in civil courts can have a large impact on the economy of their jurisdiction. Judges who tend to give large punitive damages can discourage businesses from establishing themselves in that jurisdiction. Voters should have an input into a process which affects their employment prospects and the economic outlook of their community.", -1.0
" The majority of trials are not reported on by newspapers, so if a voter is looking for information on a judges past case history there is a high potential for their opinion to be biased by one or two high profile cases which that judge has presided upon which were reported.", " Even if voters did know what characteristics were important, it is difficult for them to gain access to that information.", 1.0
" If a choice is made based on information which is not true, or a complete lack of information, it does not constitute a rational or meaningful exercise of freedom of choice.", " Even if there is not an objective way to evaluate judges, voters are not in a position to make sure that their preferences are expressed because 80% fail to turnout for elections and of that 80% only 20% can identify the candidates on the ballot. (Geyh, p. 3-4) Even if voters should be able to choose their judges, the nature of judicial elections makes them unable to effectively use that choice.", 1.0
" In Venezuela, the supreme court was famously expanded in order to stack judges who were aligned with Hugo Chavez.", " Examples of successful court packing can be seen all over the world.", 1.0
" The fact that the judiciary accounts for the interests of minorities is a critical part of the separation of powers emphasized by a representative republic.", " Appealing to the interests and desires of the majority is a feature, not a flaw, of democratic systems.", -1.0
" This is the case even if financial interests did not play a role in a judges ultimate decision. As a result, the public may still be suspicious of a judges ruling even if it was made on legitimate grounds.", " The perception that campaign finance interests may have played a role in the decisions of a court undermines public confidence in the legal system.", 1.0
" Judges have fought hard for the right to campaign under titles such as violent crimes prosecutor, gang homicide prosecutor, child molestation prosecutor and civil  activist.", " In an election system, there is a very strong motivation for judges to come to particular verdicts in order to make use of particular titles in their campaigns.", 1.0
" This can be mitigated by limiting the number of judges who are appointed in any particular election.", " Elections are more likely to allow for the accumulation of power across branches of government, because people are likely to vote for the same parties across branches of government.", -1.0
" Judges can still be impeached for high crimes and misdemeanors.", " Lifetime appointments prevent judges from being held accountable for their decisions.", -1.0
" Politicians are specifically chosen by particular coalitions to bring those coalitions interests to fruition. Judges represent the greater interest of the people to see the law be applied correctly and fairly, regardless of the interests of those coalitions.", " Politicians and judges fundamentally differ in their purpose and function in ways which make electing judges fundamentally different from electing politicians.", 1.0
" Most jurisdictions appear to set a relatively low bar for judicial elections.", " Checks and balances do not guarantee all appointments are qualified.", 1.0
