premise, conclusion, weight
"Les autres régimes ont toujours été autoritaires", " Le capitalisme est le garant des libertés individuelles", 1.0
" Le communisme a échoué", " Il n'y a pas d'alternative au capitalisme", 1.0
"Le développement capitaliste contribue aux dérèglements climatiques", " Le capitalisme perturbe et détruit les écosystèmes", 1.0
"Le capitalisme va nous conduire à une troisième guerre mondiale", " Le capitalisme est la cause de guerres incessantes", 1.0
"Le capitalisme a surmonté des crises économiques profondes", " Le capitalisme est un système économique stable", 1.0
"Le capitalisme conduit à une uniformisation du monde", " Le capitalisme appauvrit les différentes formes de culture", 1.0
"Le capitalisme détruit les solidarités", " Le capitalisme détériore les relations humaines", 1.0
"Le développement capitaliste contribue à la pollution de l'environnement", " Le capitalisme perturbe et détruit les écosystèmes", 1.0
"Le développement capitaliste pousse à la modification du vivant", " Le capitalisme perturbe et détruit les écosystèmes", 1.0
"Le capitalisme exacerbe les divisions", " Le capitalisme détériore les relations humaines", 1.0
"La vie est une lutte pour la survie", " Le capitalisme a un fondement naturel", 1.0
"Le travail salarié est à l'origine de souffrances psychologiques", " Le capitalisme exploite et opprime les travailleurs", 1.0
"Le capitalisme détruit les cultures et les modes de vie traditionnels", " Le capitalisme appauvrit les différentes formes de culture", 1.0
" L'être humain est compétiteur", " Le capitalisme a un fondement naturel", 1.0
"Le capitalisme conduit à un appauvrissement culturel et éducatif", " Le capitalisme appauvrit les différentes formes de culture", 1.0
"Le capitalisme a conduit à deux guerres mondiales", " Le capitalisme est la cause de guerres incessantes", 1.0
" Le capitalisme perturbe et détruit les écosystèmes", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme nuit gravement à la santé de la population", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme est un système économique efficace", " Pour ou contre le capitalisme ?", 1.0
" Le capitalisme appauvrit l'imaginaire et la spiritualité des individus", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme est immoral", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme a un fondement naturel", " Pour ou contre le capitalisme ?", 1.0
" Le capitalisme est la cause de guerres incessantes", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme détériore les relations humaines", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme accentue les inégalités", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme est un système économique stable", " Pour ou contre le capitalisme ?", 1.0
" Le capitalisme est incapable de satisfaire les besoins fondamentaux de l'humanité", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme est amené à s'effondrer", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme est le garant des libertés individuelles", " Pour ou contre le capitalisme ?", 1.0
" Le capitalisme exploite et opprime les travailleurs", " Pour ou contre le capitalisme ?", -1.0
" Le capitalisme appauvrit les différentes formes de culture", " Pour ou contre le capitalisme ?", -1.0
" Il n'y a pas d'alternative au capitalisme", " Pour ou contre le capitalisme ?", 1.0
"Le capitalisme désacralise les religions et le divin", " Le capitalisme appauvrit l'imaginaire et la spiritualité des individus", 1.0
"Le capitalisme est capable de s'adapter et de se transformer en permanence", " Le capitalisme est un système économique stable", 1.0
"Le capitalisme encourage le mensonge et la tromperie", " Le capitalisme est immoral", 1.0
"Le travail salarié dégrade la santé des travailleurs", " Le capitalisme exploite et opprime les travailleurs", 1.0
"Le capitalisme favorise une alimentation délétère", " Le capitalisme nuit gravement à la santé de la population", 1.0
" Le capitalisme est le meilleur allié de la démocratie", " Le capitalisme est le garant des libertés individuelles", 1.0
"Le capitalisme est le pire des systèmes à l'exception de tous les autres", " Il n'y a pas d'alternative au capitalisme", 1.0
"Le développement capitaliste contribue à la destruction de la biosphère", " Le capitalisme perturbe et détruit les écosystèmes", 1.0
" Forme de marché n'est pas synonyme de capitalisme", " On retrouve des formes de marché dans toutes les sociétés humaines", -1.0
" Forme de marché n'est pas synonyme de capitalisme", " Le capitalisme a un fondement naturel", -1.0
"Le capitalisme fait un commerce de la pornographie", " Le capitalisme est immoral", 1.0
" Le capitalisme a permis une répartition des richesses inégalée", " Le capitalisme est un système économique efficace", 1.0
"Le travail salarié asservit les individus", " Le capitalisme exploite et opprime les travailleurs", 1.0
"En termes de réussite scolaire et professionnelle", " Le capitalisme accentue les inégalités", 1.0
" L'efficacité est une notion subjective", " Le capitalisme est un système économique efficace", -1.0
"En termes de richesse", " Le capitalisme accentue les inégalités", 1.0
"Le capitalisme a permis un développement économique sans précédent", " Le capitalisme est un système économique efficace", 1.0
"L'être humain est égoïste", " Le capitalisme a un fondement naturel", 1.0
"Le capitalisme est responsable de l'augmentation des maladies mentales", " Le capitalisme nuit gravement à la santé de la population", 1.0
"Le capitalisme détériore les liens sociaux", " Le capitalisme détériore les relations humaines", 1.0
" Le capitalisme est capable de se réapproprier les critiques anticapitalistes", " Le capitalisme est un système économique stable", 1.0
"Le capitalisme encourage et maintient le travail des enfants", " Le capitalisme exploite et opprime les travailleurs", 1.0
"Le travail salarié aliène et déshumanise", " Le capitalisme exploite et opprime les travailleurs", 1.0
"Des milliards de personnes sont mal logées", " Le capitalisme est incapable de satisfaire les besoins fondamentaux de l'humanité", 1.0
" On retrouve des formes de marché dans toutes les sociétés humaines", " Le capitalisme a un fondement naturel", 1.0
"Le capitalisme permet la marchandisation d'êtres humains", " Le capitalisme est immoral", 1.0
"Avec le capitalisme se développent les libertés politiques", " Le capitalisme est le garant des libertés individuelles", 1.0
"Le capitalisme a survécu à la menace communiste", " Le capitalisme est un système économique stable", 1.0
"Le capitalisme repose sur l'illusion d'une croissance infinie", " Le capitalisme est amené à s'effondrer", 1.0
" Le capitalisme est capable de surmonter la crise écologique", " Le capitalisme est un système économique stable", 1.0
"Le capitalisme connait des crises économiques à répétition", " Le capitalisme est amené à s'effondrer", 1.0
" Plus de 2 milliards de personnes n'ont pas accès à l'eau potable à leur domicile", " Le capitalisme est incapable de satisfaire les besoins fondamentaux de l'humanité", 1.0
"Le capitalisme conduit à une perte du sens esthétique", " Le capitalisme appauvrit l'imaginaire et la spiritualité des individus", 1.0
"Le capitalisme fait travailler les personnes dans des conditions indécentes", " Le capitalisme exploite et opprime les travailleurs", 1.0
