premise, conclusion, weight
"4107051039我覺得公投的題目寫的太不明確了,如果他有註明是經過政府嚴格檢驗過不含輻射的食物，相信公投的結果會有所不同，我也不知道公投的結果會造成日本向WTO投訴，是老師講我才知道的。我反對含有輻射的食物，但如果經過檢驗的話我可以接受", "大部分的國民的確只會看到公投的內容是什麼就選擇同意或反對，在公投報上也只看得到提出這項公投的人的想法是什麼。如果反對方的聲音不夠大聲、公投內容不夠透明（要怎麼實施公投內容等）諸如這次反核食所造成的後果也只會再次發生。其實，如果不是上課的時候，聽到老師說有這些後果，我也真的不會知道有那麼大的影響。4105036025", 1.0
"然而這樣子標明產地的方法仍有一些漏洞，比如若是將核災地區產出的農產品原料輸出，只要一旦運到其他城市或規範較低國家加工後，商品上的產地標示變無法顯示其原物料是來自核災地區。但事實上這也是一項難以去規範的缺失，或許唯有再次採樣檢驗後才能決定商品是否進口吧。而另外標示數據報告的方法，並非所有的消費者都能理解學術數據上的意義，實施上反而會有不見效果的可能性發生。4106037051", "沒錯，同意上述同學的說法，基改食品是不能拿來和核食相提並論的。但我認為如在包裝上標明來自的產地，而非直接寫著「可能有輻射污染」，也在架位旁貼著數據報告，我想要不要選購就是消費者的自發行為了。4015012059", -1.0
"4106013060就目前看到的來說，日本不太可能跟中國一起聯合邊緣台灣，在一直以來，日本就是比較親美的，對他們來說，因為一個貿易問題就聯合中國太不划算，明明就是一個提告就能解決的問題", "無論有沒有禁止入口日本食品，若有疑慮消費者本身就會停止購買，其實不太需要嚴格禁止，若嚴格禁止將會產生更多潛在無法解決的問題，例如我們的外交行為可能藉由此事被日本打壓，又或者是中國借此拉攏日本一起邊緣台灣這都是有可能的。4107032029", -1.0
"目前的問題是國際法優於國內法，而日本的核食則是以國際標準來說，低於會危害到人體的劑量，然而國內卻是希望能夠做到輻射零檢出的要求，但礙於法規優先度，國內法在國際法前便無立足之地。當然，既然加入了WTO就要遵守相關規範，但這個組織畢竟也是為了國際貿易而成立的，主要是促進永久性的自由公平的多邊貿易，但對於其中牽涉的健康安全雖然不能說完全不管，但利益在前，任誰都會選擇最大的利益，此外，這個最低劑量也只是目前科學家針對比較容易測得的放射源元素進行試驗所得的衰變數據，而其他不易測得的則是'無法得知'。因此對於核食是否引起癌症的機率也不夠精確，令人擔憂。4103033103", "的確如果直接讓消費者自行選擇是否購買，最後的結果可能是傷害到一些資訊相對較缺乏的消費者，就像上述所說的產品標示不清或是刻意隱瞞等等，但造成傷害的前提必須是這些進口的食品是真的有受到輻射污染的食品，若這些食品經過檢測後證實沒有任何危險那就沒有傷害一說，而且我認為日本也不會強行出口證實遭到輻射汙染的食品到其他國家，他們應該是有一定的把握證實這些核食沒有危險才會出口，況且既然我們加入了WTO這個組織，就必須遵守一些相關規範，有些事情也不是我們能夠完全主導和掌控的，往往會因為協調甚至是強制作出適當的妥協，而這也國際間交流所必須的，也是我們不可避免的。(4105021024)", -1.0
"雖然核災食品對人體的影響是無法確定的，但以進不進口來看，只要檢驗符合標準，我們是可以開放進口的，而且我們的政府也可以對進口食品做檢測，可以減少不符合檢驗的食品，並標示合格產地來源，由消費者定奪，最後市場的自由機制才是決定這些食品去留的關鍵。4107032018", "贊同這位同學所說的，我們不能確保核食是否對身體有害，畢竟輻射對於動植物的傷害有時候是不明顯的，有可能只是一個基因的改變，但當吃到肚子經代謝後，那一個基因可能會在我們體內造成影響，或是慢性，或是立即。但因為我們也有吃其他東西，所以當影響比較嚴重時造成身體不適，常常我們也不會很明確的知道是由什麼食物所造成的，若不斷的食用，當累積毒素或突變基因到一定程度，就已經來不及了。現在探討的問題只是要不要進口，當然如果有標示清楚，要不要購買就是消費者自身的選擇，為了整體國家在國際上的利益，我認為是不用到很強硬的表明拒絕核食進口，當核食沒有市場的時候自然就會慢慢被淘汰掉。4106037036", 1.0
"的確如果直接讓消費者自行選擇是否購買，最後的結果可能是傷害到一些資訊相對較缺乏的消費者，就像上述所說的產品標示不清或是刻意隱瞞等等，但造成傷害的前提必須是這些進口的食品是真的有受到輻射污染的食品，若這些食品經過檢測後證實沒有任何危險那就沒有傷害一說，而且我認為日本也不會強行出口證實遭到輻射汙染的食品到其他國家，他們應該是有一定的把握證實這些核食沒有危險才會出口，況且既然我們加入了WTO這個組織，就必須遵守一些相關規範，有些事情也不是我們能夠完全主導和掌控的，往往會因為協調甚至是強制作出適當的妥協，而這也國際間交流所必須的，也是我們不可避免的。(4105021024)", "不是每個人都懂得分辨，且「上有政策，下有對策」，又會有廠商標示不清、混淆視聽的問題，若外面餐廳、小吃店為節省成本或其他原因買了福島周邊的食品來做料理，也會產生問題。我想與其讓有疑慮的東西在市面上流通，引發恐慌，不如不要進口。講白一點，就像美國垃圾食物的問題一樣，教育程度高收入也高的人們懂得保護自己，教育程度低收入低的人們因為缺乏知識或生計問題而吃下這樣的食物，這樣不是間接傷害他們嗎？4107032012", -0.5
"無論有沒有禁止入口日本食品，若有疑慮消費者本身就會停止購買，其實不太需要嚴格禁止，若嚴格禁止將會產生更多潛在無法解決的問題，例如我們的外交行為可能藉由此事被日本打壓，又或者是中國借此拉攏日本一起邊緣台灣這都是有可能的。4107032029", "只要註明清楚，讓覺得有疑慮的消費者能夠決定是否要購買，也就不需要禁止日本福島與周邊的食品進口了。禁止進口日本福島食品也有傷台日長久維持的和諧關係，也使台灣加入經貿團體增加了難度，甚至在未來會遭受WTO制裁的後果。（4107032047）", 1.0
"政府並非完全沒有檢驗核食的完整配套，也並不是屈就於經濟發展而不顧人民健康。台灣在對於輻射的檢測是有嚴格標準的，況且現在也有非常多國家早就開放日本核食進口，各國也都是檢驗合格才會上市，至今也沒有傳出任何因核食造成的食安事件，況且日本當地居民有比我們更大的機率接觸到核食，那些食物也是通過日本政府檢測合格。因此我認為台灣人民不需要把核食想得太可怕，大多數的恐慌都是媒體渲染的結果，台灣人民應該更理想去思考核食問題，而不是盲目抵制。4104043047", "4106021022我同意上述的看法，因為在目前尚未確定核災地區食品完全無疑慮的情況下，屈就於經濟發展而貿然同意核食進口可能對人民的健康造成傷害。政府應該思考檢驗核食的配套，如果確認安全無虞再進口；否則，目前國人是不會輕易允許進口的。", -1.0
"我認為他的論述非常好，檢測通過的食品是足夠安全的，如果連天皇御廚都同意使用這些食材，而不是只有外銷，以日本嚴謹的作風，他們檢測出來的結果，我覺得是很具可信力的。另外，此時公投結果影響到國際之間的關係，需要政府來拿捏分寸，已有韓國的前車之鑑，所有行動都必須三思。4106032032", "你知道日本政府拿出多少數據來證明福島地區的安全性嗎？假定日本真能證明其科學上的安全性，你覺得臺灣民意會接受嗎？民眾真能在了解科學上的安全是什麼意思嗎？光是國內對食品安全的宣導就已經七零八落了，怎麼能指望民眾對國外食品安全性的了解呢？", 1.0
"即使官方能拿出檢測報告證明福島的核食不會對人體造成影響，但是要注意的是，所謂的不會造成影響有機會是說內含的污染量尚未達到會對人體造成不良反應，但是若是長期進食這種核食的話長遠未必會是一種安全的食品，可能他會對人們的下一代或是幾代之後造成潛移默化的不良反應，包括可能突然就出現家族的遺傳病等等，就像是雖然科學不能證明基因改造食品會對人體造成印象，但是很多的人們依然不願意購買基因改造食品一樣 4105064016", "的確，如果能夠拿出檢驗報告證明福島的核食是不會對人體造成傷害的，可能人民對於進口核食的意願會高出許多。相反的若是真的對人體有不良影響，我們真的應該堅持拒絕進口，即便這樣可能會造成我們和日本在其他方面交流上的一些疙瘩。4107044032 行銷一 林辰芸", -0.5
"大部分的國民的確只會看到公投的內容是什麼就選擇同意或反對，在公投報上也只看得到提出這項公投的人的想法是什麼。如果反對方的聲音不夠大聲、公投內容不夠透明（要怎麼實施公投內容等）諸如這次反核食所造成的後果也只會再次發生。其實，如果不是上課的時候，聽到老師說有這些後果，我也真的不會知道有那麼大的影響。4105036025", "確實需要提出有利的證據來證明核食是否的的有安全疑慮。或許核食的安全性只是三人成虎，但這也是因為政府沒有多研究此問題，導致人民只能自己胡亂猜測，變得跟無頭蒼蠅一般。身為一個理科組的人，還是講求事事求證據，不會一股腦的往人多的地方衝，期盼政府能提供有利的文獻供民眾閱讀。4105037016", 1.0
"3107049007我覺得日本這個國家是一個很嚴格的地方，有受到污染的食品一定會被檢驗出來，所以基本上是安全的，有沒有進到其他地區其實沒有太大的影響，是可以安心使用的，通常只是被心理影響而已。", "日本是一個很嚴謹的國家，若是經過日本檢驗認為核區食品是對人體沒有健康危害，那我認為就是安全的。除此之外，台灣本身對於輻射污染的食品檢驗也很嚴格。因此我認為食品本身沒問題，只是很多人的心理因素覺得沒有辦法接受而已。4104043036", 1.0
"包裝上標明的應是已檢測完後確定的成分，「可能有輻射汙染」這樣子的標示本來就不會存在，標示只有「有」和「沒有」。有汙染當然不可能被上架甚至標示，而沒有問題的產品當然可以上架讓消費者自行選擇。4107032028", "這個方法乍看之下好像取得了平衡點，但我認為不太可行，基改食品因為目前仍無法證明對人體有害，所以進行標示讓消費者自行選購。但輻射食品卻是已經證實會危害健康，若是比照基改的做法去販賣，我想在看到包裝上標明「可能有輻射污染」大多數的消費者是不會買單的，至少接受度應該會比基改還要更低。如此一來若是照樣進口，必定會大量滯銷，除非有辦法解決這個問題，不然對台灣經濟還是會有很大的影響。4105043028", -1.0
"💮", "我認為確實只要做好把關，確認核災地區的食品安全無虞，就可以開放進口。但有疑慮的是台灣市場上的資訊不對等。標示上寫著“無輻射汙染”就要相信它真的無汙染嗎？其中可能的是檢驗不確實、檢驗結果不具信服力，可能是民眾對於輻射汙染的不了解，可能是消費者已經不再相信包裝上的標語，更嚴重的可能是黑心廠商下的騙人標語。這些都是開放進口前必須想好對策、實施解決方法的問題。4106032013", 1.0
"就算真的提出了相關依據，甚至提供許多國家的檢驗報告，核食的安全性還是會有人去質疑，並且不在少數，因為大不分的公民都不太會去接受與自身既有價值觀相反的事情，所以我認為開放核食——在驗證後確認無礙，是可行的，但是核食本身的銷售以及風評，還要再另外去思考如何解決。(4104064014", "確實需要提出有利的證據來證明核食是否的的有安全疑慮。或許核食的安全性只是三人成虎，但這也是因為政府沒有多研究此問題，導致人民只能自己胡亂猜測，變得跟無頭蒼蠅一般。身為一個理科組的人，還是講求事事求證據，不會一股腦的往人多的地方衝，期盼政府能提供有利的文獻供民眾閱讀。4105037016", -0.5
"我們現在吃的所有食物其實都含有輻射的背景質，只要不超過標準其實對人體都不會產生影響的，而福島地區的農產品也是通過檢驗標準的，日本自己也是有販售的，我們不過是因為發生過重大的災害所以印象很深刻，這7年的時間已漸漸將輻射的印象減弱至對人體無危害的地步所以我認為福島的農產品是可以使用的。4106037003", "輻射汙染是很難被消除的，況且日本人對有輻射汙染疑慮的產品都不敢吃了，又為什麼是我們外國人要吃呢？雖然 311是個很大的傷痛，但是我們還是要在不傷害自己的前提下維持原則，而如果這又牽扯到政治、經貿的話，那我們依然可以選擇不買，不過擺在架上的輻射汙染產品還是會影響我們的健康。4106044017 行銷二", -1.0
"資訊取得相對容易的地區和民眾能夠理解並持續關注相對應的核食管控標準、「鄰近地區」又是哪些地區，然而普遍的國民在如今的經濟環境下確實很難兼顧現實狀況與持續追蹤食用後的狀況；援引前位同學的論述，在美國真正過胖的民眾，其實大多屬於經濟不寬裕的階層，因為他們的薪資只夠負擔速食的費用。若是面對市場機制下的削價競爭，這些已經處於弱勢的人民很有可能就會接受對他們的身體造成未知影響的食物。取得貿易的自由公平也需兼顧社會的公平正義，這才是我認為這位同學言之有理的地方。4107011022", "不是每個人都懂得分辨，且「上有政策，下有對策」，又會有廠商標示不清、混淆視聽的問題，若外面餐廳、小吃店為節省成本或其他原因買了福島周邊的食品來做料理，也會產生問題。我想與其讓有疑慮的東西在市面上流通，引發恐慌，不如不要進口。講白一點，就像美國垃圾食物的問題一樣，教育程度高收入也高的人們懂得保護自己，教育程度低收入低的人們因為缺乏知識或生計問題而吃下這樣的食物，這樣不是間接傷害他們嗎？4107032012", 1.0
"若開放進口後，廠商或店家未標示使用，顯然是廠商的疏失，國內能追查廠商，給予懲處；但是不開放進口，在本質是就抹殺了人民選擇的權利，並且也會造成國際上的糾紛，目前完全禁止進口國家僅剩台灣跟中國，韓國不完全開放都即將在WTO被制裁的情況下，台灣的情況勢必更加嚴重。先進國家可以有比禁止更好的處理方式，禁止只是治標不治本，國家能好好的管理，付上相關資料以及有效宣導，才不會引發更多的爭議。公投後這樣的處境反而使台灣跟日本的未來關係產生了很大的不確定，且結果可能還是得開放，實在是相當尷尬。4106013049", "不是每個人都懂得分辨，且「上有政策，下有對策」，又會有廠商標示不清、混淆視聽的問題，若外面餐廳、小吃店為節省成本或其他原因買了福島周邊的食品來做料理，也會產生問題。我想與其讓有疑慮的東西在市面上流通，引發恐慌，不如不要進口。講白一點，就像美國垃圾食物的問題一樣，教育程度高收入也高的人們懂得保護自己，教育程度低收入低的人們因為缺乏知識或生計問題而吃下這樣的食物，這樣不是間接傷害他們嗎？4107032012", -1.0
"可是車爾諾貝爾當時核災處理方式未必就有今天的日本福島核災這麼先進啊，畢竟有著歷史的前車之鑒，其實我們可以想象每個核對電廠都應該會有預防洩露的手段，處理手段的先進程度直接印象事故後遺症處理時間不是嗎", "我認為有沒有疑慮跟大眾心理是有關聯的。就像台中空汙問題，前任市長也是找了許多的專家背書，再三強調，台中空氣是有變好的，又或是提供大量數據，告訴大眾近年台中空氣是越來越好的，所以請大眾不用疑慮。這樣的資訊是傳達給市民了，但就有因此改善市民的疑慮嗎？民眾仍然會害怕，仍然會感覺空氣是越來越差，更甚至將身體的不適都怪罪於空汙問題。我想核災食品也給我類似的想法，由於等待反應結果的時間太長，就算專家背書了，又或者是天皇吃了幾口，真的就能改善台灣民眾的疑慮嗎？除外，日本政府說福島核災的輻射劑量大約是車諾比核災的1/10倍，但是至今車諾比已過了近三十年仍然像個空城，農作輻射仍然超標。4106013052", -1.0
"但是在開放進口的同時，我認為國內政府也可以自行創立一個檢驗的機制，一方面可以增加民眾對核食的信賴，另一方面也可以確保無漏網之魚，影響了人民的健康。在檢驗完畢後，也可以在商品上標註一下是核食的部分，讓民眾在挑選的同時能有自己的選擇權，畢竟也不是所有人都能接受核食，接下來政府需要做的，就是用心推廣核食，想辦法讓民眾增加對核食的信心。 4106064026", "不僅如此，在沒有足夠的數據證明該食品遭受汙染並對人體有害的情況下，政府冒然的禁止進口不僅是破壞公平自由交易的原則，也讓國內消費者的選擇權利受限制，在沒有足夠的認知和討論之下若做出此舉，可能會遭到國際的譴責和貿易制裁，最終仍是百姓受害。（4104044019 行銷四）", -1.0
"沒錯，同意上述同學的說法，基改食品是不能拿來和核食相提並論的。但我認為如在包裝上標明來自的產地，而非直接寫著「可能有輻射污染」，也在架位旁貼著數據報告，我想要不要選購就是消費者的自發行為了。4015012059", "這個方法乍看之下好像取得了平衡點，但我認為不太可行，基改食品因為目前仍無法證明對人體有害，所以進行標示讓消費者自行選購。但輻射食品卻是已經證實會危害健康，若是比照基改的做法去販賣，我想在看到包裝上標明「可能有輻射污染」大多數的消費者是不會買單的，至少接受度應該會比基改還要更低。如此一來若是照樣進口，必定會大量滯銷，除非有辦法解決這個問題，不然對台灣經濟還是會有很大的影響。4105043028", 1.0
"4107066043 材料一 廖致賢但我相信日本政府也不會貿然行事，將具有高輻射污染的食品開放，在我國政府的部份，想當然爾也不會隨意開放進口輻射污染食品，因此，在檢測都通過的情況下，我相信對於進口福島食品的疑慮是可以降低的。", "4106021022我同意上述的看法，因為在目前尚未確定核災地區食品完全無疑慮的情況下，屈就於經濟發展而貿然同意核食進口可能對人民的健康造成傷害。政府應該思考檢驗核食的配套，如果確認安全無虞再進口；否則，目前國人是不會輕易允許進口的。", -1.0
"請問什麼是正確觀念呢？老師說的？看到天皇吃的？你有去了解核食的安全性嗎？你知道日本政府為核食付出多少心力嗎？還是你只是相信權威呢？亦或是擔心日本提起訴訟害怕被關稅懲罰呢？", "4106044039我也同意這位同學的說法。我認為就像今天老師有說，如果日本天皇、日本首相、甚至大部分日本國民都有在食用以上區域之食物，並且沒有任何問題的話，真的沒有必要說一定要抵制，畢竟，抵制之後會發生的後果可能會有很多是不堪設想的，我們應該多多給台灣民眾一些正確的觀念！", -1.0
"事實上在日本各地的超市其實都會賣福島縣產的蔬菜,而且有標注'福島縣產'，不會故意隱匿原產地混淆視聽;況且日本人對自己的健康比我們更重視，管理也更嚴格，不可能有檢驗不合格的危險食物，還能在超市販售。因此關於'日本人對有輻射汙染疑慮的產品都不敢吃了，又為什麼是我們外國人要吃呢？'的論述我認為是有問題的，會擺在超市表示日本人會吃，而不是都丟到國外給外國人吃。4106042029水保二", "輻射汙染是很難被消除的，況且日本人對有輻射汙染疑慮的產品都不敢吃了，又為什麼是我們外國人要吃呢？雖然 311是個很大的傷痛，但是我們還是要在不傷害自己的前提下維持原則，而如果這又牽扯到政治、經貿的話，那我們依然可以選擇不買，不過擺在架上的輻射汙染產品還是會影響我們的健康。4106044017 行銷二", -1.0
"如果只說日本核災的食物不能吃我認為是對日本不太公平的，世界畢竟還有很多地方也都有類似或是更嚴重的污染，但是我們也從不知道我們吃下的食物到底有沒有安全問題啊，所以我認為只要做好測試，確認食物本身沒問題後便可進口。然後上面這位同學說得對，目前最大的狀況是資訊不對等，因此我們很難確定食物是否安全無虞。4106013058 歷史二 蔣宗翰", "我認為確實只要做好把關，確認核災地區的食品安全無虞，就可以開放進口。但有疑慮的是台灣市場上的資訊不對等。標示上寫著“無輻射汙染”就要相信它真的無汙染嗎？其中可能的是檢驗不確實、檢驗結果不具信服力，可能是民眾對於輻射汙染的不了解，可能是消費者已經不再相信包裝上的標語，更嚴重的可能是黑心廠商下的騙人標語。這些都是開放進口前必須想好對策、實施解決方法的問題。4106032013", 1.0
