39395	( Il faut limiter la liberté d'expression pour lutter contre les contenus choquants) -> ( La liberté d'expression doit-elle être limitée ?)
57886	( Il faut limiter la liberté d'expression pour lutter contre les idées dangereuses) -> ¬ ( La liberté d'expression doit-elle être totale ?)
39398	( Il faut limiter la liberté d'expression pour lutter contre les idées dangereuses) -> ( La liberté d'expression doit-elle être limitée ?)
57887	( Il faut limiter la liberté d'expression pour ne pas faire de tort aux personnes) -> ¬ ( La liberté d'expression doit-elle être totale ?)
39402	( Il faut limiter la liberté d'expression pour ne pas faire de tort aux personnes) -> ( La liberté d'expression doit-elle être limitée ?)
57888	( Il faut limiter la liberté d'expression pour protéger l'État et les entreprises) -> ¬ ( La liberté d'expression doit-elle être totale ?)
39404	( Il faut limiter la liberté d'expression pour protéger l'État et les entreprises) -> ( La liberté d'expression doit-elle être limitée ?)
57889	( Il faut limiter la liberté d'expression pour respecter la propriété intellectuelle) -> ¬ ( La liberté d'expression doit-elle être totale ?)
39406	( Il faut limiter la liberté d'expression pour respecter la propriété intellectuelle) -> ( La liberté d'expression doit-elle être limitée ?)
39407	( Il faut préserver les Murs à pêches de Montreuil pour accueillir des associations) -> ( Faut-il préserver les Murs à pêches de Montreuil ?)
39408	( Il faut préserver les Murs à pêches de Montreuil pour préserver un espace vert à côté de Paris) -> ( Faut-il préserver les Murs à pêches de Montreuil ?)
39409	( Il faut préserver les Murs à pêches de Montreuil pour promouvoir la biodiversité) -> ( Faut-il préserver les Murs à pêches de Montreuil ?)
39410	( Il faut préserver les Murs à pêches de Montreuil pour relancer une agriculture urbaine de proximité) -> ( Faut-il préserver les Murs à pêches de Montreuil ?)
39411	( Il faut préserver les Murs à pêches de Montreuil pour sauvegarder un patrimoine) -> ( Faut-il préserver les Murs à pêches de Montreuil ?)
39412	( Il faut préserver les Murs à pêches de Montreuil pour sauvegarder un savoir-faire) -> ( Faut-il préserver les Murs à pêches de Montreuil ?)
39413	( Il faut privatiser ADP car l'État a besoin d’argent) -> ( Faut-il privatiser ADP ?)
57890	( Il faut protéger l'individu contre les dangers du cannabis) -> ¬ ( Faut-il légaliser le cannabis ?)
57891	( Il faut reconvertir l'ancienne usine EIF des Murs à pêches de Montreuil) -> ¬ ( Faut-il préserver les Murs à pêches de Montreuil ?)
39414	( Il n'y a pas d'alternative au capitalisme) -> ( Pour ou contre le capitalisme ?)
57893	( Il n'y a pas plus de raison de boycotter Facebook que les autres géants du web) -> ¬ ( Faut-il boycotter Facebook ?)
39415	( Il ne faut pas manger les animaux considérés sacrés) -> ( Faut-il arrêter de manger des animaux ?)
57894	( Il y a une diversité irréductible de l'Ultime) -> ¬ ( Les religions se rejoignent-elles ?)
39416	( Il y a un potentiel révolutionnaire dans la jeunesse et les travailleurs des banlieues) -> ( L'extrême-gauche doit-elle lutter contre l'islamophobie ?)
57895	( Instaurer un revenu de base risque de provoquer une immigration massive) -> ¬ ( Faut-il instaurer un revenu de base ?)
39417	( J'ai le sentiment d'être libre) -> ( Sommes-nous libres de nos décisions ?)
57896	( L'afflux de migrants fait baisser la qualité de vie et monter les violences) -> ¬ ( Faut-il accueillir davantage de migrants ?)
39419	( L'argent des salaires des footballeurs professionnels pourrait être investi dans des choses plus importantes) -> ( Les footballeurs professionnels sont-ils trop payés ?)
39420	( L'étude du fascisme fait partie de la formation des militants du Front national) -> ( Le Front national est-il un parti fasciste ?)
39421	( L'islam est la religion des opprimés) -> ( L'extrême-gauche doit-elle lutter contre l'islamophobie ?)
39422	( L'ordre et la complexité du monde supposent un Dieu créateur) -> ( Dieu existe-t-il ? (nouvelle version))
39423	( La classe ouvrière a fait la preuve de sa capacité à faire la révolution) -> ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
39424	( La classe ouvrière a la force et le savoir-faire économiques) -> ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
57900	( La classe ouvrière a perdu sa combativité) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
57901	( La classe ouvrière a perdu son pouvoir économique) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
39425	( La classe ouvrière est la classe la plus à même de devenir révolutionnaire) -> ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
39426	( La classe ouvrière est la principale force sociale) -> ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
57902	( La classe ouvrière est trop divisée pour avoir conscience d'elle-même) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
57903	( La classe ouvrière a perdu confiance en ses forces) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
39427	( La classe ouvrière possède des qualités que ne possèdent pas les autres classes) -> ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
39428	( La dépénalisation du cannabis serait bénéfique) -> ( Faut-il légaliser le cannabis ?)
39431	( La guerre était au coeur du projet de Lénine) -> ( Lénine est-il le précurseur de Staline ?)
57907	( La liberté d'expression doit être maximale) -> ¬ ( La liberté d'expression doit-elle être limitée ?)
39432	( La liberté d'expression doit être maximale) -> ( La liberté d'expression doit-elle être totale ?)
39434	( La loi Collomb Asile et immigration étend la réunification familiale aux ascendants directs au premier degré et aux frères et soeurs du réfugié mineur) -> ( Pour ou contre le projet de loi Collomb Asile et immigration ?)
57909	( La loi Collomb Asile et immigration étend les motifs de refus de délai de départ volontaire) -> ¬ ( Pour ou contre le projet de loi Collomb Asile et immigration ?)
39437	( La loi Collomb Asile et immigration permet la délivrance d'une carte de résidence à une personne ayant porté plainte pour une infraction commise par son conjoint) -> ( Pour ou contre le projet de loi Collomb Asile et immigration ?)
39438	( La loi Collomb Asile et immigration rend possible pour la CNDA d'annuler une décision de l'OFPRA et de lui renvoyer l'examen de la demande dans le cas d'une erreur d'interprète imputable à l'Office) -> ( Pour ou contre le projet de loi Collomb Asile et immigration ?)
57916	( La loi Collomb Asile et immigration supprime le droit de séjour et le caractère suspensif des recours devant la CNDA pour les cas de rejet de l'OFPRA pris en procédure accélérée pour certains motifs) -> ¬ ( Pour ou contre le projet de loi Collomb Asile et immigration ?)
39439	( La loi de 1970 sur les drogues est inadaptée) -> ( Faut-il légaliser le cannabis ?)
57917	( Il faut préférer la lutte antiraciste à la lutte contre l'islamophobie) -> ¬ ( L'extrême-gauche doit-elle lutter contre l'islamophobie ?)
39440	( La méthode Céline Alvarez est très efficace) -> ( La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?)
39441	( La méthode Céline Alvarez est universelle) -> ( La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?)
39443	( La méthode Céline Alvarez s'adapte au fonctionnement naturel de l’enfant) -> ( La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?)
39444	( La méthode Céline Alvarez se base sur les résultats des neurosciences) -> ( La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?)
57924	( La migration est un problème pour les pays dont les migrants proviennent) -> ¬ ( Faut-il accueillir davantage de migrants ?)
57925	( La notation est un système juste et précis) -> ¬ ( Faut-il supprimer les notes à l'école ?)
57926	( La privatisation d'ADP serait une mauvaise affaire pour l'Etat) -> ¬ ( Faut-il privatiser ADP ?)
57927	( La privatisation d'ADP serait une mauvaise affaire pour les compagnies aériennes et les voyageurs) -> ¬ ( Faut-il privatiser ADP ?)
57928	( La prohibition du cannabis est efficace) -> ¬ ( Faut-il légaliser le cannabis ?)
39446	( La prohibition du cannabis est inefficace) -> ( Faut-il légaliser le cannabis ?)
39447	( La prohibition du cannabis est préjudiciable aux usagers) -> ( Faut-il légaliser le cannabis ?)
39448	( La prohibition du cannabis est préjudiciable à la société) -> ( Faut-il légaliser le cannabis ?)
39449	( La prohibition du cannabis manque de légitimité) -> ( Faut-il légaliser le cannabis ?)
39450	( La question du voile est utilisée à des fins de division et de diversion) -> ( La gauche doit-elle défendre le port du voile islamique ?)
57929	( La révolution peut et doit se faire sans la classe ouvrière) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
57933	( La souffrance et le mal contredisent l'existence d'un dieu) -> ¬ ( Dieu existe-t-il ? (nouvelle version))
57934	( La tendance fasciste du Front national est en voie de marginalisation) -> ¬ ( Le Front national est-il un parti fasciste ?)
57937	( La terreur bolchévik a été dictée par les circonstances) -> ¬ ( Lénine est-il le précurseur de Staline ?)
57938	( La volonté est toujours déterminée par le motif de poursuivre son bien ou son avantage) -> ¬ ( Sommes-nous libres de nos décisions ?)
39451	( Lénine a créé les instruments de la terreur stalinienne) -> ( Lénine est-il le précurseur de Staline ?)
39452	( Lénine a mené la terreur contre ses opposants) -> ( Lénine est-il le précurseur de Staline ?)
39453	( Lénine a théorisé et revendiqué la terreur de masse) -> ( Lénine est-il le précurseur de Staline ?)
39454	( Lénine était un être cynique,paranoïaque et avide de pouvoir) -> ( Lénine est-il le précurseur de Staline ?)
39455	( Lénine était un ennemi de la démocratie) -> ( Lénine est-il le précurseur de Staline ?)
39456	( Lénine est le concepteur d'un parti totalitaire) -> ( Lénine est-il le précurseur de Staline ?)
57939	( L’accueil de migrants va contre la volonté populaire) -> ¬ ( Faut-il accueillir davantage de migrants ?)
39457	( L’Etat n’est pas le plus qualifié pour gérer des aéroports) -> ( Faut-il privatiser ADP ?)
57940	( Le capitalisme accentue les inégalités) -> ¬ ( Pour ou contre le capitalisme ?)
57941	( Le capitalisme appauvrit l'imaginaire et la spiritualité des individus) -> ¬ ( Pour ou contre le capitalisme ?)
57942	( Le capitalisme appauvrit les différentes formes de culture) -> ¬ ( Pour ou contre le capitalisme ?)
39458	( Le capitalisme a un fondement naturel) -> ( Pour ou contre le capitalisme ?)
57943	( Le capitalisme détériore les relations humaines) -> ¬ ( Pour ou contre le capitalisme ?)
57944	( Le capitalisme est amené à s'effondrer) -> ¬ ( Pour ou contre le capitalisme ?)
39459	( Le capitalisme est condamné) -> ( Pour ou contre le communisme ?)
57945	( Le capitalisme est immoral) -> ¬ ( Pour ou contre le capitalisme ?)
57946	( Le capitalisme est incapable de satisfaire les besoins fondamentaux de l'humanité) -> ¬ ( Pour ou contre le capitalisme ?)
57947	( Le capitalisme est la cause de guerres incessantes) -> ¬ ( Pour ou contre le capitalisme ?)
39460	( Le capitalisme est le garant des libertés individuelles) -> ( Pour ou contre le capitalisme ?)
39461	( Le capitalisme est un système économique efficace) -> ( Pour ou contre le capitalisme ?)
39462	( Le capitalisme est un système économique stable) -> ( Pour ou contre le capitalisme ?)
57948	( Le capitalisme exploite et opprime les travailleurs) -> ¬ ( Pour ou contre le capitalisme ?)
57949	( Le capitalisme nuit gravement à la santé de la population) -> ¬ ( Pour ou contre le capitalisme ?)
57950	( Le capitalisme perturbe et détruit les écosystèmes) -> ¬ ( Pour ou contre le capitalisme ?)
39463	( Le cerveau repose sur des particules indéterminées) -> ( Sommes-nous libres de nos décisions ?)
57951	( Le communisme est dangereux) -> ¬ ( Pour ou contre le communisme ?)
57952	( Le communisme est impossible) -> ¬ ( Pour ou contre le communisme ?)
57953	( Le communisme est une catastrophe économique) -> ¬ ( Pour ou contre le communisme ?)
39464	( Le communisme est une société sans exploitation) -> ( Pour ou contre le communisme ?)
57954	( Le communisme n'est pas nécessaire) -> ¬ ( Pour ou contre le communisme ?)
39465	( Le communisme répond aux besoins de la population) -> ( Pour ou contre le communisme ?)
57955	( Le fait que j'aurais pu faire un autre choix que celui que j'ai fait par le passé est invérifiable) -> ¬ ( Sommes-nous libres de nos décisions ?)
39466	( Le Front national a la base sociale traditionnelle du fascisme) -> ( Le Front national est-il un parti fasciste ?)
57956	( Le Front national est un parti intégré dans le jeu électoral) -> ¬ ( Le Front national est-il un parti fasciste ?)
39467	( Le Front national est un parti nationaliste) -> ( Le Front national est-il un parti fasciste ?)
57960	( Le Front national est un parti national-populiste) -> ¬ ( Le Front national est-il un parti fasciste ?)
39468	( Le Front national est un parti raciste,xénophobe,antisémite et homophobe) -> ( Le Front national est-il un parti fasciste ?)
57963	( Le Front national n'a pas de milices armées) -> ¬ ( Le Front national est-il un parti fasciste ?)
57967	( Le Front national s'est dédiabolisé avec Marine Le Pen) -> ¬ ( Le Front national est-il un parti fasciste ?)
57968	( Le Front national se réclame de la démocratie) -> ¬ ( Le Front national est-il un parti fasciste ?)
39469	( Le Front national tire son origine d'individus et groupes fascistes) -> ( Le Front national est-il un parti fasciste ?)
39471	( Le logiciel libre n'a pas vraiment de modèle économique) -> ( Le logiciel libre est-il en déclin ?)
57973	( Le réchauffement climatique a des causes naturelles) -> ¬ ( Le réchauffement climatique est-il dû à l'activité humaine ?)
57974	( Le réchauffement climatique est un mythe) -> ¬ ( Le réchauffement climatique est-il dû à l'activité humaine ?)
39473	( Le réchauffement climatique ne peut être expliqué à partir des seules causes naturelles) -> ( Le réchauffement climatique est-il dû à l'activité humaine ?)
39474	( Le revenu de base apporte de meilleures conditions de vie) -> ( Faut-il instaurer un revenu de base ?)
39475	( Le revenu de base apporte plus de justice sociale) -> ( Faut-il instaurer un revenu de base ?)
57977	( Le revenu de base est un désastre économique) -> ¬ ( Faut-il instaurer un revenu de base ?)
39476	( Le revenu de base est une bonne chose pour l'économie nationale) -> ( Faut-il instaurer un revenu de base ?)
39477	( Le revenu de base est une mesure adaptée à l'économie du 21e siècle) -> ( Faut-il instaurer un revenu de base ?)
57978	( Le revenu de base est un mauvais combat politique) -> ¬ ( Faut-il instaurer un revenu de base ?)
39478	( Le revenu de base favorise un meilleur rapport au travail) -> ( Faut-il instaurer un revenu de base ?)
57979	( Le revenu de base permet une déconnexion entre le revenu et le travail) -> ¬ ( Faut-il instaurer un revenu de base ?)
57980	( Le salaire à vie n'incite pas à être productif) -> ¬ ( Faut-il instaurer un salaire à vie ?)
39483	( Les autorités du monde entier recommandent la vaccination) -> ( Faut-il se faire vacciner ?)
39484	( Les bénéfices des vaccins en termes de santé sont bien plus importants que les risques) -> ( Faut-il se faire vacciner ?)
57981	( Les études scientifiques qui montrent le lien entre le réchauffement climatique et l'activité humaine sont très critiquées) -> ¬ ( Le réchauffement climatique est-il dû à l'activité humaine ?)
57984	( Les comportements humains sont réguliers et prévisibles) -> ¬ ( Sommes-nous libres de nos décisions ?)
57985	( Les expériences spirituelles divergent) -> ¬ ( Les religions se rejoignent-elles ?)
39488	( Les femmes doivent être libres de s'habiller comme elles le souhaitent) -> ( La gauche doit-elle défendre le port du voile islamique ?)
39489	( Les femmes ont besoin des hommes pour en finir avec le sexisme) -> ( Les hommes doivent-ils rejoindre le combat féministe ?)
39490	( Les femmes voilées sont déjà bien assez stigmatisées dans la société française) -> ( La gauche doit-elle défendre le port du voile islamique ?)
39491	( Les frontières entravent la libre circulation des individus) -> ( Faut-il supprimer les frontières ? (nouveau))
39492	( Les grandes traditions disent que les religions sont une) -> ( Les religions se rejoignent-elles ?)
57986	( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges) -> ¬ ( Les hommes doivent-ils rejoindre le combat féministe ?)
39493	( Les hommes ne peuvent rester indifférents face aux discriminations et aux violences faites aux femmes) -> ( Les hommes doivent-ils rejoindre le combat féministe ?)
39494	( Les hommes ont intérêt à en finir avec le sexisme) -> ( Les hommes doivent-ils rejoindre le combat féministe ?)
57987	( Les hommes sont socialisés pour dominer les femmes) -> ¬ ( Les hommes doivent-ils rejoindre le combat féministe ?)
57988	( Les impôts sur les salaires des footballeurs professionnels rapportent aux Etats) -> ¬ ( Les footballeurs professionnels sont-ils trop payés ?)
57990	( Les leaders et les organisations de la lutte contre l'islamophobie sont réactionnaires) -> ¬ ( L'extrême-gauche doit-elle lutter contre l'islamophobie ?)
39495	( Les Le Pen entretiennent des liens avec des personnes considérées fascistes) -> ( Le Front national est-il un parti fasciste ?)
39497	( Le slogan 'Ni gauche,ni droite' est typiquement fasciste) -> ( Le Front national est-il un parti fasciste ?)
57991	( Les migrants risquent de déstabiliser le vivre-ensemble) -> ¬ ( Faut-il accueillir davantage de migrants ?)
57992	( Les Murs à pêches de Montreuil occupent un espace inutilisé) -> ¬ ( Faut-il préserver les Murs à pêches de Montreuil ?)
57993	( Les Murs à pêches de Montreuil sont une zone de non-droit) -> ¬ ( Faut-il préserver les Murs à pêches de Montreuil ?)
57994	( Les notes motivent les élèves à travailler) -> ¬ ( Faut-il supprimer les notes à l'école ?)
57995	( Les notes permettent de situer les élèves) -> ¬ ( Faut-il supprimer les notes à l'école ?)
39500	( Les notes sont biaisées) -> ( Faut-il supprimer les notes à l'école ?)
39501	( Les notes sont injustes) -> ( Faut-il supprimer les notes à l'école ?)
57997	( Les organisations ouvrières ont perdu leur base et leur légitimité) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
57998	( Les ouvriers n'ont pas les moyens de se révolter) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
57999	( Les ouvriers ne sont pas révolutionnaires) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
58000	( Les ouvriers se sont embourgeoisés) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)
39503	( Les religions affirment la liberté humaine) -> ( Sommes-nous libres de nos décisions ?)
39504	( Les religions poursuivent la même finalité) -> ( Les religions se rejoignent-elles ?)
58002	( Les religions s'opposent sur des questions essentielles) -> ¬ ( Les religions se rejoignent-elles ?)
58003	( Les religions sont des chemins différents) -> ¬ ( Les religions se rejoignent-elles ?)
58004	( Les religions sont des sources d'oppressions) -> ¬ ( La religion est-elle compatible avec le marxisme ?)
58005	( Les religions sont en conflit historique) -> ¬ ( Les religions se rejoignent-elles ?)
39506	( Les religions sont fondées sur la même expérience fondamentale) -> ( Les religions se rejoignent-elles ?)
58006	( Les religions sont incompatibles avec l'action révolutionnaire) -> ¬ ( La religion est-elle compatible avec le marxisme ?)
58007	( Les religions sont incompatibles avec la pensée scientifique) -> ¬ ( La religion est-elle compatible avec le marxisme ?)
39507	( Les religions véhiculent un message identique) -> ( Les religions se rejoignent-elles ?)
39509	( Les salaires des footballeurs professionnels n'ont pas besoin d'être aussi élevés) -> ( Les footballeurs professionnels sont-ils trop payés ?)
39510	( Les salaires des footballeurs professionnels sont démesurés) -> ( Les footballeurs professionnels sont-ils trop payés ?)
58008	( Les salaires des footballeurs professionnels sont justifiés par l'utilité sociale du football) -> ¬ ( Les footballeurs professionnels sont-ils trop payés ?)
58010	( Les salaires des footballeurs professionnels sont justifiés par les inconvénients du métier) -> ¬ ( Les footballeurs professionnels sont-ils trop payés ?)
39511	( Les solutions visant à limiter l'immigration sont inhumaines et barbares) -> ( Faut-il accueillir davantage de migrants ?)
58011	( Les substituts végans sont souvent allergènes) -> ¬ ( Faut-il arrêter de manger des animaux ?)
39512	( Les vaccins peuvent éradiquer définitivement certaines maladies) -> ( Faut-il se faire vacciner ?)
39513	( Les vaccins protègent les personnes vaccinées contre de nombreuses maladies) -> ( Faut-il se faire vacciner ?)
58012	( Les vaccins sont dangereux) -> ¬ ( Faut-il se faire vacciner ?)
58013	( Le végétarisme est une préoccupation de bobos) -> ¬ ( Faut-il arrêter de manger des animaux ?)
58014	( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes) -> ¬ ( La gauche doit-elle défendre le port du voile islamique ?)
58019	( Le vote électronique a été abandonné par la plupart des pays qui l'ont expérimenté) -> ¬ ( Faut-il généraliser le vote électronique ?)
58020	( Le vote électronique désacralise l'acte de vote) -> ¬ ( Faut-il généraliser le vote électronique ?)
39514	( Le vote électronique diminue l'empreinte écologique du vote) -> ( Faut-il généraliser le vote électronique ?)
58021	( Le vote électronique est invérifiable et opaque) -> ¬ ( Faut-il généraliser le vote électronique ?)
58022	( Le vote électronique est soumis à plus de pression) -> ¬ ( Faut-il généraliser le vote électronique ?)
39515	( Le vote électronique facilite la mise en place de consultations) -> ( Faut-il généraliser le vote électronique ?)
39516	( Le vote électronique favorise la participation aux élections) -> ( Faut-il généraliser le vote électronique ?)
58024	( Le vote électronique n'est pas fiable) -> ¬ ( Faut-il généraliser le vote électronique ?)
39517	( Le vote électronique permet de diminuer les coûts d'une élection) -> ( Faut-il généraliser le vote électronique ?)
39518	( Le vote électronique permet de diminuer les coûts d'une élection) -> ( Faut-il généraliser le vote électronique ?)
58025	( Limiter la liberté d'expression est antidémocratique) -> ¬ ( La liberté d'expression doit-elle être limitée ?)
39520	( Limiter la liberté d'expression est antidémocratique) -> ( La liberté d'expression doit-elle être totale ?)
58026	( Limiter la liberté d'expression est dangereux) -> ¬ ( La liberté d'expression doit-elle être limitée ?)
39521	( Limiter la liberté d'expression est dangereux) -> ( La liberté d'expression doit-elle être totale ?)
58027	( Limiter la liberté d'expression est inefficace) -> ¬ ( La liberté d'expression doit-elle être limitée ?)
39522	( Limiter la liberté d'expression est inefficace) -> ( La liberté d'expression doit-elle être totale ?)
58028	( Limiter la liberté d'expression n'est pas nécessaire) -> ¬ ( La liberté d'expression doit-elle être limitée ?)
39523	( Limiter la liberté d'expression n'est pas nécessaire) -> ( La liberté d'expression doit-elle être totale ?)
39524	( Manger des animaux conduit à infliger aux animaux d'élevage une violence source de nombreuses souffrances) -> ( Faut-il arrêter de manger des animaux ?)
39525	( Manger des animaux conduit à un élevage intensif source de nombreux problèmes sur l'environnement) -> ( Faut-il arrêter de manger des animaux ?)
58030	( Manger des animaux est bon pour la santé) -> ¬ ( Faut-il arrêter de manger des animaux ?)
58031	( Manger des animaux est la norme dans la nature) -> ¬ ( Faut-il arrêter de manger des animaux ?)
58032	( Manger des animaux est la seule façon de reconnaître son animalité) -> ¬ ( Faut-il arrêter de manger des animaux ?)
39526	( Manger des animaux est mauvais pour l'homme) -> ( Faut-il arrêter de manger des animaux ?)
58033	( Manger des animaux est une pratique ancestrale) -> ¬ ( Faut-il arrêter de manger des animaux ?)
58034	( Manger des animaux est un plaisir gustatif) -> ¬ ( Faut-il arrêter de manger des animaux ?)
58035	( Manger des animaux est utile en cas de mauvaises récoltes) -> ¬ ( Faut-il arrêter de manger des animaux ?)
39527	( Manger des animaux habitue à la cruauté) -> ( Faut-il arrêter de manger des animaux ?)
39528	( Manger des animaux implique de décider de la vie d'êtres qui n'ont rien demandé à personne) -> ( Faut-il arrêter de manger des animaux ?)
39529	( Manger des animaux repose actuellement sur un travail dont les conditions sont inhumaines) -> ( Faut-il arrêter de manger des animaux ?)
58036	( Nous ne sommes pas libres de voler dans les airs,de respirer sous l'eau ni de vivre deux-cents ans) -> ¬ ( Sommes-nous libres de nos décisions ?)
39531	( On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère) -> ( Le réchauffement climatique est-il dû à l'activité humaine ?)
58038	( On doit être solidaire des femmes qui se battent pour ne pas porter le voile islamique) -> ¬ ( La gauche doit-elle défendre le port du voile islamique ?)
39532	( On doit réparation aux populations des pays du Sud) -> ( Faut-il accueillir davantage de migrants ?)
58039	( On ne peut pas accueillir toute la misère du monde) -> ¬ ( Faut-il accueillir davantage de migrants ?)
58040	( On ne peut pas contrôler l'immigration) -> ¬ ( Faut-il accueillir davantage de migrants ?)
39533	( On ne peut pas empêcher l'immigration) -> ( Faut-il accueillir davantage de migrants ?)
58041	( On nous manipule) -> ¬ ( Faut-il se faire vacciner ?)
39534	( On peut chacun faire des petites actions qui en groupe peuvent changer le monde) -> ( Peut-on changer le monde sans prendre le pouvoir ?)
39542	( Porter le voile relève de la liberté religieuse) -> ( La gauche doit-elle défendre le port du voile islamique ?)
39543	( Si les humains ne sont pas libres,il n'y a plus d'éthique et de justice) -> ( Sommes-nous libres de nos décisions ?)
58045	( Staline est l'auteur d'une contre-révolution) -> ¬ ( Lénine est-il le précurseur de Staline ?)
58046	( Staline est un héritier calomnié de Lénine) -> ¬ ( Lénine est-il le précurseur de Staline ?)
58048	( Supprimer les élevages de ruminants risque de bouleverser de nombreux écosystèmes) -> ¬ ( Faut-il arrêter de manger des animaux ?)
39544	( Toutes les religions affirment la même vérité) -> ( Les religions se rejoignent-elles ?)
39545	( Tout le monde peut adopter une alimentation végétale) -> ( Faut-il arrêter de manger des animaux ?)
58049	( Un appel aux déchets) -> ¬ ( Faut-il incinérer les déchets ménagers à La Réunion ?)
58050	( Un désastre financier) -> ¬ ( Faut-il incinérer les déchets ménagers à La Réunion ?)
39546	( Une alternative écologique) -> ( Faut-il incinérer les déchets ménagers à La Réunion ?)
39554	( Une note ne dit pas ce qu'elle évalue (contrairement aux compétences)) -> ( Faut-il supprimer les notes à l'école ?)
